,break_id,btime,index,phraseTone,boundaryTone,phonword_id,start,end,phonword,binary_break
0,sw3917A.break.2,0.779875,4,H,L,ms2A_pw1,0.31575,0.779875,okay,True
1,sw3917A.break.3,1.3425,X,None,None,ms2A_pw2,0.779875,1.3425,um,False
2,sw3917A.break.4,2.82525,0,None,None,ms3A_pw3,2.762625,2.82525,do,False
3,sw3917A.break.5,2.98525,0,None,None,ms3A_pw4,2.82525,2.98525,you,False
4,sw3917A.break.6,3.16525,1,None,None,ms3A_pw5,2.98525,3.16525,wanna,False
5,sw3917A.break.7,3.31525,1,None,None,ms3A_pw6,3.16525,3.31525,go,False
6,sw3917A.break.8,3.72525,4,H,H,ms3A_pw7,3.31525,3.72525,ahead,True
7,sw3917A.break.9,3.970625,2p,None,None,ms3A_pw8,3.72525,3.970625,or,False
8,sw3917B.break.2,4.135125,X,None,X,ms3B_pw1,3.9225,4.135125,oh,False
9,sw3917B.break.3,4.516375,4,None,None,ms3B_pw2,4.135125,4.516375,sure,True
10,sw3917B.break.4,5.435875,X,None,None,ms3B_pw3,4.87425,5.435875,um,False
11,sw3917B.break.5,6.5655,4,None,None,ms3B_pw4,6.159,6.5655,well,True
12,sw3917B.break.7,8.51725,2p,None,None,ms5B_pw5,8.338875,8.51725,i,False
13,sw3917B.break.8,8.907875,X,None,X,ms5B_pw6,8.51725,8.907875,um,False
14,sw3917B.break.9,9.16725,1,None,None,ms5B_pw7,8.907875,9.16725,went,False
15,sw3917B.break.10,9.26725,1,None,None,ms5B_pw8,9.16725,9.26725,to,False
16,sw3917B.break.11,9.63725,1,None,None,ms5B_pw9,9.26725,9.63725,school,False
17,sw3917B.break.12,9.75725,1,None,None,ms5B_pw10,9.63725,9.75725,at,False
18,sw3917B.break.13,10.20725,1,None,None,ms5B_pw11,9.75725,10.20725,Madison,False
19,sw3917B.break.14,10.32725,1,None,None,ms5B_pw12,10.20725,10.32725,for,False
20,sw3917B.break.15,10.48725,1,None,None,ms5B_pw13,10.32725,10.48725,two,False
21,sw3917B.break.16,10.71725,4,L,H,ms5B_pw14,10.48725,10.71725,years,True
22,sw3917B.break.17,10.81725,1,None,None,ms5B_pw15,10.71725,10.81725,and,False
23,sw3917B.break.18,11.05725,2-,None,None,ms5B_pw16,10.81725,11.05725,they're,False
24,sw3917B.break.19,11.37725,1,None,None,ms5B_pw17,11.05725,11.37725,really,False
25,sw3917B.break.20,11.57725,1,None,None,ms5B_pw18,11.37725,11.57725,big,False
26,sw3917B.break.21,11.78725,3-,L,None,ms5B_pw19,11.57725,11.78725,on,True
27,sw3917B.break.22,12.168875,2,None,None,ms5B_pw20,11.78725,12.168875,women's,False
28,sw3917B.break.23,12.6145,4,L,H,ms5B_pw21,12.168875,12.6145,rights,True
29,sw3917B.break.24,13.11375,1p,None,None,ms5B_pw23,12.88775,13.11375,and,False
30,sw3917B.break.25,13.11375,1p,None,None,ms5B_pw23,12.88775,13.11375,and,False
31,sw3917A.break.10,13.470375,X,None,None,ms5A_pw9,13.064375,13.470375,um-hum,False
32,sw3917B.break.26,13.70725,4-,L,H,ms5B_pw24,13.11375,13.70725,equal,True
33,sw3917B.break.27,14.307625,4,None,None,ms5B_pw25,13.70725,14.307625,treatment,True
34,sw3917A.break.11,14.779625,X,None,None,ms6A_pw10,14.4345,14.779625,um-hum,False
35,sw3917B.break.28,14.939,1,None,None,ms6B_pw26,14.755625,14.939,and,False
36,sw3917B.break.29,15.119000000000002,1,None,None,ms6B_pw27,14.939,15.119000000000002,so,False
37,sw3917B.break.30,15.299000000000001,2p,None,None,ms6B_pw28,15.119000000000002,15.299000000000001,i-,False
38,sw3917B.break.31,15.459000000000001,1,None,None,ms6B_pw29,15.299000000000001,15.459000000000001,i,False
39,sw3917B.break.32,15.739,1,None,None,ms6B_pw30,15.459000000000001,15.739,seen,False
40,sw3917B.break.33,15.779000000000002,1,None,None,ms6B_pw31,15.739,15.779000000000002,a,False
