,break_id,btime,index,phraseTone,boundaryTone,phonword_id,start,end,phonword,binary_break
0,sw3445A.break.2,0.475375,1,None,None,ms2A_pw1,0.245375,0.475375,all,False
1,sw3445A.break.3,0.845375,4,L,L,ms2A_pw2,0.475375,0.845375,right,True
2,sw3445A.break.4,1.015375,1,None,None,ms2A_pw3,0.845375,1.015375,i,False
3,sw3445A.break.5,1.375375,1,None,None,ms2A_pw4,1.015375,1.375375,think,False
4,sw3445A.break.6,2.07575,2p,None,None,ms2A_pw5,1.375375,2.07575,that,False
5,sw3445A.break.7,2.415375,1,None,None,ms2A_pw6,2.07575,2.415375,gets,False
6,sw3445A.break.8,2.745375,1,None,None,ms2A_pw7,2.415375,2.745375,us,False
7,sw3445A.break.9,3.195375,3,L,H,ms2A_pw8,2.745375,3.195375,off,True
8,sw3445A.break.10,3.565375,2p,None,None,ms2A_pw9,3.195375,3.565375,to,False
9,sw3445A.break.11,4.565375,1,None,None,ms2A_pw10,3.565375,4.565375,discussing,False
10,sw3445A.break.12,4.665375,1,None,None,ms2A_pw11,4.565375,4.665375,the,False
11,sw3445A.break.13,5.305375,1,None,None,ms2A_pw12,4.665375,5.305375,topic,False
12,sw3445A.break.14,5.515375,1,None,None,ms2A_pw13,5.305375,5.515375,for,False
13,sw3445A.break.15,6.4435,4,None,None,ms2A_pw14,5.515375,6.4435,tonight,True
14,sw3445B.break.2,6.87925,1,None,None,ms3B_pw1,6.64925,6.87925,which,False
15,sw3445B.break.3,7.09925,4-,L,L,ms3B_pw2,6.87925,7.09925,is,True
16,sw3445B.break.4,7.54925,4,L,L,ms3B_pw3,7.09925,7.54925,movies,True
17,sw3445B.break.5,7.99925,4,None,None,ms3B_pw4,7.54925,7.99925,correct,True
18,sw3445A.break.16,8.329375,1p,None,None,ms4A_pw15,8.189375,8.329375,that,False
19,sw3445A.break.17,8.919375,3-,H,None,ms4A_pw16,8.589375,8.919375,is,True
20,sw3445A.break.18,9.859375,4,L,L,ms4A_pw17,8.919375,9.859375,correct,True
21,sw3445A.break.19,10.019375,1,None,None,ms4A_pw18,9.859375,10.019375,are,False
22,sw3445B.break.6,10.102125,X,None,None,ms5B_pw5,9.540625,10.102125,okay,False
23,sw3445A.break.20,10.269375,1,None,None,ms4A_pw20,10.219375,10.269375,a,False
24,sw3445A.break.21,10.719375,1,None,None,ms4A_pw21,10.269375,10.719375,movie,False
25,sw3445A.break.22,10.719375,1,None,None,ms4A_pw21,10.269375,10.719375,movie,False
26,sw3445A.break.23,11.24675,4,None,None,ms4A_pw22,10.719375,11.24675,buff,True
27,sw3445B.break.7,12.0885,X,None,None,ms6B_pw6,11.648,12.0885,um,False
28,sw3445B.break.8,12.544625,4,None,None,ms6B_pw7,12.190125,12.544625,yeah,True
29,sw3445B.break.9,12.800875,1,None,None,ms6B_pw8,12.653875,12.800875,i,False
30,sw3445B.break.10,12.927999999999999,1,None,None,ms6B_pw9,12.800875,12.927999999999999,don't,False
31,sw3445B.break.11,13.138,3,!H,None,ms6B_pw10,12.927999999999999,13.138,like,True
32,sw3445B.break.12,13.347999999999999,0,None,None,ms6B_pw11,13.138,13.347999999999999,going,False
33,sw3445B.break.13,13.408,1,None,None,ms6B_pw12,13.347999999999999,13.408,to,False
34,sw3445B.break.14,13.628,0,None,None,ms6B_pw13,13.408,13.628,see,False
35,sw3445B.break.15,13.738,1-,None,None,ms6B_pw14,13.628,13.738,them_1,False
36,sw3445B.break.16,13.838,1,None,None,ms6B_pw15,13.738,13.838,in,False
37,sw3445B.break.17,13.918,1,None,None,ms6B_pw16,13.838,13.918,the,False
38,sw3445B.break.18,14.448,4,L,L,ms6B_pw17,13.918,14.448,theaters,True
39,sw3445B.break.19,14.638,1,None,None,ms6B_pw18,14.448,14.638,but,False
40,sw3445B.break.20,15.038,1,None,None,ms6B_pw19,14.638,15.038,outside,False
41,sw3445B.break.21,15.107999999999999,1,None,None,ms6B_pw20,15.038,15.107999999999999,of,False
42,sw3445B.break.22,15.418,4,None,None,ms6B_pw21,15.107999999999999,15.418,that,True
43,sw3445B.break.23,16.416125,1,None,None,ms7B_pw22,16.116125,16.416125,rent,False
44,sw3445B.break.24,16.466125,1,None,None,ms7B_pw23,16.416125,16.466125,a,False
45,sw3445B.break.25,16.796125,4,None,None,ms7B_pw24,16.466125,16.796125,lot,True
46,sw3445B.break.26,17.556125,0,None,None,ms7B_pw25,17.326125,17.556125,watch,False
47,sw3445B.break.27,17.646125,1,None,None,ms7B_pw26,17.556125,17.646125,them_1,False
48,sw3445B.break.28,17.776125,1,None,None,ms7B_pw27,17.646125,17.776125,on,False
49,sw3445B.break.29,18.136125,3,L,None,ms7B_pw28,17.776125,18.136125,TV,True
50,sw3445B.break.30,18.616125,4,None,None,ms7B_pw29,18.136125,18.616125,mostly,True
51,sw3445A.break.24,19.616125,4,None,None,ms6A_pw23,19.146125,19.616125,well,True
52,sw3445A.break.25,20.036125,1,None,None,ms6A_pw24,19.746125,20.036125,i,False
53,sw3445A.break.26,20.306125,1,None,None,ms6A_pw25,20.036125,20.306125,have,False
54,sw3445A.break.27,20.476125,1,None,None,ms6A_pw26,20.306125,20.476125,a,False
55,sw3445A.break.28,21.436125,4,L,L,ms6A_pw27,20.476125,21.436125,VCR,True
56,sw3445A.break.29,21.666125,1,None,None,ms6A_pw28,21.436125,21.666125,and,False
57,sw3445A.break.30,21.806125,1,None,None,ms6A_pw29,21.666125,21.806125,i,False
58,sw3445A.break.31,22.250625,4,L,L,ms6A_pw30,21.806125,22.250625,see,True
59,sw3445A.break.32,22.710125,1,None,None,ms6A_pw31,22.250625,22.710125,most,False
60,sw3445A.break.33,23.156125,1,None,None,ms6A_pw32,22.710125,23.156125,all,False
61,sw3445A.break.34,23.306125,1,None,None,ms6A_pw33,23.156125,23.306125,of,False
62,sw3445A.break.35,23.906125,4,L,H,ms6A_pw34,23.306125,23.906125,mine,True
63,sw3445A.break.36,24.43725,4,None,None,ms6A_pw35,23.906125,24.43725,there,True
64,sw3445A.break.37,24.976125,1,None,None,ms6A_pw36,24.806375,24.976125,what,False
65,sw3445A.break.38,25.116125,1,None,None,ms6A_pw37,24.976125,25.116125,have,False
66,sw3445A.break.39,25.326125,1,None,None,ms6A_pw38,25.116125,25.326125,you,False
67,sw3445A.break.40,25.826125,3,L,None,ms6A_pw39,25.326125,25.826125,seen,True
68,sw3445A.break.41,26.466125,4-,H,L,ms6A_pw40,25.826125,26.466125,recently,True
69,sw3445A.break.42,26.686125,1,None,None,ms6A_pw41,26.466125,26.686125,that,False
70,sw3445A.break.43,26.916125,1,None,None,ms6A_pw42,26.686125,26.916125,you,False
71,sw3445A.break.44,27.686125,4,None,None,ms6A_pw43,26.916125,27.686125,enjoyed,True
72,sw3445B.break.31,28.784125,X,None,None,ms9B_pw30,28.324125,28.784125,uh,False
73,sw3445B.break.32,30.118375,1,None,None,ms10B_pw31,29.946125,30.118375,i,False
74,sw3445B.break.33,30.276125,1,None,None,ms10B_pw32,30.118375,30.276125,don't,False
75,sw3445B.break.34,30.536125,4,H,L,ms10B_pw33,30.276125,30.536125,know,True
76,sw3445B.break.35,30.776125,X,None,None,ms10B_pw34,30.536125,30.776125,um,False
77,sw3445B.break.36,31.656125,4,None,None,ms10B_pw35,31.0135,31.656125,actually,True
78,sw3445B.break.37,32.346125,1,None,None,ms10B_pw36,31.95,32.346125,earlier,False
79,sw3445B.break.38,32.666125,4-,H,H,ms10B_pw37,32.346125,32.666125,tonight,True
80,sw3445B.break.39,32.766125,1,None,None,ms10B_pw38,32.666125,32.766125,we,False
81,sw3445B.break.40,32.846125,1,None,None,ms10B_pw39,32.766125,32.846125,were,False
82,sw3445B.break.41,33.196125,2,None,None,ms10B_pw40,32.846125,33.196125,watching,False
83,sw3445B.break.42,33.336125,1,None,None,ms10B_pw41,33.196125,33.336125,To,False
