,break_id,btime,index,phraseTone,boundaryTone,phonword_id,start,end,phonword,binary_break
0,sw3201A.break.2,0.47,2p,None,None,ms1A_pw1,0.318625,0.47,so,False
1,sw3201A.break.3,0.6,0,None,None,ms1A_pw2,0.47,0.6,do,False
2,sw3201A.break.4,0.69,1,None,None,ms1A_pw3,0.6,0.69,you,False
3,sw3201A.break.5,0.82,1,None,None,ms1A_pw4,0.69,0.82,have,False
4,sw3201A.break.6,0.93,1,None,None,ms1A_pw5,0.82,0.93,any,False
5,sw3201A.break.7,1.51,1,None,None,ms1A_pw6,0.93,1.51,recycling,False
6,sw3201A.break.8,2.01,3,L,None,ms1A_pw7,1.51,2.01,programs,True
7,sw3201A.break.9,2.29,4,None,None,ms1A_pw8,2.01,2.29,there,True
8,sw3201B.break.1,2.960875,X,None,None,ms2B_pw1,2.43475,2.960875,um,False
9,sw3201B.break.2,3.702625,1,None,None,ms2B_pw2,3.58625,3.702625,i,False
10,sw3201B.break.3,3.90475,1,None,None,ms2B_pw3,3.702625,3.90475,don't,False
11,sw3201B.break.4,4.19475,2,None,None,ms2B_pw4,3.90475,4.19475,really,False
12,sw3201B.break.5,4.46475,3-,H,None,ms2B_pw5,4.19475,4.46475,think,True
13,sw3201B.break.6,4.60475,1,None,None,ms2B_pw6,4.46475,4.60475,we,False
14,sw3201B.break.7,4.80475,1,None,None,ms2B_pw7,4.60475,4.80475,have,False
15,sw3201B.break.8,5.481875,2p,None,None,ms2B_pw8,4.80475,5.481875,anything,False
16,sw3201B.break.9,6.3105,1,None,None,ms3B_pw9,6.165875,6.3105,in,False
17,sw3201B.break.10,6.3905,1,None,None,ms3B_pw10,6.3105,6.3905,the,False
18,sw3201B.break.11,6.899375,4,None,None,ms3B_pw11,6.3905,6.899375,works,True
19,sw3201B.break.12,7.7205,1,None,None,ms3B_pw12,7.487,7.7205,as,False
20,sw3201B.break.13,7.8405,1,None,None,ms3B_pw13,7.7205,7.8405,of,False
21,sw3201B.break.14,8.3255,4,None,None,ms3B_pw14,7.8405,8.3255,yet,True
22,sw3201B.break.15,8.9305,X,None,X,ms3B_pw15,8.6005,8.9305,uh,False
23,sw3201A.break.10,8.97675,X,None,None,ms3A_pw9,8.562875,8.97675,uh-huh,False
24,sw3201B.break.16,9.1005,1,None,None,ms3B_pw16,8.9305,9.1005,we're,False
25,sw3201B.break.17,9.4005,1,None,None,ms3B_pw17,9.1005,9.4005,pretty,False
26,sw3201B.break.18,9.8605,2,None,None,ms3B_pw18,9.4005,9.8605,small,False
27,sw3201B.break.19,10.4205,4,None,None,ms3B_pw19,9.8605,10.4205,town,True
28,sw3201B.break.20,11.6005,2p,None,None,ms3B_pw20,10.9705,11.6005,and,False
29,sw3201B.break.21,12.1405,X,None,None,ms3B_pw21,11.6005,12.1405,um,False
30,sw3201B.break.22,12.5605,1,None,None,ms3B_pw22,12.4505,12.5605,the,False
31,sw3201B.break.23,13.0605,1,None,None,ms3B_pw23,12.5605,13.0605,closest,False
32,sw3201B.break.24,13.2505,1,None,None,ms3B_pw24,13.0605,13.2505,thing,False
33,sw3201B.break.25,13.4005,1,None,None,ms3B_pw25,13.2505,13.4005,we,False
34,sw3201B.break.26,13.7505,4,H,L,ms3B_pw26,13.4005,13.7505,have,True
35,sw3201B.break.27,13.926125,1,None,None,ms3B_pw27,13.7505,13.926125,are,False
36,sw3201B.break.28,14.3605,4,H,L,ms3B_pw28,13.986375,14.3605,bins,True
37,sw3201B.break.29,14.6305,1,None,None,ms3B_pw29,14.3605,14.6305,like,False
38,sw3201B.break.30,14.8105,1,None,None,ms3B_pw30,14.6305,14.8105,out,False
39,sw3201B.break.31,14.8705,1,None,None,ms3B_pw31,14.8105,14.8705,in,False
40,sw3201B.break.32,15.0605,1,None,None,ms3B_pw32,14.8705,15.0605,front,False
41,sw3201B.break.33,15.1205,1,None,None,ms3B_pw33,15.0605,15.1205,of,False
42,sw3201B.break.34,15.781375,4,None,None,ms3B_pw34,15.1905,15.781375,Wal-Mart,True
43,sw3201A.break.11,16.303875,X,None,X,ms5A_pw10,16.04975,16.303875,oh,False
44,sw3201A.break.12,16.723875,X,None,None,ms5A_pw11,16.303875,16.723875,uh-huh,False
45,sw3201B.break.35,16.83725,1,None,None,ms4B_pw35,16.691125,16.83725,that,False
46,sw3201B.break.36,17.40725,4,None,None,ms4B_pw36,16.83725,17.40725,show,True
47,sw3201B.break.37,17.57725,0,None,None,ms4B_pw37,17.46725,17.57725,you,False
48,sw3201B.break.38,17.70725,4,L,L,ms4B_pw38,17.57725,17.70725,know,True
49,sw3201B.break.39,18.3485,4,None,None,ms4B_pw39,17.70725,18.3485,plastics,True
50,sw3201B.break.40,19.592,4,None,None,ms5B_pw40,19.1295,19.592,paper,True
51,sw3201A.break.13,20.836875,X,None,None,ms7A_pw12,20.326875,20.836875,yeah,False
52,sw3201B.break.41,21.11575,1,None,None,ms6B_pw41,20.877,21.11575,liter,False
53,sw3201B.break.42,21.5095,4,None,None,ms6B_pw42,21.11575,21.5095,bottles,True
54,sw3201B.break.43,21.719125,1-,None,None,ms6B_pw43,21.576,21.719125,et,False
55,sw3201B.break.44,22.02325,3-,L,None,ms6B_pw44,21.719125,22.02325,cetera,True
56,sw3201B.break.45,22.113625,1-,None,None,ms6B_pw45,22.02325,22.113625,et,False
57,sw3201A.break.14,22.297875,1,None,None,ms8A_pw13,22.14675,22.297875,we've,False
58,sw3201B.break.46,22.45475,4,None,None,ms6B_pw46,22.113625,22.45475,cetera,True
59,sw3201A.break.15,22.837875,1-,None,None,ms8A_pw14,22.297875,22.837875,progressed,False
60,sw3201A.break.16,22.837875,4,L,H,ms8A_pw14,22.297875,22.837875,progressed,True
61,sw3201A.break.17,23.137875,1,None,None,ms8A_pw16,22.917875,23.137875,little,False
