,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw4329A-ms98-a-0001-4,sw4329A-ms98-a-0001,sw4329.A.acc1.aw3,ms1A_pw1,0.5515,0.82,okay,Not Found: accent@type,full,other,,,,,True
1,sw4329A-ms98-a-0001-7,sw4329A-ms98-a-0001,sw4329.A.acc2.aw6,ms1A_pw4,1.079625,1.24,guess,Not Found: accent@type,full,statement,,,,,True
2,sw4329A-ms98-a-0001-10,sw4329A-ms98-a-0001,sw4329.A.acc3.aw9,ms1A_pw7,1.56,1.97,recording,Not Found: accent@type,full,statement,,,,,True
3,sw4329A-ms98-a-0003-15,sw4329A-ms98-a-0003,sw4329.A.acc4.aw14,ms3A_pw9,3.98225,4.045375,i,Not Found: accent@type,full,statement,,,,,True
4,sw4329A-ms98-a-0003-22,sw4329A-ms98-a-0003,sw4329.A.acc5.aw21,ms3A_pw16,5.106,5.336,about,Not Found: accent@type,full,statement,,,,,True
5,sw4329A-ms98-a-0003-24,sw4329A-ms98-a-0003,sw4329.A.acc6.aw23,ms3A_pw18,5.426,5.966,recycling,Not Found: accent@type,full,statement,,,,,True
6,sw4329A-ms98-a-0003-27,sw4329A-ms98-a-0003,sw4329.A.acc7.aw26,ms3A_pw21,6.2860000000000005,6.606,area,Not Found: accent@type,full,statement,,,,,True
7,sw4329A-ms98-a-0003-30,sw4329A-ms98-a-0003,sw4329.A.acc8.aw29,ms3A_pw24,6.846,7.1160000000000005,in,Not Found: accent@type,full,statement,,,,,True
8,sw4329A-ms98-a-0003-36,sw4329A-ms98-a-0003,sw4329.A.acc9.aw35,ms3A_pw29,7.89725,8.336,Saginaw,Not Found: accent@type,full,statement,,,,,True
9,sw4329A-ms98-a-0004-44,sw4329A-ms98-a-0004,sw4329.A.acc10.aw43,ms4A_pw34,10.635875,10.835875,not,Not Found: accent@type,weak,statement,,,,,True
10,sw4329A-ms98-a-0004-46,sw4329A-ms98-a-0004,sw4329.A.acc11.aw45,ms4A_pw36,10.945875,11.405875,familiar,Not Found: accent@type,full,statement,,,,,True
11,sw4329A-ms98-a-0004-50,sw4329A-ms98-a-0004,sw4329.A.acc12.aw48,ms4A_pw39,11.875625,12.515875,anything,Not Found: accent@type,full,statement,,,,,True
12,sw4329A-ms98-a-0004-55,sw4329A-ms98-a-0004,sw4329.A.acc13.aw53,ms4A_pw43,13.044375,13.245875,fact,Not Found: accent@type,full,statement,,,,,True
13,sw4329A-ms98-a-0004-59,sw4329A-ms98-a-0004,sw4329.A.acc14.aw57,ms4A_pw47,13.625875,13.695875,i,Not Found: accent@type,full,statement,,,,,True
14,sw4329A-ms98-a-0004-62,sw4329A-ms98-a-0004,sw4329.A.acc15.aw60,ms4A_pw50,13.875875,14.185875,school,Not Found: accent@type,full,statement,,,,,True
15,sw4329A-ms98-a-0004-68,sw4329A-ms98-a-0004,sw4329.A.acc16.aw66,ms4A_pw56,14.935875,15.555875,programs,Not Found: accent@type,full,statement,,,,,True
16,sw4329A-ms98-a-0004-71,sw4329A-ms98-a-0004,sw4329.A.acc17.aw69,ms4A_pw59,16.005875,16.185875,out,Not Found: accent@type,full,statement,,,,,True
17,sw4329A-ms98-a-0004-78,sw4329A-ms98-a-0004,sw4329.A.acc18.aw76,ms4A_pw65,17.905875,18.325875,grocery,Not Found: accent@type,full,statement,,,,,True
18,sw4329A-ms98-a-0004-81,sw4329A-ms98-a-0004,sw4329.A.acc19.aw79,ms4A_pw68,18.610625,19.203625,[laughter-anything],Not Found: accent@type,full,statement,,,,,True
19,sw4329A-ms98-a-0004-84,sw4329A-ms98-a-0004,sw4329.A.acc20.aw82,ms4A_pw71,19.575875,20.00775,area,Not Found: accent@type,full,statement,,,,,True
20,sw4329A-ms98-a-0004-86,sw4329A-ms98-a-0004,sw4329.A.acc21.aw84,ms4A_pw72,20.067999999999998,20.41775,yeah,Not Found: accent@type,full,yes,,,,,True
21,sw4329A-ms98-a-0008-94,sw4329A-ms98-a-0008,sw4329.A.acc22.aw92,ms8A_pw74,56.61975,56.89325,really,Not Found: accent@type,full,backchannel_q,,,,,True
22,sw4329A-ms98-a-0009-98,sw4329A-ms98-a-0009,sw4329.A.acc23.aw96,ms9A_pw76,58.0625,58.2125,is,Not Found: accent@type,full,apprec,,,,,True
23,sw4329A-ms98-a-0009-101,sw4329A-ms98-a-0009,sw4329.A.acc24.aw99,ms9A_pw79,58.6125,58.87325,i'm,Not Found: accent@type,weak,statement,,,,,True
25,sw4329A-ms98-a-0009-103,sw4329A-ms98-a-0009,sw4329.A.acc25.aw101,ms9A_pw80,59.3855,59.5325,we're,Not Found: accent@type,full,statement,,,,,True
27,sw4329A-ms98-a-0009-104,sw4329A-ms98-a-0009,sw4329.A.acc26.aw102,ms9A_pw81,59.5325,59.9425,originally,Not Found: accent@type,full,statement,,,,,True
28,sw4329A-ms98-a-0009-107,sw4329A-ms98-a-0009,sw4329.A.acc27.aw105,ms9A_pw84,60.3425,60.6825,state,Not Found: accent@type,full,statement,,,,,True
29,sw4329A-ms98-a-0009-110,sw4329A-ms98-a-0009,sw4329.A.acc28.aw108,ms9A_pw87,60.8125,60.9925,know,Not Found: accent@type,full,statement,,,,,True
30,sw4329A-ms98-a-0009-116,sw4329A-ms98-a-0009,sw4329.A.acc29.aw114,ms9A_pw93,61.5925,61.97375,from,Not Found: accent@type,full,statement,,,,,True
31,sw4329A-ms98-a-0009-120,sw4329A-ms98-a-0009,sw4329.A.acc30.aw118,ms9A_pw96,62.4525,62.6825,did,Not Found: accent@type,full,statement,,,,,True
32,sw4329A-ms98-a-0009-124,sw4329A-ms98-a-0009,sw4329.A.acc31.aw122,ms9A_pw99,63.132125,63.4825,similar,Not Found: accent@type,full,statement,,,,,True
