,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw2499A-ms98-a-0003-14,sw2499A-ms98-a-0003,sw2499.A.acc1.aw14,ms3A_pw10,5.547875,5.977875,knew,nuclear,full,statement,,,,,True
1,sw2499A-ms98-a-0003-19,sw2499A-ms98-a-0003,sw2499.A.acc2.aw19,ms3A_pw15,6.327875,6.567875,say,plain,full,statement,,,,,True
2,sw2499A-ms98-a-0003-22,sw2499A-ms98-a-0003,sw2499.A.acc3.aw22,ms3A_pw18,6.837875,7.147875,wanted,nuclear,full,statement,,,,,True
3,sw2499A-ms98-a-0003-24,sw2499A-ms98-a-0003,sw2499.A.acc4.aw24,ms3A_pw20,7.227875,7.437875,want,plain,full,statement,,,,,True
4,sw2499A-ms98-a-0003-27,sw2499A-ms98-a-0003,sw2499.A.acc5.aw27,ms3A_pw23,7.627875,7.957875,see,nuclear,full,statement,,,,,True
5,sw2499A-ms98-a-0007-42,sw2499A-ms98-a-0007,sw2499.A.acc6.aw42,ms7A_pw31,23.655625,24.15525,watched,nuclear,full,statement,,,,,True
6,sw2499A-ms98-a-0007-45,sw2499A-ms98-a-0007,sw2499.A.acc7.aw45,ms7A_pw33,25.136,25.76525,Costner,nuclear,full,statement,,,,,True
7,sw2499A-ms98-a-0007-49,sw2499A-ms98-a-0007,sw2499.A.acc8.aw49,ms7A_pw36,26.4025,26.88525,Academy,plain,full,statement,,,,,True
8,sw2499A-ms98-a-0007-50,sw2499A-ms98-a-0007,sw2499.A.acc9.aw50,ms7A_pw37,26.88525,27.44525,Awards,nuclear,full,statement,,,,,True
9,sw2499A-ms98-a-0007-61,sw2499A-ms98-a-0007,sw2499.A.acc10.aw61,ms7A_pw47,29.09525,29.38525,hoping,nuclear,full,statement,,,,,True
10,sw2499A-ms98-a-0007-67,sw2499A-ms98-a-0007,sw2499.A.acc11.aw67,ms7A_pw53,29.95525,30.22525,Best,plain,weak,statement,,,,,True
11,sw2499A-ms98-a-0007-68,sw2499A-ms98-a-0007,sw2499.A.acc12.aw68,ms7A_pw54,30.22525,30.6965,Actor,nuclear,full,statement,,,,,True
12,sw2499A-ms98-a-0007-75,sw2499A-ms98-a-0007,sw2499.A.acc13.aw75,ms7A_pw58,33.80525,33.99525,he,nuclear,full,opinion,,,,,True
13,sw2499A-ms98-a-0007-78,sw2499A-ms98-a-0007,sw2499.A.acc14.aw78,ms7A_pw60,34.26525,34.51525,did,nuclear,full,opinion,,,,,True
14,sw2499A-ms98-a-0007-80,sw2499A-ms98-a-0007,sw2499.A.acc15.aw80,ms7A_pw62,34.72525,34.95525,good,plain,full,opinion,,,,,True
15,sw2499A-ms98-a-0007-82,sw2499A-ms98-a-0007,sw2499.A.acc16.aw82,ms7A_pw64,35.11525,35.32525,that,nuclear,full,opinion,,,,,True
16,sw2499A-ms98-a-0010-99,sw2499A-ms98-a-0010,sw2499.A.acc17.aw99,ms10A_pw73,41.703125,42.153125,several,nuclear,full,statement,,,,,True
17,sw2499A-ms98-a-0010-104,sw2499A-ms98-a-0010,sw2499.A.acc18.aw104,ms10A_pw78,42.533125,42.693125,out,nuclear,full,statement,,,,,True
18,sw2499A-ms98-a-0010-106,sw2499A-ms98-a-0010,sw2499.A.acc19.aw106,ms10A_pw80,42.873125,43.043125,now,plain,weak,statement,,,,,True
19,sw2499A-ms98-a-0010-109,sw2499A-ms98-a-0010,sw2499.A.acc20.aw109,ms10A_pw83,43.213125,43.493125,want,pre-nuclear,full,statement,,,,,True
20,sw2499A-ms98-a-0010-111,sw2499A-ms98-a-0010,sw2499.A.acc21.aw111,ms10A_pw85,43.563125,44.013125,see,nuclear,full,statement,,,,,True
21,sw2499A-ms98-a-0016-139,sw2499A-ms98-a-0016,sw2499.A.acc22.aw139,ms16A_pw98,61.262625,61.592625,well,nuclear,full,statement,,,,,True
22,sw2499A-ms98-a-0016-142,sw2499A-ms98-a-0016,sw2499.A.acc23.aw142,ms16A_pw101,61.822625,62.002625,they,nuclear,full,statement,,,,,True
23,sw2499A-ms98-a-0016-144,sw2499A-ms98-a-0016,sw2499.A.acc24.aw144,ms16A_pw103,62.162625,62.392625,that's,plain,weak,statement,,,,,True
25,sw2499A-ms98-a-0016-150,sw2499A-ms98-a-0016,sw2499.A.acc25.aw150,ms16A_pw109,63.132625,63.682625,Exorcist,nuclear,full,statement,,,,,True
26,sw2499A-ms98-a-0016-158,sw2499A-ms98-a-0016,sw2499.A.acc26.aw158,ms16A_pw117,65.122625,65.272625,have,plain,full,opinion,,,,,True
27,sw2499A-ms98-a-0016-159,sw2499A-ms98-a-0016,sw2499.A.acc27.aw159,ms16A_pw118,65.272625,65.862625,nightmares,nuclear,full,opinion,,,,,True
28,sw2499A-ms98-a-0016-172,sw2499A-ms98-a-0016,sw2499.A.acc28.aw172,ms16A_pw131,68.562625,68.922625,laughed,nuclear,full,statement,,,,,True
29,sw2499A-ms98-a-0016-173,sw2499A-ms98-a-0016,sw2499.A.acc29.aw173,ms16A_pw132,68.922625,69.232625,about,plain,weak,statement,,,,,True
