,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw3798A-ms98-a-0001-4,sw3798A-ms98-a-0001,sw3798.A.acc1.aw4,ms1A_pw2,0.314625,0.55,Michael,Not Found: accent@type,weak,open_q,,,,,True
1,sw3798A-ms98-a-0001-7,sw3798A-ms98-a-0001,sw3798.A.acc2.aw7,ms1A_pw5,0.74,0.85,you,Not Found: accent@type,full,open_q,,,,,True
2,sw3798A-ms98-a-0001-12,sw3798A-ms98-a-0001,sw3798.A.acc3.aw12,ms1A_pw9,2.18,2.54,funding,Not Found: accent@type,full,open_q,,,,,True
3,sw3798A-ms98-a-0001-15,sw3798A-ms98-a-0001,sw3798.A.acc4.aw15,ms1A_pw12,2.96,3.49,research,Not Found: accent@type,full,open_q,,,,,True
4,sw3798A-ms98-a-0012-41,sw3798A-ms98-a-0012,sw3798.A.acc5.aw41,ms12A_pw19,21.272625,21.59475,yeah,Not Found: accent@type,full,backchannel,,,,,True
5,sw3798A-ms98-a-0023-68,sw3798A-ms98-a-0023,sw3798.A.acc6.aw68,ms23A_pw25,47.85125,48.145875,well,Not Found: accent@type,full,statement,,,,,True
6,sw3798A-ms98-a-0023-70,sw3798A-ms98-a-0023,sw3798.A.acc7.aw70,ms23A_pw27,48.304875,48.535875,guess,Not Found: accent@type,full,statement,,,,,True
7,sw3798A-ms98-a-0023-72,sw3798A-ms98-a-0023,sw3798.A.acc8.aw72,ms23A_pw29,48.665875,48.90825,not,Not Found: accent@type,full,statement,,,,,True
8,sw3798A-ms98-a-0023-74,sw3798A-ms98-a-0023,sw3798.A.acc9.aw74,ms23A_pw30,49.239625,49.425875,too,Not Found: accent@type,full,statement,,,,,True
9,sw3798A-ms98-a-0023-75,sw3798A-ms98-a-0023,sw3798.A.acc10.aw75,ms23A_pw31,49.425875,49.915875,aware,Not Found: accent@type,full,statement,,,,,True
10,sw3798A-ms98-a-0023-77,sw3798A-ms98-a-0023,sw3798.A.acc11.aw77,ms23A_pw33,50.015875,50.205875,how,Not Found: accent@type,full,statement,,,,,True
11,sw3798A-ms98-a-0023-80,sw3798A-ms98-a-0023,sw3798.A.acc12.aw80,ms23A_pw36,50.575875,51.065875,spending,Not Found: accent@type,full,statement,,,,,True
12,sw3798A-ms98-a-0023-84,sw3798A-ms98-a-0023,sw3798.A.acc13.aw84,ms23A_pw40,52.03475,52.275875,know,Not Found: accent@type,full,statement,,,,,True
13,sw3798A-ms98-a-0024-87,sw3798A-ms98-a-0024,sw3798.A.acc14.aw87,ms24A_pw41,53.639625,54.108125,yeah,Not Found: accent@type,full,backchannel,,,,,True
14,sw3798A-ms98-a-0026-95,sw3798A-ms98-a-0026,sw3798.A.acc15.aw95,ms26A_pw44,59.198625,59.317875,i,Not Found: accent@type,weak,abandon,,,,,True
15,sw3798A-ms98-a-0026-100,sw3798A-ms98-a-0026,sw3798.A.acc16.aw100,ms26A_pw48,60.208625,60.491125,ahead,Not Found: accent@type,full,directive,,,,,True
16,sw3798A-ms98-a-0028-107,sw3798A-ms98-a-0028,sw3798.A.acc17.aw107,ms28A_pw51,67.249875,67.603375,yeah,Not Found: accent@type,full,backchannel,,,,,True
17,sw3798A-ms98-a-0030-111,sw3798A-ms98-a-0030,sw3798.A.acc18.aw111,ms30A_pw52,78.60625,78.97625,yeah,Not Found: accent@type,full,backchannel,,,,,True
18,sw3798A-ms98-a-0030-113,sw3798A-ms98-a-0030,sw3798.A.acc19.aw113,ms30A_pw53,79.41625,79.76625,yeah,Not Found: accent@type,full,backchannel,,,,,True
19,sw3798A-ms98-a-0030-117,sw3798A-ms98-a-0030,sw3798.A.acc20.aw117,ms30A_pw56,80.602125,80.82625,i-,Not Found: accent@type,full,opinion,,,,,True
20,sw3798A-ms98-a-0030-120,sw3798A-ms98-a-0030,sw3798.A.acc21.aw120,ms30A_pw59,81.13625,81.55625,see,Not Found: accent@type,full,opinion,,,,,True
21,sw3798A-ms98-a-0030-123,sw3798A-ms98-a-0030,sw3798.A.acc22.aw123,ms30A_pw61,82.09625,82.52625,research,Not Found: accent@type,full,opinion,,,,,True
