,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw4033A-ms98-a-0001-4,sw4033A-ms98-a-0001,sw4033.A.acc1.aw4,ms1A_pw2,0.38,0.53,how,Not Found: accent@type,full,wh_q,,,,,True
1,sw4033A-ms98-a-0001-10,sw4033A-ms98-a-0001,sw4033.A.acc2.aw10,ms1A_pw8,1.21,1.34,your,Not Found: accent@type,full,wh_q,,,,,True
2,sw4033A-ms98-a-0001-13,sw4033A-ms98-a-0001,sw4033.A.acc3.aw13,ms1A_pw11,1.93,2.728875,information,Not Found: accent@type,full,wh_q,,,,,True
3,sw4033A-ms98-a-0005-21,sw4033A-ms98-a-0005,sw4033.A.acc4.aw21,ms5A_pw13,19.8155,20.172875,right,Not Found: accent@type,full,backchannel,,,,,True
4,sw4033A-ms98-a-0009-31,sw4033A-ms98-a-0009,sw4033.A.acc5.aw31,ms9A_pw17,27.647375,28.067375,imagine,Not Found: accent@type,full,opinion,,,,,True
5,sw4033A-ms98-a-0009-34,sw4033A-ms98-a-0009,sw4033.A.acc6.aw34,ms9A_pw20,28.307375,28.687375,college,Not Found: accent@type,full,opinion,,,,,True
6,sw4033A-ms98-a-0009-37,sw4033A-ms98-a-0009,sw4033.A.acc7.aw37,ms9A_pw23,28.917375,29.477375,professors,Not Found: accent@type,full,opinion,,,,,True
7,sw4033A-ms98-a-0009-40,sw4033A-ms98-a-0009,sw4033.A.acc8.aw40,ms9A_pw26,29.897375,30.107375,things,Not Found: accent@type,full,opinion,,,,,True
8,sw4033A-ms98-a-0009-43,sw4033A-ms98-a-0009,sw4033.A.acc9.aw43,ms9A_pw29,30.417375,30.587375,up,Not Found: accent@type,weak,opinion,,,,,True
9,sw4033A-ms98-a-0009-47,sw4033A-ms98-a-0009,sw4033.A.acc10.aw47,ms9A_pw33,31.227375,31.481625,on,Not Found: accent@type,full,opinion,,,,,True
10,sw4033A-ms98-a-0011-51,sw4033A-ms98-a-0011,sw4033.A.acc11.aw51,ms11A_pw34,33.692625,34.125375,yeah,Not Found: accent@type,full,backchannel,,,,,True
11,sw4033A-ms98-a-0013-55,sw4033A-ms98-a-0013,sw4033.A.acc12.aw55,ms13A_pw35,39.505,39.855,right,Not Found: accent@type,full,backchannel,,,,,True
12,sw4033A-ms98-a-0013-56,sw4033A-ms98-a-0013,sw4033.A.acc13.aw56,ms13A_pw36,39.855,40.12775,well,Not Found: accent@type,weak,statement,,,,,True
13,sw4033A-ms98-a-0013-57,sw4033A-ms98-a-0013,sw4033.A.acc14.aw57,ms13A_pw37,40.12775,40.2295,i'm,Not Found: accent@type,full,statement,,,,,True
15,sw4033A-ms98-a-0013-59,sw4033A-ms98-a-0013,sw4033.A.acc15.aw59,ms13A_pw39,40.325,40.855,housewife,Not Found: accent@type,full,statement,,,,,True
16,sw4033A-ms98-a-0013-63,sw4033A-ms98-a-0013,sw4033.A.acc16.aw63,ms13A_pw43,41.19625,41.6445,kids,Not Found: accent@type,full,statement,,,,,True
17,sw4033A-ms98-a-0013-69,sw4033A-ms98-a-0013,sw4033.A.acc17.aw69,ms13A_pw47,43.575125,44.01875,i,Not Found: accent@type,full,statement,,,,,True
18,sw4033A-ms98-a-0013-71,sw4033A-ms98-a-0013,sw4033.A.acc18.aw71,ms13A_pw48,44.2975,44.525,get,Not Found: accent@type,full,statement,,,,,True
19,sw4033A-ms98-a-0013-75,sw4033A-ms98-a-0013,sw4033.A.acc19.aw75,ms13A_pw52,44.825,45.405,information,Not Found: accent@type,full,statement,,,,,True
20,sw4033A-ms98-a-0013-76,sw4033A-ms98-a-0013,sw4033.A.acc20.aw76,ms13A_pw53,45.405,45.845,probably,Not Found: accent@type,full,statement,,,,,True
21,sw4033A-ms98-a-0013-80,sw4033A-ms98-a-0013,sw4033.A.acc21.aw80,ms13A_pw57,46.415,46.715,news,Not Found: accent@type,full,statement,,,,,True
22,sw4033A-ms98-a-0013-82,sw4033A-ms98-a-0013,sw4033.A.acc22.aw82,ms13A_pw59,46.835,47.035,six,Not Found: accent@type,full,statement,,,,,True
23,sw4033A-ms98-a-0013-86,sw4033A-ms98-a-0013,sw4033.A.acc23.aw86,ms13A_pw62,48.095,48.365,then,Not Found: accent@type,full,statement,,,,,True
24,sw4033A-ms98-a-0014-90,sw4033A-ms98-a-0014,sw4033.A.acc24.aw90,ms14A_pw64,50.2695,50.6895,talking,Not Found: accent@type,full,statement,,,,,True
25,sw4033A-ms98-a-0014-93,sw4033A-ms98-a-0014,sw4033.A.acc25.aw93,ms14A_pw67,51.436375,51.8295,and,Not Found: accent@type,full,statement,,,,,True
26,sw4033A-ms98-a-0014-95,sw4033A-ms98-a-0014,sw4033.A.acc26.aw95,ms14A_pw69,52.1195,52.3895,hearing,Not Found: accent@type,full,statement,,,,,True
27,sw4033A-ms98-a-0014-98,sw4033A-ms98-a-0014,sw4033.A.acc27.aw98,ms14A_pw72,52.8695,53.26125,on,Not Found: accent@type,full,statement,,,,,True
28,sw4033A-ms98-a-0016-104,sw4033A-ms98-a-0016,sw4033.A.acc28.aw104,ms16A_pw74,57.6165,57.8965,just,Not Found: accent@type,full,statement,,,,,True
