,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw2759A-ms98-a-0001-3,sw2759A-ms98-a-0001,sw2759.A.acc1.aw3,ms1A_pw2,1.06,1.6005,right,Not Found: accent@type,full,other,,,,,True
1,sw2759A-ms98-a-0005-11,sw2759A-ms98-a-0005,sw2759.A.acc2.aw11,ms5A_pw4,6.2285,6.42075,that's,Not Found: accent@type,full,ans_dispref,,,,,True
3,sw2759A-ms98-a-0005-14,sw2759A-ms98-a-0005,sw2759.A.acc3.aw14,ms5A_pw7,6.68075,7.303999999999999,question,Not Found: accent@type,full,ans_dispref,,,,,True
4,sw2759A-ms98-a-0006-20,sw2759A-ms98-a-0006,sw2759.A.acc4.aw20,ms6A_pw11,9.2385,9.4285,had,Not Found: accent@type,full,statement,,,,,True
5,sw2759A-ms98-a-0006-22,sw2759A-ms98-a-0006,sw2759.A.acc5.aw22,ms6A_pw13,9.4985,9.7385,job,Not Found: accent@type,full,statement,,,,,True
6,sw2759A-ms98-a-0006-24,sw2759A-ms98-a-0006,sw2759.A.acc6.aw24,ms6A_pw15,9.7885,9.8985,had,Not Found: accent@type,full,statement,,,,,True
7,sw2759A-ms98-a-0006-29,sw2759A-ms98-a-0006,sw2759.A.acc7.aw29,ms6A_pw20,10.2585,10.5285,blood,Not Found: accent@type,full,statement,,,,,True
8,sw2759A-ms98-a-0007-37,sw2759A-ms98-a-0007,sw2759.A.acc8.aw37,ms7A_pw26,12.60525,12.74525,and,Not Found: accent@type,full,statement,,,,,True
9,sw2759A-ms98-a-0007-41,sw2759A-ms98-a-0007,sw2759.A.acc9.aw41,ms7A_pw30,13.07525,13.34525,full,Not Found: accent@type,full,statement,,,,,True
10,sw2759A-ms98-a-0007-42,sw2759A-ms98-a-0007,sw2759.A.acc10.aw42,ms7A_pw31,13.34525,13.62525,blood,Not Found: accent@type,full,statement,,,,,True
11,sw2759A-ms98-a-0008-47,sw2759A-ms98-a-0008,sw2759.A.acc11.aw47,ms8A_pw33,15.0015,15.262375,on,Not Found: accent@type,full,statement,,,,,True
12,sw2759A-ms98-a-0008-51,sw2759A-ms98-a-0008,sw2759.A.acc12.aw51,ms8A_pw36,16.332375,16.432375,they,Not Found: accent@type,full,statement,,,,,True
13,sw2759A-ms98-a-0008-53,sw2759A-ms98-a-0008,sw2759.A.acc13.aw53,ms8A_pw38,16.642375,16.882375,call,Not Found: accent@type,full,statement,,,,,True
14,sw2759A-ms98-a-0008-56,sw2759A-ms98-a-0008,sw2759.A.acc14.aw56,ms8A_pw41,17.102375,17.362375,drug,Not Found: accent@type,full,statement,,,,,True
15,sw2759A-ms98-a-0008-61,sw2759A-ms98-a-0008,sw2759.A.acc15.aw61,ms8A_pw46,17.982375,18.202375,think,Not Found: accent@type,full,statement,,,,,True
16,sw2759A-ms98-a-0008-63,sw2759A-ms98-a-0008,sw2759.A.acc16.aw63,ms8A_pw48,18.322375,18.632375,checked,Not Found: accent@type,full,statement,,,,,True
17,sw2759A-ms98-a-0008-70,sw2759A-ms98-a-0008,sw2759.A.acc17.aw70,ms8A_pw54,19.572375,19.732375,tell,Not Found: accent@type,full,statement,,,,,True
18,sw2759A-ms98-a-0008-72,sw2759A-ms98-a-0008,sw2759.A.acc18.aw72,ms8A_pw56,19.88575,20.112375,they,Not Found: accent@type,full,statement,,,,,True
19,sw2759A-ms98-a-0017-92,sw2759A-ms98-a-0017,sw2759.A.acc19.aw92,ms17A_pw61,57.9825,58.1325,well,Not Found: accent@type,weak,opinion,,,,,True
20,sw2759A-ms98-a-0017-94,sw2759A-ms98-a-0017,sw2759.A.acc20.aw94,ms17A_pw63,58.2025,58.4125,guess,Not Found: accent@type,full,opinion,,,,,True
21,sw2759A-ms98-a-0017-96,sw2759A-ms98-a-0017,sw2759.A.acc21.aw96,ms17A_pw65,58.5325,58.9525,depends,Not Found: accent@type,full,opinion,,,,,True
22,sw2759A-ms98-a-0017-100,sw2759A-ms98-a-0017,sw2759.A.acc22.aw100,ms17A_pw69,59.3925,59.5525,got,Not Found: accent@type,full,opinion,,,,,True
23,sw2759A-ms98-a-0017-103,sw2759A-ms98-a-0017,sw2759.A.acc23.aw103,ms17A_pw72,59.9725,60.2325,worry,Not Found: accent@type,full,opinion,,,,,True
24,sw2759A-ms98-a-0020-111,sw2759A-ms98-a-0020,sw2759.A.acc24.aw111,ms20A_pw74,66.752,67.122,well,Not Found: accent@type,full,ans_dispref,,,,,True
25,sw2759A-ms98-a-0020-117,sw2759A-ms98-a-0020,sw2759.A.acc25.aw117,ms20A_pw79,68.7375,69.132,come,Not Found: accent@type,full,ans_dispref,,,,,True
26,sw2759A-ms98-a-0020-119,sw2759A-ms98-a-0020,sw2759.A.acc26.aw119,ms20A_pw81,69.322,69.52199999999999,kind,Not Found: accent@type,full,ans_dispref,,,,,True
27,sw2759A-ms98-a-0020-122,sw2759A-ms98-a-0020,sw2759.A.acc27.aw122,ms20A_pw84,69.742,70.182,biased,Not Found: accent@type,full,ans_dispref,,,,,True
28,sw2759A-ms98-a-0020-123,sw2759A-ms98-a-0020,sw2759.A.acc28.aw123,ms20A_pw85,70.182,70.622,opinion,Not Found: accent@type,full,ans_dispref,,,,,True
29,sw2759A-ms98-a-0020-125,sw2759A-ms98-a-0020,sw2759.A.acc29.aw125,ms20A_pw87,70.922,71.152,i'm,Not Found: accent@type,full,ans_dispref,,,,,True
31,sw2759A-ms98-a-0020-129,sw2759A-ms98-a-0020,sw2759.A.acc30.aw129,ms20A_pw90,72.05199999999999,72.672,therapist,Not Found: accent@type,full,ans_dispref,,,,,True
32,sw2759A-ms98-a-0020-132,sw2759A-ms98-a-0020,sw2759.A.acc31.aw132,ms20A_pw93,72.832,73.062,drug,Not Found: accent@type,full,ans_dispref,,,,,True
33,sw2759A-ms98-a-0020-134,sw2759A-ms98-a-0020,sw2759.A.acc32.aw134,ms20A_pw95,73.16199999999999,73.55199999999999,alcohol,Not Found: accent@type,full,ans_dispref,,,,,True
34,sw2759A-ms98-a-0021-139,sw2759A-ms98-a-0021,sw2759.A.acc33.aw139,ms21A_pw98,75.15175,75.28175,i've,Not Found: accent@type,full,statement,,,,,True
36,sw2759A-ms98-a-0021-142,sw2759A-ms98-a-0021,sw2759.A.acc34.aw142,ms21A_pw101,76.18175,76.71175,assistant,Not Found: accent@type,full,statement,,,,,True
37,sw2759A-ms98-a-0022-150,sw2759A-ms98-a-0022,sw2759.A.acc35.aw150,ms22A_pw106,78.92,79.483625,know,Not Found: accent@type,full,statement,,,,,True
38,sw2759A-ms98-a-0022-154,sw2759A-ms98-a-0022,sw2759.A.acc36.aw154,ms22A_pw109,80.48,80.72,kind,Not Found: accent@type,full,statement,,,,,True
39,sw2759A-ms98-a-0022-156,sw2759A-ms98-a-0022,sw2759.A.acc37.aw156,ms22A_pw111,80.8,81.34575,cost,Not Found: accent@type,full,statement,,,,,True
40,sw2759A-ms98-a-0022-157,sw2759A-ms98-a-0022,sw2759.A.acc38.aw157,ms22A_pw112,81.34575,82.01,businesses,Not Found: accent@type,full,statement,,,,,True
41,sw2759A-ms98-a-0022-163,sw2759A-ms98-a-0022,sw2759.A.acc39.aw163,ms22A_pw118,82.95,83.74275,accidents,Not Found: accent@type,full,statement,,,,,True
42,sw2759A-ms98-a-0022-167,sw2759A-ms98-a-0022,sw2759.A.acc40.aw167,ms22A_pw121,84.34,84.88600000000001,job,Not Found: accent@type,full,statement,,,,,True
43,sw2759A-ms98-a-0023-172,sw2759A-ms98-a-0023,sw2759.A.acc41.aw172,ms23A_pw124,86.26425,86.92425,specifically,Not Found: accent@type,full,statement,,,,,True
44,sw2759A-ms98-a-0023-176,sw2759A-ms98-a-0023,sw2759.A.acc42.aw176,ms23A_pw128,87.74425,88.285625,related,Not Found: accent@type,full,statement,,,,,True
45,sw2759A-ms98-a-0023-183,sw2759A-ms98-a-0023,sw2759.A.acc43.aw183,ms23A_pw134,89.33425,89.86425,billions,Not Found: accent@type,full,statement,,,,,True
46,sw2759A-ms98-a-0023-185,sw2759A-ms98-a-0023,sw2759.A.acc44.aw185,ms23A_pw136,89.96425,90.44425,dollars,Not Found: accent@type,full,statement,,,,,True
47,sw2759A-ms98-a-0023-187,sw2759A-ms98-a-0023,sw2759.A.acc45.aw187,ms23A_pw138,90.68425,91.025125,year,Not Found: accent@type,full,statement,,,,,True
48,sw2759A-ms98-a-0024-195,sw2759A-ms98-a-0024,sw2759.A.acc46.aw195,ms24A_pw144,92.85799999999999,93.088,way,Not Found: accent@type,full,statement,,,,,True
49,sw2759A-ms98-a-0024-197,sw2759A-ms98-a-0024,sw2759.A.acc47.aw197,ms24A_pw146,93.238,93.35799999999999,they,Not Found: accent@type,full,statement,,,,,True
50,sw2759A-ms98-a-0024-199,sw2759A-ms98-a-0024,sw2759.A.acc48.aw199,ms24A_pw148,93.52799999999999,93.928,prevent,Not Found: accent@type,full,statement,,,,,True
51,sw2759A-ms98-a-0024-203,sw2759A-ms98-a-0024,sw2759.A.acc49.aw203,ms24A_pw152,94.988,95.07799999999999,you,Not Found: accent@type,full,statement,,,,,True
52,sw2759A-ms98-a-0024-206,sw2759A-ms98-a-0024,sw2759.A.acc50.aw206,ms24A_pw155,95.49799999999999,95.79799999999999,sure,Not Found: accent@type,full,statement,,,,,True
53,sw2759A-ms98-a-0024-210,sw2759A-ms98-a-0024,sw2759.A.acc51.aw210,ms24A_pw158,96.421625,97.088,employees,Not Found: accent@type,full,statement,,,,,True
54,sw2759A-ms98-a-0024-212,sw2759A-ms98-a-0024,sw2759.A.acc52.aw212,ms24A_pw160,97.348,97.57799999999999,drug,Not Found: accent@type,full,statement,,,,,True
55,sw2759A-ms98-a-0024-215,sw2759A-ms98-a-0024,sw2759.A.acc53.aw215,ms24A_pw163,98.088,98.588625,free,Not Found: accent@type,full,statement,,,,,True
56,sw2759A-ms98-a-0025-218,sw2759A-ms98-a-0025,sw2759.A.acc54.aw218,ms25A_pw164,99.61575,99.882625,and,Not Found: accent@type,weak,opinion,,,,,True
57,sw2759A-ms98-a-0025-219,sw2759A-ms98-a-0025,sw2759.A.acc55.aw219,ms25A_pw165,99.882625,100.1575,you,Not Found: accent@type,full,opinion,,,,,True
58,sw2759A-ms98-a-0025-223,sw2759A-ms98-a-0025,sw2759.A.acc56.aw223,ms25A_pw169,100.6175,100.9675,problem,Not Found: accent@type,full,opinion,,,,,True
59,sw2759A-ms98-a-0025-226,sw2759A-ms98-a-0025,sw2759.A.acc57.aw226,ms25A_pw172,101.0875,101.3675,work,Not Found: accent@type,full,opinion,,,,,True
60,sw2759A-ms98-a-0025-232,sw2759A-ms98-a-0025,sw2759.A.acc58.aw232,ms25A_pw177,102.6275,102.9675,people,Not Found: accent@type,full,opinion,,,,,True
61,sw2759A-ms98-a-0026-236,sw2759A-ms98-a-0026,sw2759.A.acc59.aw236,ms26A_pw179,103.8645,104.0345,like,Not Found: accent@type,full,opinion,,,,,True
62,sw2759A-ms98-a-0026-239,sw2759A-ms98-a-0026,sw2759.A.acc60.aw239,ms26A_pw182,104.2545,104.6045,boss,Not Found: accent@type,full,opinion,,,,,True
63,sw2759A-ms98-a-0026-242,sw2759A-ms98-a-0026,sw2759.A.acc61.aw242,ms26A_pw185,104.8245,105.1945,drinking,Not Found: accent@type,full,opinion,,,,,True
64,sw2759A-ms98-a-0026-245,sw2759A-ms98-a-0026,sw2759.A.acc62.aw245,ms26A_pw188,105.5545,106.0145,whatever,Not Found: accent@type,full,opinion,,,,,True
65,sw2759A-ms98-a-0026-247,sw2759A-ms98-a-0026,sw2759.A.acc63.aw247,ms26A_pw190,106.0445,106.2145,mean,Not Found: accent@type,full,opinion,,,,,True
66,sw2759A-ms98-a-0026-254,sw2759A-ms98-a-0026,sw2759.A.acc64.aw254,ms26A_pw197,107.1345,107.6545,work,Not Found: accent@type,full,opinion,,,,,True
67,sw2759A-ms98-a-0026-255,sw2759A-ms98-a-0026,sw2759.A.acc65.aw255,ms26A_pw198,107.6545,108.0845,drunk,Not Found: accent@type,full,opinion,,,,,True
68,sw2759A-ms98-a-0026-257,sw2759A-ms98-a-0026,sw2759.A.acc66.aw257,ms26A_pw200,108.4445,108.5945,get,Not Found: accent@type,full,opinion,,,,,True
69,sw2759A-ms98-a-0026-260,sw2759A-ms98-a-0026,sw2759.A.acc67.aw260,ms26A_pw203,108.7745,109.3345,accident,Not Found: accent@type,full,opinion,,,,,True
70,sw2759A-ms98-a-0026-264,sw2759A-ms98-a-0026,sw2759.A.acc68.aw264,ms26A_pw207,109.9245,110.0745,up,Not Found: accent@type,full,opinion,,,,,True
71,sw2759A-ms98-a-0026-269,sw2759A-ms98-a-0026,sw2759.A.acc69.aw269,ms26A_pw212,110.8945,111.1745,knows,Not Found: accent@type,full,opinion,,,,,True
72,sw2759A-ms98-a-0026-275,sw2759A-ms98-a-0026,sw2759.A.acc70.aw275,ms26A_pw218,112.0245,112.37899999999999,know,Not Found: accent@type,full,statement,,,,,True
73,sw2759A-ms98-a-0026-276,sw2759A-ms98-a-0026,sw2759.A.acc71.aw276,ms26A_pw219,112.37899999999999,112.6245,ends,Not Found: accent@type,full,statement,,,,,True
74,sw2759A-ms98-a-0026-278,sw2759A-ms98-a-0026,sw2759.A.acc72.aw278,ms26A_pw221,112.7545,113.2045,costing,Not Found: accent@type,full,statement,,,,,True
75,sw2759A-ms98-a-0026-280,sw2759A-ms98-a-0026,sw2759.A.acc73.aw280,ms26A_pw223,113.2645,113.751125,company,Not Found: accent@type,full,statement,,,,,True
76,sw2759A-ms98-a-0026-282,sw2759A-ms98-a-0026,sw2759.A.acc74.aw282,ms26A_pw224,114.46675,114.8545,lots,Not Found: accent@type,full,statement,,,,,True
77,sw2759A-ms98-a-0026-284,sw2759A-ms98-a-0026,sw2759.A.acc75.aw284,ms26A_pw226,115.0145,115.2945,lots,Not Found: accent@type,full,statement,,,,,True
78,sw2759A-ms98-a-0028-292,sw2759A-ms98-a-0028,sw2759.A.acc76.aw292,ms28A_pw230,118.277,118.45700000000001,you,Not Found: accent@type,full,abandon,,,,,True
79,sw2759A-ms98-a-0036-312,sw2759A-ms98-a-0036,sw2759.A.acc78.aw312,ms36A_pw236,136.228625,136.632125,true,Not Found: accent@type,weak,agree,,,,,True
80,sw2759A-ms98-a-0042-326,sw2759A-ms98-a-0042,sw2759.A.acc79.aw326,ms42A_pw240,160.172875,160.408375,well,Not Found: accent@type,full,abandon,,,,,True
81,sw2759A-ms98-a-0042-331,sw2759A-ms98-a-0042,sw2759.A.acc80.aw331,ms42A_pw245,161.222875,161.538375,think,Not Found: accent@type,full,opinion,,,,,True
82,sw2759A-ms98-a-0042-332,sw2759A-ms98-a-0042,sw2759.A.acc81.aw332,ms42A_pw246,161.538375,161.718375,one,Not Found: accent@type,full,opinion,,,,,True
83,sw2759A-ms98-a-0042-335,sw2759A-ms98-a-0042,sw2759.A.acc82.aw335,ms42A_pw249,161.858375,162.288375,problems,Not Found: accent@type,full,opinion,,,,,True
84,sw2759A-ms98-a-0042-340,sw2759A-ms98-a-0042,sw2759.A.acc83.aw340,ms42A_pw254,163.136625,164.11675,affects,Not Found: accent@type,full,opinion,,,,,True
85,sw2759A-ms98-a-0042-345,sw2759A-ms98-a-0042,sw2759.A.acc84.aw345,ms42A_pw258,164.908375,165.058375,other,Not Found: accent@type,full,opinion,,,,,True
86,sw2759A-ms98-a-0042-349,sw2759A-ms98-a-0042,sw2759.A.acc85.aw349,ms42A_pw262,165.648375,166.088375,job,Not Found: accent@type,full,opinion,,,,,True
87,sw2759A-ms98-a-0043-354,sw2759A-ms98-a-0043,sw2759.A.acc86.aw354,ms43A_pw265,167.33925,167.60925,else,Not Found: accent@type,full,opinion,,,,,True
88,sw2759A-ms98-a-0043-356,sw2759A-ms98-a-0043,sw2759.A.acc87.aw356,ms43A_pw267,167.72925,168.34625,impaired,Not Found: accent@type,full,opinion,,,,,True
89,sw2759A-ms98-a-0043-358,sw2759A-ms98-a-0043,sw2759.A.acc88.aw358,ms43A_pw268,168.8435,169.35925,because,Not Found: accent@type,full,opinion,,,,,True
90,sw2759A-ms98-a-0043-360,sw2759A-ms98-a-0043,sw2759.A.acc89.aw360,ms43A_pw269,169.65925,170.18925,generally,Not Found: accent@type,full,opinion,,,,,True
91,sw2759A-ms98-a-0043-362,sw2759A-ms98-a-0043,sw2759.A.acc90.aw362,ms43A_pw271,170.30925,170.54925,know,Not Found: accent@type,full,opinion,,,,,True
92,sw2759A-ms98-a-0043-369,sw2759A-ms98-a-0043,sw2759.A.acc91.aw369,ms43A_pw276,172.35925,172.53925,out,Not Found: accent@type,full,opinion,,,,,True
93,sw2759A-ms98-a-0043-370,sw2759A-ms98-a-0043,sw2759.A.acc92.aw370,ms43A_pw277,172.53925,172.72925,one,Not Found: accent@type,full,opinion,,,,,True
94,sw2759A-ms98-a-0043-373,sw2759A-ms98-a-0043,sw2759.A.acc93.aw373,ms43A_pw280,172.96925,173.46900000000002,another,Not Found: accent@type,full,opinion,,,,,True
95,sw2759A-ms98-a-0044-378,sw2759A-ms98-a-0044,sw2759.A.acc94.aw378,ms44A_pw282,174.594875,175.028625,somebody's,Not Found: accent@type,full,opinion,,,,,True
97,sw2759A-ms98-a-0044-381,sw2759A-ms98-a-0044,sw2759.A.acc95.aw381,ms44A_pw285,175.248625,175.648625,problem,Not Found: accent@type,full,opinion,,,,,True
98,sw2759A-ms98-a-0044-384,sw2759A-ms98-a-0044,sw2759.A.acc96.aw384,ms44A_pw288,175.808625,176.30225,job,Not Found: accent@type,full,opinion,,,,,True
99,sw2759A-ms98-a-0045-387,sw2759A-ms98-a-0045,sw2759.A.acc97.aw387,ms45A_pw289,177.379625,177.82475,and,Not Found: accent@type,full,opinion,,,,,True
100,sw2759A-ms98-a-0045-391,sw2759A-ms98-a-0045,sw2759.A.acc98.aw391,ms45A_pw292,178.556125,178.766125,even,Not Found: accent@type,full,opinion,,,,,True
101,sw2759A-ms98-a-0045-393,sw2759A-ms98-a-0045,sw2759.A.acc99.aw393,ms45A_pw294,179.22799999999998,179.636125,like,Not Found: accent@type,full,opinion,,,,,True
102,sw2759A-ms98-a-0045-395,sw2759A-ms98-a-0045,sw2759.A.acc100.aw395,ms45A_pw296,179.716125,179.986125,say,Not Found: accent@type,full,opinion,,,,,True
103,sw2759A-ms98-a-0045-396,sw2759A-ms98-a-0045,sw2759.A.acc101.aw396,ms45A_pw297,179.986125,180.136125,even,Not Found: accent@type,full,opinion,,,,,True
104,sw2759A-ms98-a-0045-399,sw2759A-ms98-a-0045,sw2759.A.acc102.aw399,ms45A_pw300,180.416125,180.586125,just,Not Found: accent@type,full,opinion,,,,,True
105,sw2759A-ms98-a-0045-401,sw2759A-ms98-a-0045,sw2759.A.acc103.aw401,ms45A_pw302,180.706125,181.47975,secretary,Not Found: accent@type,full,opinion,,,,,True
106,sw2759A-ms98-a-0045-406,sw2759A-ms98-a-0045,sw2759.A.acc104.aw406,ms45A_pw305,182.89375,183.476125,work,Not Found: accent@type,full,opinion,,,,,True
107,sw2759A-ms98-a-0045-408,sw2759A-ms98-a-0045,sw2759.A.acc105.aw408,ms45A_pw307,183.840625,184.446125,abilities,Not Found: accent@type,full,opinion,,,,,True
108,sw2759A-ms98-a-0045-410,sw2759A-ms98-a-0045,sw2759.A.acc106.aw410,ms45A_pw309,184.716125,185.276125,affecting,Not Found: accent@type,full,opinion,,,,,True
109,sw2759A-ms98-a-0045-412,sw2759A-ms98-a-0045,sw2759.A.acc107.aw412,ms45A_pw311,185.396125,186.2465,coworkers,Not Found: accent@type,full,opinion,,,,,True
