,break_id,btime,index,phraseTone,boundaryTone,phonword_id,start,end,phonword,binary_break
0,sw2969A.break.1,4.869375,4,None,None,ms3A_pw12,4.229375,4.869375,Kentucky,True
1,sw2969B.break.1,5.9385,4,None,None,ms4B_pw3,5.63325,5.9385,well,True
2,sw2969A.break.2,6.825625,4,None,None,ms4A_pw13,6.095625,6.825625,originally,True
3,sw2969B.break.2,9.194125,3,None,None,ms6B_pw6,9.054125,9.194125,that,True
4,sw2969B.break.3,10.3355,3,None,None,ms6B_pw10,10.064125,10.3355,was,True
5,sw2969B.break.4,11.33675,4,None,None,ms6B_pw11,10.610375,11.33675,gardening,True
6,sw2969B.break.5,12.6545,4,None,None,ms6B_pw14,12.074125,12.6545,care,True
7,sw2969A.break.3,16.78,4,None,None,ms9A_pw22,16.47,16.78,it,True
8,sw2969A.break.4,17.03,X,None,None,ms9A_pw23,16.78,17.03,here,False
9,sw2969A.break.5,17.93,4,None,None,ms9A_pw26,17.5,17.93,minutes,True
10,sw2969A.break.6,18.42,3,None,None,ms9A_pw29,18.33,18.42,i,True
11,sw2969A.break.7,19.49,3,None,None,ms9A_pw33,19.14,19.49,call,True
12,sw2969A.break.8,20.44,4,None,None,ms9A_pw38,20.15,20.44,with,True
13,sw2969A.break.9,24.616,3,None,None,ms10A_pw53,24.176,24.616,doing,True
14,sw2969A.break.10,25.386,4,None,None,ms10A_pw55,24.766,25.386,weekend,True
15,sw2969B.break.6,27.735,3,None,None,ms11B_pw27,27.445,27.735,here,True
16,sw2969B.break.7,28.327875,4,None,None,ms11B_pw28,27.735,28.327875,forever,True
17,sw2969B.break.8,29.106625,2p,None,None,ms11B_pw32,28.945,29.106625,a,False
18,sw2969B.break.9,30.585,3,None,None,ms11B_pw34,30.275,30.585,house,True
19,sw2969B.break.10,32.165,4,None,None,ms11B_pw38,31.305,32.165,unlandscaped,True
20,sw2969B.break.11,32.705,2p,None,None,ms11B_pw42,32.595,32.705,it,False
21,sw2969B.break.12,33.095,2p,None,None,ms11B_pw43,32.705,33.095,was,False
22,sw2969B.break.13,33.955,2p,None,None,ms11B_pw46,33.745,33.955,was,False
23,sw2969B.break.14,35.771375,3,None,None,ms12B_pw50,35.271375,35.771375,shoulder,True
24,sw2969B.break.15,36.821375,4,None,None,ms12B_pw53,36.151375,36.821375,thistles,True
25,sw2969B.break.16,37.961375,4,None,None,ms12B_pw59,37.601375,37.961375,there,True
26,sw2969B.break.17,40.320625,4,None,None,ms12B_pw68,40.061375,40.320625,it,True
27,sw2969B.break.18,43.36525,4,None,None,ms13B_pw76,42.821625,43.36525,out,True
28,sw2969B.break.19,45.095625,3,None,None,ms14B_pw82,44.795625,45.095625,done,True
29,sw2969B.break.20,47.065625,4,None,None,ms14B_pw89,46.615625,47.065625,planted,True
30,sw2969B.break.21,49.175625,4,None,None,ms14B_pw98,48.725625,49.175625,time,True
31,sw2969B.break.22,49.265625,2p,None,None,ms14B_pw99,49.175625,49.265625,and,False
32,sw2969B.break.23,51.554625,4,None,None,ms16B_pw107,51.187125,51.554625,point,True
33,sw2969B.break.24,53.467125,4,None,None,ms16B_pw112,52.987125,53.467125,broke,True
34,sw2969B.break.25,54.237125,3,None,None,ms16B_pw115,54.087125,54.237125,that,True
35,sw2969B.break.26,54.957125,3,None,None,ms16B_pw121,54.707125,54.957125,do,True
36,sw2969B.break.27,57.377125,4,None,None,ms16B_pw134,56.985375,57.377125,year,True
37,sw2969B.break.28,58.12825,2p,None,None,ms17B_pw135,57.68775,58.12825,probably,False
38,sw2969B.break.29,59.494625,4,None,None,ms17B_pw139,59.084625,59.494625,too,True
39,sw2969B.break.30,61.2715,2p,None,None,ms18B_pw141,60.817,61.2715,uh,False
40,sw2969B.break.31,62.661625,2p,None,None,ms19B_pw143,62.411625,62.661625,up,False
41,sw2969B.break.32,64.391625,4,None,None,ms19B_pw151,63.801625,64.391625,[laughter-junipers],True
42,sw2969B.break.33,65.911625,2p,None,None,ms19B_pw156,65.621625,65.911625,uh,False
43,sw2969B.break.34,67.861625,4,None,None,ms19B_pw166,67.361625,67.861625,kids,True
44,sw2969B.break.35,69.051625,4,None,None,ms19B_pw171,68.611625,69.051625,hollies,True
45,sw2969A.break.11,69.673125,X,None,None,ms16A_pw58,69.463125,69.673125,uh,False
46,sw2969A.break.12,70.283125,3,None,None,ms16A_pw61,70.033125,70.283125,kids,True
47,sw2969A.break.13,70.813125,4,None,None,ms16A_pw64,70.503125,70.813125,have,True
48,sw2969B.break.36,73.560125,4,None,None,ms22B_pw180,73.100125,73.560125,apart,True
49,sw2969B.break.37,74.820125,4,None,None,ms22B_pw187,74.470125,74.820125,more,True
50,sw2969A.break.14,81.696375,3,None,None,ms21A_pw80,81.666375,81.696375,a,True
51,sw2969A.break.15,82.43275,2p,None,None,ms21A_pw83,82.306375,82.43275,ol[d]-,False
52,sw2969A.break.16,83.646375,4,None,None,ms21A_pw87,83.276375,83.646375,old,True
53,sw2969A.break.17,84.7285,4,None,None,ms21A_pw92,84.426375,84.7285,old,True
54,sw2969A.break.18,86.198375,3,None,None,ms22A_pw97,85.998375,86.198375,old,True
55,sw2969A.break.19,87.017375,4,None,None,ms22A_pw98,86.198375,87.017375,stepdaughter,True
56,sw2969B.break.38,87.821375,X,None,None,ms28B_pw192,87.538125,87.821375,oh,False
57,sw2969B.break.39,88.18675,X,None,None,ms28B_pw193,87.821375,88.18675,well,False
