,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw3242A-ms98-a-0001-3,sw3242A-ms98-a-0001,sw3242.A.acc1.aw3,ms1A_pw1,0.04,0.46,well,Not Found: accent@type,full,open_q,,,,,True
1,sw3242A-ms98-a-0001-7,sw3242A-ms98-a-0001,sw3242.A.acc2.aw7,ms1A_pw5,1.28,1.47,like,Not Found: accent@type,full,open_q,,,,,True
2,sw3242A-ms98-a-0001-9,sw3242A-ms98-a-0001,sw3242.A.acc3.aw9,ms1A_pw7,1.65,2.14,topic,Not Found: accent@type,full,open_q,,,,,True
3,sw3242A-ms98-a-0003-13,sw3242A-ms98-a-0003,sw3242.A.acc4.aw13,ms3A_pw8,6.397125,6.527125,do,Not Found: accent@type,full,yn_q,,,,,True
4,sw3242A-ms98-a-0003-16,sw3242A-ms98-a-0003,sw3242.A.acc5.aw16,ms3A_pw10,7.137125,7.2895,i,Not Found: accent@type,full,statement,,,,,True
5,sw3242A-ms98-a-0004-22,sw3242A-ms98-a-0004,sw3242.A.acc6.aw22,ms4A_pw13,9.377125,9.5235,i'm,Not Found: accent@type,full,statement,,,,,True
7,sw3242A-ms98-a-0004-24,sw3242A-ms98-a-0004,sw3242.A.acc7.aw24,ms4A_pw15,9.7235,10.2435,opinionated,Not Found: accent@type,full,statement,,,,,True
8,sw3242A-ms98-a-0004-27,sw3242A-ms98-a-0004,sw3242.A.acc8.aw27,ms4A_pw17,10.6435,10.9335,that,Not Found: accent@type,full,statement,,,,,True
9,sw3242A-ms98-a-0004-29,sw3242A-ms98-a-0004,sw3242.A.acc9.aw29,ms4A_pw19,11.0535,11.2735,many,Not Found: accent@type,full,statement,,,,,True
10,sw3242A-ms98-a-0004-31,sw3242A-ms98-a-0004,sw3242.A.acc10.aw31,ms4A_pw21,11.4335,11.7035,things,Not Found: accent@type,full,statement,,,,,True
11,sw3242A-ms98-a-0004-35,sw3242A-ms98-a-0004,sw3242.A.acc11.aw35,ms4A_pw25,12.1435,12.4235,know,Not Found: accent@type,full,statement,,,,,True
12,sw3242A-ms98-a-0005-38,sw3242A-ms98-a-0005,sw3242.A.acc12.aw38,ms5A_pw26,13.103,13.343,i,Not Found: accent@type,full,statement,,,,,True
13,sw3242A-ms98-a-0005-39,sw3242A-ms98-a-0005,sw3242.A.acc13.aw39,ms5A_pw27,13.343,13.673,agree,Not Found: accent@type,full,statement,,,,,True
14,sw3242A-ms98-a-0005-43,sw3242A-ms98-a-0005,sw3242.A.acc14.aw43,ms5A_pw31,14.073,14.463,think,Not Found: accent@type,full,opinion,,,,,True
15,sw3242A-ms98-a-0005-46,sw3242A-ms98-a-0005,sw3242.A.acc15.aw46,ms5A_pw34,14.863,15.043,think,Not Found: accent@type,full,opinion,,,,,True
16,sw3242A-ms98-a-0005-48,sw3242A-ms98-a-0005,sw3242.A.acc16.aw48,ms5A_pw36,15.113,15.433,company,Not Found: accent@type,full,opinion,,,,,True
17,sw3242A-ms98-a-0005-53,sw3242A-ms98-a-0005,sw3242.A.acc17.aw53,ms5A_pw41,16.083,16.486875,test,Not Found: accent@type,full,opinion,,,,,True
18,sw3242A-ms98-a-0005-59,sw3242A-ms98-a-0005,sw3242.A.acc18.aw59,ms5A_pw44,17.808875,18.147875,any,Not Found: accent@type,full,opinion,,,,,True
19,sw3242A-ms98-a-0005-60,sw3242A-ms98-a-0005,sw3242.A.acc19.aw60,ms5A_pw45,18.147875,18.886125,employee,Not Found: accent@type,full,opinion,,,,,True
20,sw3242A-ms98-a-0005-62,sw3242A-ms98-a-0005,sw3242.A.acc20.aw62,ms5A_pw46,19.886,20.373,anytime,Not Found: accent@type,full,opinion,,,,,True
22,sw3242A-ms98-a-0005-65,sw3242A-ms98-a-0005,sw3242.A.acc21.aw65,ms5A_pw49,20.693,21.253,fit,Not Found: accent@type,full,opinion,,,,,True
23,sw3242A-ms98-a-0006-77,sw3242A-ms98-a-0006,sw3242.A.acc22.aw77,ms6A_pw58,23.68875,24.04875,place,Not Found: accent@type,full,opinion,,,,,True
24,sw3242A-ms98-a-0006-79,sw3242A-ms98-a-0006,sw3242.A.acc23.aw79,ms6A_pw60,24.17875,24.34875,our,Not Found: accent@type,weak,opinion,,,,,True
25,sw3242A-ms98-a-0006-82,sw3242A-ms98-a-0006,sw3242.A.acc24.aw82,ms6A_pw62,24.69875,25.24875,environment,Not Found: accent@type,full,opinion,,,,,True
26,sw3242A-ms98-a-0006-83,sw3242A-ms98-a-0006,sw3242.A.acc25.aw83,ms6A_pw63,25.24875,25.35875,you,Not Found: accent@type,full,opinion,,,,,True
27,sw3242A-ms98-a-0006-87,sw3242A-ms98-a-0006,sw3242.A.acc26.aw87,ms6A_pw67,25.56875,25.82875,work,Not Found: accent@type,full,opinion,,,,,True
28,sw3242A-ms98-a-0008-91,sw3242A-ms98-a-0008,sw3242.A.acc27.aw91,ms8A_pw68,27.58,28.16,force,Not Found: accent@type,full,opinion,,,,,True
29,sw3242A-ms98-a-0008-93,sw3242A-ms98-a-0008,sw3242.A.acc28.aw93,ms8A_pw70,28.58,29.1,drugs,Not Found: accent@type,full,opinion,,,,,True
30,sw3242A-ms98-a-0008-96,sw3242A-ms98-a-0008,sw3242.A.acc29.aw96,ms8A_pw72,29.5,29.96,alcohol,Not Found: accent@type,full,opinion,,,,,True
