,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw4096A-ms98-a-0001-4,sw4096A-ms98-a-0001,sw4096.A.acc1.aw4,ms1A_pw2,0.711875,1.05,Ann,Not Found: accent@type,full,open,,,,,True
1,sw4096A-ms98-a-0003-12,sw4096A-ms98-a-0003,sw4096.A.acc2.aw12,ms3A_pw6,4.4715,5.0115,day,Not Found: accent@type,full,statement,,,,,True
2,sw4096A-ms98-a-0004-18,sw4096A-ms98-a-0004,sw4096.A.acc3.aw18,ms4A_pw10,6.40325,7.06325,conference,Not Found: accent@type,full,statement,,,,,True
3,sw4096A-ms98-a-0004-23,sw4096A-ms98-a-0004,sw4096.A.acc4.aw23,ms4A_pw15,7.85325,8.50325,University,Not Found: accent@type,full,statement,,,,,True
4,sw4096A-ms98-a-0004-25,sw4096A-ms98-a-0004,sw4096.A.acc5.aw25,ms4A_pw17,8.81325,9.56325,recycling,Not Found: accent@type,full,statement,,,,,True
5,sw4096A-ms98-a-0006-34,sw4096A-ms98-a-0006,sw4096.A.acc6.aw34,ms6A_pw22,13.1525,13.5425,kind,Not Found: accent@type,full,statement,,,,,True
6,sw4096A-ms98-a-0006-37,sw4096A-ms98-a-0006,sw4096.A.acc7.aw37,ms6A_pw24,13.8025,14.3625,interested,Not Found: accent@type,full,statement,,,,,True
7,sw4096A-ms98-a-0006-39,sw4096A-ms98-a-0006,sw4096.A.acc8.aw39,ms6A_pw26,14.4425,14.8225,hear,Not Found: accent@type,full,statement,,,,,True
8,sw4096A-ms98-a-0006-44,sw4096A-ms98-a-0006,sw4096.A.acc9.aw44,ms6A_pw31,15.5025,15.8525,people,Not Found: accent@type,full,statement,,,,,True
9,sw4096A-ms98-a-0006-47,sw4096A-ms98-a-0006,sw4096.A.acc10.aw47,ms6A_pw34,16.1625,16.7625,EPA,Not Found: accent@type,full,statement,,,,,True
12,sw4096A-ms98-a-0006-49,sw4096A-ms98-a-0006,sw4096.A.acc11.aw49,ms6A_pw36,16.9325,17.1425,lots,Not Found: accent@type,full,statement,,,,,True
13,sw4096A-ms98-a-0006-53,sw4096A-ms98-a-0006,sw4096.A.acc12.aw53,ms6A_pw39,17.6925,18.3325,places,Not Found: accent@type,full,statement,,,,,True
14,sw4096A-ms98-a-0008-60,sw4096A-ms98-a-0008,sw4096.A.acc13.aw60,ms8A_pw42,21.913375,22.51275,they,Not Found: accent@type,full,statement,,,,,True
15,sw4096A-ms98-a-0009-65,sw4096A-ms98-a-0009,sw4096.A.acc14.aw65,ms9A_pw44,24.28175,24.826125,basically,Not Found: accent@type,full,statement,,,,,True
16,sw4096A-ms98-a-0009-66,sw4096A-ms98-a-0009,sw4096.A.acc15.aw66,ms9A_pw45,24.826125,25.316125,decided,Not Found: accent@type,full,statement,,,,,True
17,sw4096A-ms98-a-0009-69,sw4096A-ms98-a-0009,sw4096.A.acc16.aw69,ms9A_pw47,25.656125,25.986125,there,Not Found: accent@type,full,statement,,,,,True
18,sw4096A-ms98-a-0009-76,sw4096A-ms98-a-0009,sw4096.A.acc17.aw76,ms9A_pw54,27.056125,27.496125,problem,Not Found: accent@type,full,statement,,,,,True
19,sw4096A-ms98-a-0009-81,sw4096A-ms98-a-0009,sw4096.A.acc18.aw81,ms9A_pw59,28.256125,28.626125,years,Not Found: accent@type,full,statement,,,,,True
20,sw4096A-ms98-a-0009-84,sw4096A-ms98-a-0009,sw4096.A.acc19.aw84,ms9A_pw62,29.176125,29.726125,waste,Not Found: accent@type,full,statement,,,,,True
21,sw4096A-ms98-a-0011-89,sw4096A-ms98-a-0011,sw4096.A.acc20.aw89,ms11A_pw63,35.148625,35.462375,well,Not Found: accent@type,full,agree,,,,,True
22,sw4096A-ms98-a-0011-91,sw4096A-ms98-a-0011,sw4096.A.acc21.aw91,ms11A_pw65,35.642375,35.862375,not,Not Found: accent@type,full,agree,,,,,True
