,break_id,btime,index,phraseTone,boundaryTone,phonword_id,start,end,phonword,binary_break
0,sw4155A.break.2,1.184625,X,None,None,ms1A_pw1,0.7170000000000001,1.184625,um,False
1,sw4155A.break.3,1.685375,1,None,None,ms2A_pw2,1.545375,1.685375,what's,False
2,sw4155A.break.4,1.778,1,None,None,ms2A_pw3,1.685375,1.778,our,False
3,sw4155A.break.5,2.306375,4,None,None,ms2A_pw4,1.778,2.306375,topic,True
4,sw4155B.break.2,3.675875,4,L,L,ms3B_pw1,2.982875,3.675875,taxes,True
5,sw4155B.break.3,3.775875,1,None,None,ms3B_pw2,3.675875,3.775875,do,False
6,sw4155A.break.6,3.790125,4,None,None,ms3A_pw5,3.3385,3.790125,taxes,True
7,sw4155B.break.4,3.885875,1,None,None,ms3B_pw3,3.775875,3.885875,we,False
8,sw4155B.break.5,4.073875,1,None,None,ms3B_pw4,3.885875,4.073875,pay,False
9,sw4155B.break.6,4.185875,1,None,None,ms3B_pw5,4.073875,4.185875,too,False
10,sw4155B.break.7,4.564625,4,None,None,ms3B_pw6,4.185875,4.564625,much,True
11,sw4155A.break.7,5.236625,4,None,None,ms4A_pw6,4.839375,5.236625,right,True
12,sw4155A.break.8,6.497999999999999,X,None,None,ms4A_pw7,5.962875,6.497999999999999,um,False
13,sw4155B.break.9,8.46125,4,None,None,ms5B_pw7,8.100875,8.46125,well,True
14,sw4155B.break.10,8.72825,1,None,None,ms5B_pw8,8.620625,8.72825,do,False
15,sw4155B.break.11,8.987625,4,None,None,ms5B_pw9,8.72825,8.987625,we,True
16,sw4155A.break.11,9.937375,1,None,None,ms6A_pw8,9.677375,9.937375,what,False
17,sw4155A.break.12,10.017375,0,None,None,ms6A_pw9,9.937375,10.017375,do,False
18,sw4155A.break.13,10.097375,1,None,None,ms6A_pw10,10.017375,10.097375,you,False
19,sw4155A.break.14,10.38925,4,None,None,ms6A_pw11,10.097375,10.38925,do,True
20,sw4155B.break.12,11.660875,X,None,None,ms7B_pw10,11.237875,11.660875,um,False
21,sw4155A.break.15,12.28975,1,None,None,ms8A_pw12,12.198875,12.28975,i,False
22,sw4155A.break.16,12.49975,1,None,None,ms8A_pw13,12.28975,12.49975,guess,False
23,sw4155A.break.17,12.730375,2p,None,None,ms8A_pw14,12.49975,12.730375,that,False
24,sw4155A.break.18,12.82975,1,None,None,ms8A_pw15,12.730375,12.82975,i,False
25,sw4155A.break.19,12.99975,1,None,None,ms8A_pw16,12.82975,12.99975,mean,False
26,sw4155A.break.20,13.10975,1,None,None,ms8A_pw17,12.99975,13.10975,it,False
27,sw4155A.break.21,13.22975,1,None,None,ms8A_pw18,13.10975,13.22975,all,False
