,break_id,btime,index,phraseTone,boundaryTone,phonword_id,start,end,phonword,binary_break
0,sw2285A.break.1,1.208375,X,None,None,ms2A_pw2,0.817625,1.208375,well,False
1,sw2285A.break.2,3.177,4,None,None,ms2A_pw8,2.613875,3.177,crime,True
2,sw2285A.break.3,5.623875,3,None,None,ms2A_pw12,4.843875,5.623875,children,True
3,sw2285A.break.4,7.613875,3,None,None,ms2A_pw19,7.143875,7.613875,TV's,True
4,sw2285A.break.5,7.833875,2p,None,None,ms2A_pw20,7.613875,7.833875,from,False
5,sw2285A.break.6,8.2975,X,None,None,ms2A_pw22,7.983875,8.2975,know,False
6,sw2285A.break.7,9.663875,3,None,None,ms2A_pw24,8.943875,9.663875,Washington,True
7,sw2285A.break.8,10.6865,4,None,None,ms2A_pw27,10.043625,10.6865,York,True
8,sw2285A.break.9,13.56125,2p,None,None,ms3A_pw32,13.33125,13.56125,the,False
9,sw2285A.break.10,14.542375,4,None,None,ms3A_pw34,14.17125,14.542375,want,True
10,sw2285A.break.11,15.95775,2p,None,None,ms3A_pw37,15.56125,15.95775,is,False
11,sw2285A.break.12,17.65125,3,None,None,ms3A_pw41,17.12125,17.65125,crime,True
12,sw2285A.break.13,18.425875,4,None,None,ms3A_pw44,17.95125,18.425875,something,True
13,sw2285A.break.14,21.71325,3,None,None,ms4A_pw53,21.35325,21.71325,about,True
14,sw2285A.break.15,22.369125,4,None,None,ms4A_pw56,21.97325,22.369125,have,True
15,sw2285A.break.16,22.64325,X,None,None,ms4A_pw58,22.50325,22.64325,know,False
16,sw2285A.break.17,23.531,3,None,None,ms4A_pw59,22.64325,23.531,concerns,True
17,sw2285A.break.18,23.88075,2p,None,None,ms4A_pw60,23.531,23.88075,and,False
18,sw2285A.break.19,25.873625,4,None,None,ms4A_pw65,25.13325,25.873625,ideas,True
19,sw2285A.break.20,26.597125,2p,None,None,ms4A_pw67,26.31325,26.597125,um,False
20,sw2285A.break.21,29.019625,4,None,None,ms5A_pw71,28.700125,29.019625,it,True
21,sw2285A.break.22,29.900125,2p,None,None,ms5A_pw75,29.430125,29.900125,don't,False
22,sw2285A.break.23,30.604125,2p,None,None,ms5A_pw79,30.462,30.604125,uh,False
23,sw2285A.break.24,31.532625,3,None,None,ms5A_pw80,30.78875,31.532625,ideally,True
24,sw2285A.break.25,31.850125,X,None,None,ms5A_pw82,31.720125,31.850125,know,False
25,sw2285A.break.26,32.67425,4,None,None,ms5A_pw85,32.190125,32.67425,money,True
26,sw2285A.break.27,33.740125,3,None,None,ms5A_pw88,33.150125,33.740125,everything,True
27,sw2285A.break.28,34.132375,X,None,None,ms5A_pw89,33.740125,34.132375,so,False
28,sw2285A.break.29,36.050125,3,None,None,ms5A_pw92,35.740125,36.050125,thing,True
29,sw2285A.break.30,36.25525,2p,None,None,ms5A_pw93,36.050125,36.25525,that,False
30,sw2285A.break.31,38.0035,2p,None,None,ms6A_pw94,37.313375,38.0035,that's,False
31,sw2285A.break.32,39.527625,4,None,None,ms6A_pw100,38.93225,39.527625,crime,True
32,sw2285A.break.33,40.68225,3,None,None,ms6A_pw105,40.58225,40.68225,it,True
33,sw2285A.break.34,42.31525,4,None,None,ms6A_pw110,41.56225,42.31525,money,True
34,sw2285B.break.1,46.29675,4,None,None,ms6B_pw12,45.77675,46.29675,Antonio,True
35,sw2285B.break.2,48.18875,4,None,None,ms6B_pw18,47.56675,48.18875,Antonio,True
36,sw2285B.break.3,49.400875,3,None,None,ms6B_pw24,49.04675,49.400875,very,True
37,sw2285B.break.4,50.162375,4,None,None,ms6B_pw25,49.585375,50.162375,large,True
38,sw2285B.break.5,50.41675,2p,None,None,ms6B_pw26,50.162375,50.41675,uh,False
39,sw2285B.break.6,51.223125,3,None,None,ms6B_pw28,50.874875,51.223125,and,True
40,sw2285B.break.7,52.389625,4,None,None,ms6B_pw30,51.92675,52.389625,growing,True
41,sw2285B.break.8,53.5235,3,None,None,ms7B_pw32,53.2235,53.5235,has,True
42,sw2285B.break.9,55.398125,4,None,None,ms7B_pw37,54.3635,55.398125,population,True
43,sw2285B.break.10,55.9335,X,None,None,ms7B_pw38,55.553875,55.9335,um,False
44,sw2285B.break.11,57.640625,4,None,None,ms7B_pw44,56.9535,57.640625,military,True
45,sw2285B.break.12,59.523999999999994,4,None,None,ms7B_pw49,59.2235,59.523999999999994,there,True
