,break_id,btime,index,phraseTone,boundaryTone,phonword_id,start,end,phonword,binary_break
0,sw4096A.break.2,0.711875,1,None,None,ms1A_pw1,0.4,0.711875,hello,False
1,sw4096A.break.3,1.05,4,None,None,ms1A_pw2,0.711875,1.05,Ann,True
2,sw4096B.break.2,1.68,4,H,H,ms1B_pw1,1.251375,1.68,hello,True
3,sw4096B.break.3,2.226125,4,None,None,ms1B_pw2,1.68,2.226125,Chuck,True
4,sw4096A.break.4,3.8015,X,None,None,ms3A_pw3,3.3515,3.8015,um,False
5,sw4096A.break.5,4.3315,0,None,None,ms3A_pw4,4.2215,4.3315,the,False
6,sw4096A.break.6,4.4715,1,None,None,ms3A_pw5,4.3315,4.4715,other,False
7,sw4096A.break.7,5.0115,4,None,None,ms3A_pw6,4.4715,5.0115,day,True
8,sw4096A.break.8,5.94325,1,None,None,ms4A_pw7,5.83325,5.94325,i,False
9,sw4096A.break.9,6.40325,1-,None,None,ms4A_pw9,6.33325,6.40325,a,False
10,sw4096A.break.10,7.06325,1,None,None,ms4A_pw10,6.40325,7.06325,conference,False
11,sw4096A.break.11,7.06325,4,L,L,ms4A_pw10,6.40325,7.06325,conference,True
12,sw4096A.break.12,7.21325,0,None,None,ms4A_pw11,7.06325,7.21325,here,False
13,sw4096A.break.13,7.28325,1,None,None,ms4A_pw12,7.21325,7.28325,at,False
14,sw4096A.break.14,7.59325,1,None,None,ms4A_pw13,7.28325,7.59325,Utah,False
15,sw4096A.break.15,7.85325,1,None,None,ms4A_pw14,7.59325,7.85325,State,False
16,sw4096A.break.16,8.50325,1,None,None,ms4A_pw15,7.85325,8.50325,University,False
17,sw4096A.break.17,8.81325,4,H,L,ms4A_pw16,8.50325,8.81325,on,True
18,sw4096A.break.18,9.56325,4,None,None,ms4A_pw17,8.81325,9.56325,recycling,True
19,sw4096B.break.4,10.7925,X,None,None,ms3B_pw3,10.352,10.7925,um-hum,False
20,sw4096A.break.19,11.6005,2p,None,None,ms5A_pw18,11.09475,11.6005,and,False
21,sw4096A.break.20,11.89625,X,None,None,ms5A_pw19,11.6005,11.89625,uh,False
22,sw4096A.break.21,12.9425,1,None,None,ms6A_pw20,12.8125,12.9425,i,False
23,sw4096A.break.22,13.1525,1,None,None,ms6A_pw21,12.9425,13.1525,was,False
24,sw4096A.break.23,13.5425,1-,None,None,ms6A_pw22,13.1525,13.5425,kind,False
25,sw4096A.break.24,13.6525,2p,None,None,ms6A_pw23,13.5425,13.6525,of,False
26,sw4096A.break.25,14.3625,4-,L,L,ms6A_pw24,13.8025,14.3625,interested,True
27,sw4096A.break.26,14.4425,1,None,None,ms6A_pw25,14.3625,14.4425,to,False
28,sw4096A.break.27,14.8225,4,L,H,ms6A_pw26,14.4425,14.8225,hear,True
29,sw4096A.break.28,15.0225,0,None,None,ms6A_pw27,14.8225,15.0225,because_1,False
30,sw4096A.break.29,15.1625,1,None,None,ms6A_pw28,15.0225,15.1625,they,False
31,sw4096A.break.30,15.3525,1-,None,None,ms6A_pw29,15.1625,15.3525,had,False
32,sw4096A.break.31,15.5025,1,None,None,ms6A_pw30,15.3525,15.5025,some,False
33,sw4096A.break.32,15.8525,1,None,None,ms6A_pw31,15.5025,15.8525,people,False
34,sw4096A.break.33,16.1025,1,None,None,ms6A_pw32,15.8525,16.1025,from,False
35,sw4096A.break.34,16.1625,1,None,None,ms6A_pw33,16.1025,16.1625,the,False
36,sw4096A.break.35,16.7625,4,L,H,ms6A_pw34,16.1625,16.7625,EPA,True
37,sw4096A.break.36,16.9325,1,None,None,ms6A_pw35,16.7625,16.9325,and,False
38,sw4096A.break.37,17.1425,0,None,None,ms6A_pw36,16.9325,17.1425,lots,False
39,sw4096A.break.38,17.2025,0,None,None,ms6A_pw37,17.1425,17.2025,of,False
40,sw4096A.break.39,17.5725,2p,None,None,ms6A_pw38,17.2025,17.5725,different,False
41,sw4096A.break.40,18.3325,4,None,None,ms6A_pw39,17.6925,18.3325,places,True
42,sw4096B.break.5,18.89075,X,None,None,ms5B_pw4,18.429875,18.89075,um-hum,False
43,sw4096A.break.41,20.11775,2p,None,None,ms7A_pw40,19.55775,20.11775,and,False
44,sw4096A.break.42,20.42775,X,None,None,ms7A_pw41,20.11775,20.42775,uh,False
45,sw4096A.break.43,22.51275,3p,None,None,ms8A_pw42,21.913375,22.51275,they,True
46,sw4096A.break.44,23.59125,1p,None,None,ms9A_pw43,23.308125,23.59125,had,False
47,sw4096A.break.45,24.826125,2,None,None,ms9A_pw44,24.28175,24.826125,basically,False
48,sw4096A.break.46,25.316125,1,None,None,ms9A_pw45,24.826125,25.316125,decided,False
49,sw4096A.break.47,25.486125,4,None,None,ms9A_pw46,25.316125,25.486125,that,True
50,sw4096A.break.48,25.986125,1,None,None,ms9A_pw47,25.656125,25.986125,there,False
51,sw4096A.break.49,26.176125,4-,L,H,ms9A_pw48,25.986125,26.176125,is,True
52,sw4096A.break.50,26.426125,1,None,None,ms9A_pw49,26.176125,26.426125,going,False
53,sw4096A.break.51,26.556125,1,None,None,ms9A_pw50,26.426125,26.556125,to,False
54,sw4096A.break.52,26.796125,3-,L,None,ms9A_pw51,26.556125,26.796125,be,True
55,sw4096A.break.53,26.796125,1,None,None,ms9A_pw51,26.556125,26.796125,be,False
56,sw4096A.break.54,27.056125,1,None,None,ms9A_pw53,26.846125,27.056125,real,False
57,sw4096A.break.55,27.496125,1,None,None,ms9A_pw54,27.056125,27.496125,problem,False
58,sw4096A.break.56,27.676125,3,L,None,ms9A_pw55,27.496125,27.676125,here,True
59,sw4096A.break.57,27.956125,1-,None,None,ms9A_pw56,27.676125,27.956125,within,False
60,sw4096A.break.58,28.016125,1,None,None,ms9A_pw57,27.956125,28.016125,a,False
61,sw4096A.break.59,28.256125,1,None,None,ms9A_pw58,28.016125,28.256125,few,False
62,sw4096A.break.60,28.626125,4,L,H,ms9A_pw59,28.256125,28.626125,years,True
63,sw4096A.break.61,28.816125,1,None,None,ms9A_pw60,28.626125,28.816125,on,False
64,sw4096A.break.62,29.176125,1,None,None,ms9A_pw61,28.816125,29.176125,solid,False
65,sw4096A.break.63,29.726125,4,None,None,ms9A_pw62,29.176125,29.726125,waste,True
66,sw4096B.break.6,31.758625,X,None,X,ms7B_pw5,31.223375,31.758625,um,False
67,sw4096B.break.7,31.875625,1,None,None,ms7B_pw6,31.758625,31.875625,i,False
68,sw4096B.break.8,32.105625,1,None,None,ms7B_pw7,31.875625,32.105625,didn't,False
69,sw4096B.break.9,32.295625,1,None,None,ms7B_pw8,32.105625,32.295625,think,False
70,sw4096B.break.10,32.495625,1,None,None,ms7B_pw9,32.295625,32.495625,that,False
71,sw4096B.break.11,32.695625,1-,None,None,ms7B_pw10,32.495625,32.695625,was,False
72,sw4096B.break.12,32.785625,1,None,None,ms7B_pw11,32.695625,32.785625,a,False
73,sw4096B.break.13,33.025625,1,None,None,ms7B_pw12,32.785625,33.025625,new,False
74,sw4096B.break.14,34.10175,4,None,None,ms7B_pw13,33.025625,34.10175,revelation,True
75,sw4096A.break.65,35.462375,4,H,L,ms11A_pw63,35.148625,35.462375,well,True
76,sw4096A.break.66,35.642375,1,None,None,ms11A_pw64,35.462375,35.642375,it's,False
77,sw4096A.break.67,35.862375,1,None,None,ms11A_pw65,35.642375,35.862375,not,False
78,sw4096A.break.68,36.022375,1,None,None,ms11A_pw66,35.862375,36.022375,too,False
79,sw4096A.break.69,36.022375,4,L,L,ms11A_pw66,35.862375,36.022375,too,True
80,sw4096B.break.15,37.328,4,None,None,ms9B_pw14,36.588,37.328,right,True
