,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw3219A-ms98-a-0001-2,sw3219A-ms98-a-0001,sw3219.A.acc1.aw2,ms1A_pw1,0.00775,0.294125,okay,Not Found: accent@type,full,other,,,,,True
1,sw3219A-ms98-a-0001-3,sw3219A-ms98-a-0001,sw3219.A.acc2.aw3,ms1A_pw2,0.294125,0.455,why,Not Found: accent@type,full,directive,,,,,True
2,sw3219A-ms98-a-0001-5,sw3219A-ms98-a-0001,sw3219.A.acc3.aw5,ms1A_pw4,0.62,0.77,you,Not Found: accent@type,full,directive,,,,,True
3,sw3219A-ms98-a-0001-8,sw3219A-ms98-a-0001,sw3219.A.acc4.aw8,ms1A_pw7,1.25,1.45,you,Not Found: accent@type,full,opinion,,,,,True
4,sw3219A-ms98-a-0001-12,sw3219A-ms98-a-0001,sw3219.A.acc5.aw12,ms1A_pw11,2.01,2.3,job,Not Found: accent@type,full,opinion,,,,,True
5,sw3219A-ms98-a-0001-16,sw3219A-ms98-a-0001,sw3219.A.acc6.aw16,ms1A_pw15,2.62,2.91375,get,Not Found: accent@type,full,opinion,,,,,True
6,sw3219A-ms98-a-0001-19,sw3219A-ms98-a-0001,sw3219.A.acc7.aw19,ms1A_pw18,3.31,3.694,soon,Not Found: accent@type,full,opinion,,,,,True
7,sw3219A-ms98-a-0002-24,sw3219A-ms98-a-0002,sw3219.A.acc8.aw24,ms2A_pw21,5.643375,6.016625,are,Not Found: accent@type,full,sum,,,,,True
8,sw3219A-ms98-a-0003-28,sw3219A-ms98-a-0003,sw3219.A.acc9.aw28,ms3A_pw23,7.789625,8.349625,wonderful,Not Found: accent@type,full,apprec,,,,,True
9,sw3219A-ms98-a-0003-30,sw3219A-ms98-a-0003,sw3219.A.acc10.aw30,ms3A_pw25,8.459625,8.599625,how,Not Found: accent@type,full,wh_q,,,,,True
10,sw3219A-ms98-a-0003-35,sw3219A-ms98-a-0003,sw3219.A.acc11.aw35,ms3A_pw30,9.229625,9.729625,[laughter-work],Not Found: accent@type,full,wh_q,,,,,True
11,sw3219A-ms98-a-0010-51,sw3219A-ms98-a-0010,sw3219.A.acc12.aw51,ms10A_pw35,44.247625,44.3675,you,Not Found: accent@type,full,yn_decl_q,,,,,True
13,sw3219A-ms98-a-0010-54,sw3219A-ms98-a-0010,sw3219.A.acc13.aw54,ms10A_pw38,44.5275,44.8615,church,Not Found: accent@type,full,yn_decl_q,,,,,True
14,sw3219A-ms98-a-0010-55,sw3219A-ms98-a-0010,sw3219.A.acc14.aw55,ms10A_pw39,44.8615,45.355625,there,Not Found: accent@type,full,yn_decl_q,,,,,True
15,sw3219A-ms98-a-0011-61,sw3219A-ms98-a-0011,sw3219.A.acc15.aw61,ms11A_pw42,47.013000000000005,47.213,i'm,Not Found: accent@type,full,statement,,,,,True
17,sw3219A-ms98-a-0011-65,sw3219A-ms98-a-0011,sw3219.A.acc16.aw65,ms11A_pw46,47.823,48.013000000000005,my,Not Found: accent@type,full,statement,,,,,True
18,sw3219A-ms98-a-0011-75,sw3219A-ms98-a-0011,sw3219.A.acc17.aw75,ms11A_pw56,49.843,50.511375,preschool,Not Found: accent@type,full,statement,,,,,True
19,sw3219A-ms98-a-0011-80,sw3219A-ms98-a-0011,sw3219.A.acc18.aw80,ms11A_pw60,51.553000000000004,51.733000000000004,me,Not Found: accent@type,full,statement,,,,,True
20,sw3219A-ms98-a-0011-85,sw3219A-ms98-a-0011,sw3219.A.acc19.aw85,ms11A_pw65,52.593,52.973,terribly,Not Found: accent@type,full,statement,,,,,True
21,sw3219A-ms98-a-0011-88,sw3219A-ms98-a-0011,sw3219.A.acc20.aw88,ms11A_pw68,53.773,53.973,these,Not Found: accent@type,full,statement,,,,,True
22,sw3219A-ms98-a-0011-90,sw3219A-ms98-a-0011,sw3219.A.acc21.aw90,ms11A_pw70,54.033,54.303000000000004,two,Not Found: accent@type,full,statement,,,,,True
23,sw3219A-ms98-a-0012-97,sw3219A-ms98-a-0012,sw3219.A.acc22.aw97,ms12A_pw75,55.6915,55.9015,have,Not Found: accent@type,full,statement,,,,,True
24,sw3219A-ms98-a-0012-105,sw3219A-ms98-a-0012,sw3219.A.acc23.aw105,ms12A_pw82,57.1815,57.4015,have,Not Found: accent@type,full,statement,,,,,True
25,sw3219A-ms98-a-0012-106,sw3219A-ms98-a-0012,sw3219.A.acc24.aw106,ms12A_pw83,57.4015,57.7215,Bible,Not Found: accent@type,full,statement,,,,,True
26,sw3219A-ms98-a-0012-110,sw3219A-ms98-a-0012,sw3219.A.acc25.aw110,ms12A_pw87,58.3415,58.5315,have,Not Found: accent@type,full,statement,,,,,True
27,sw3219A-ms98-a-0012-116,sw3219A-ms98-a-0012,sw3219.A.acc26.aw116,ms12A_pw93,59.2915,59.6015,morning,Not Found: accent@type,full,statement,,,,,True
28,sw3219A-ms98-a-0012-119,sw3219A-ms98-a-0012,sw3219.A.acc27.aw119,ms12A_pw96,59.8515,60.1015,still,Not Found: accent@type,weak,statement,,,,,True
29,sw3219A-ms98-a-0012-121,sw3219A-ms98-a-0012,sw3219.A.acc28.aw121,ms12A_pw98,60.326,60.6515,snack,Not Found: accent@type,full,statement,,,,,True
30,sw3219A-ms98-a-0012-122,sw3219A-ms98-a-0012,sw3219.A.acc29.aw122,ms12A_pw99,60.6515,60.9215,time,Not Found: accent@type,full,statement,,,,,True
31,sw3219A-ms98-a-0012-124,sw3219A-ms98-a-0012,sw3219.A.acc30.aw124,ms12A_pw101,61.0315,61.287125,play,Not Found: accent@type,full,statement,,,,,True
32,sw3219A-ms98-a-0012-126,sw3219A-ms98-a-0012,sw3219.A.acc31.aw126,ms12A_pw103,61.5715,61.8615,so,Not Found: accent@type,weak,statement,,,,,True
33,sw3219A-ms98-a-0012-128,sw3219A-ms98-a-0012,sw3219.A.acc32.aw128,ms12A_pw104,62.2515,62.3815,i'm,Not Found: accent@type,full,statement,,,,,True
35,sw3219A-ms98-a-0012-131,sw3219A-ms98-a-0012,sw3219.A.acc33.aw131,ms12A_pw107,62.6315,63.0515,dressing,Not Found: accent@type,weak,statement,,,,,True
36,sw3219A-ms98-a-0012-134,sw3219A-ms98-a-0012,sw3219.A.acc34.aw134,ms12A_pw110,63.33575,63.7515,casual,Not Found: accent@type,full,statement,,,,,True
