,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw3902A-ms98-a-0002-5,sw3902A-ms98-a-0002,sw3902.A.acc1.aw5,ms2A_pw1,0.476875,1.1795,okay,Not Found: accent@type,full,other,,,,,True
1,sw3902A-ms98-a-0002-7,sw3902A-ms98-a-0002,sw3902.A.acc2.aw7,ms2A_pw2,1.934375,2.171625,well,Not Found: accent@type,full,directive,,,,,True
2,sw3902A-ms98-a-0002-9,sw3902A-ms98-a-0002,sw3902.A.acc3.aw9,ms2A_pw4,2.301625,2.521625,don't,Not Found: accent@type,full,directive,,,,,True
4,sw3902A-ms98-a-0002-11,sw3902A-ms98-a-0002,sw3902.A.acc4.aw11,ms2A_pw6,2.631625,3.191625,start,Not Found: accent@type,full,directive,,,,,True
5,sw3902A-ms98-a-0002-15,sw3902A-ms98-a-0002,sw3902.A.acc5.aw15,ms2A_pw10,3.621625,3.711625,i,Not Found: accent@type,full,directive,,,,,True
6,sw3902A-ms98-a-0002-18,sw3902A-ms98-a-0002,sw3902.A.acc6.aw18,ms2A_pw13,4.191625,4.617625,to,Not Found: accent@type,full,directive,,,,,True
7,sw3902A-ms98-a-0002-20,sw3902A-ms98-a-0002,sw3902.A.acc7.aw20,ms2A_pw15,5.03,5.397625,you,Not Found: accent@type,full,directive,,,,,True
8,sw3902A-ms98-a-0002-22,sw3902A-ms98-a-0002,sw3902.A.acc8.aw22,ms2A_pw16,6.175125,6.328375,what,Not Found: accent@type,full,directive,,,,,True
9,sw3902A-ms98-a-0004-28,sw3902A-ms98-a-0004,sw3902.A.acc9.aw28,ms4A_pw19,10.22025,10.62025,yes,Not Found: accent@type,full,yes,,,,,True
10,sw3902A-ms98-a-0004-30,sw3902A-ms98-a-0004,sw3902.A.acc10.aw30,ms4A_pw21,10.717625,11.048375,do,Not Found: accent@type,full,statement,,,,,True
11,sw3902A-ms98-a-0006-36,sw3902A-ms98-a-0006,sw3902.A.acc11.aw36,ms6A_pw24,14.85925,15.33975,gosh,Not Found: accent@type,full,apprec,,,,,True
12,sw3902A-ms98-a-0012-48,sw3902A-ms98-a-0012,sw3902.A.acc12.aw48,ms12A_pw27,35.244125,35.50575,right,Not Found: accent@type,full,backchannel,,,,,True
13,sw3902A-ms98-a-0014-52,sw3902A-ms98-a-0014,sw3902.A.acc13.aw52,ms14A_pw28,51.436125,51.92975,right,Not Found: accent@type,full,backchannel,,,,,True
