,break_id,btime,index,phraseTone,boundaryTone,phonword_id,start,end,phonword,binary_break
0,sw2145A.break.2,0.91525,1,None,None,ms2A_pw1,0.846875,0.91525,you,False
1,sw2145A.break.3,1.09525,0,None,None,ms2A_pw3,1.03525,1.09525,to,False
2,sw2145A.break.4,1.493,1,None,None,ms2A_pw4,1.09525,1.493,start,False
3,sw2145A.break.5,1.493,4,H,L,ms2A_pw4,1.09525,1.493,start,True
4,sw2145B.break.1,2.967625,4,L,H,ms2B_pw1,2.591,2.967625,well,True
5,sw2145B.break.2,3.247625,1p,None,None,ms2B_pw2,2.967625,3.247625,i,False
6,sw2145B.break.3,3.537625,2p,None,None,ms2B_pw3,3.247625,3.537625,guess,False
7,sw2145B.break.4,3.72125,1,None,None,ms2B_pw4,3.537625,3.72125,i,False
8,sw2145B.break.5,3.878,2p,None,None,ms2B_pw5,3.72125,3.878,would,False
9,sw2145B.break.6,4.868,2,None,None,ms3B_pw6,4.508,4.868,first,False
10,sw2145B.break.7,5.428,1,None,None,ms3B_pw7,4.868,5.428,identify,False
11,sw2145B.break.8,5.997999999999999,1,None,None,ms3B_pw8,5.428,5.997999999999999,myself,False
12,sw2145B.break.9,6.247999999999999,2p,None,None,ms3B_pw9,5.997999999999999,6.247999999999999,as,False
13,sw2145B.break.10,6.587999999999999,0,None,None,ms3B_pw10,6.247999999999999,6.587999999999999,middle,False
14,sw2145B.break.11,6.888,4,L,H,ms3B_pw11,6.587999999999999,6.888,aged,True
15,sw2145B.break.12,7.058,1,None,None,ms3B_pw12,6.888,7.058,and,False
16,sw2145B.break.13,7.428,3,L,None,ms3B_pw13,7.058,7.428,therefore,True
17,sw2145B.break.14,7.6979999999999995,1,None,None,ms3B_pw14,7.428,7.6979999999999995,having,False
18,sw2145B.break.15,7.978,1,None,None,ms3B_pw15,7.6979999999999995,7.978,seen,False
19,sw2145B.break.16,8.058,1,None,None,ms3B_pw16,7.978,8.058,the,False
20,sw2145B.break.17,8.357999999999999,1,None,None,ms3B_pw17,8.058,8.357999999999999,last,False
21,sw2145B.break.18,8.937999999999999,4-,L,L,ms3B_pw18,8.357999999999999,8.937999999999999,generation,True
22,sw2145B.break.19,9.038,1,None,None,ms3B_pw19,8.937999999999999,9.038,i,False
23,sw2145B.break.20,9.258,1-,None,None,ms3B_pw20,9.038,9.258,guess,False
24,sw2145B.break.21,9.338,3,L,None,ms3B_pw21,9.258,9.338,it,True
25,sw2145B.break.22,9.648,1,None,None,ms3B_pw22,9.338,9.648,puts,False
26,sw2145B.break.23,9.767999999999999,1,None,None,ms3B_pw23,9.648,9.767999999999999,me,False
27,sw2145B.break.24,9.908,2p,None,None,ms3B_pw24,9.767999999999999,9.908,in,False
28,sw2145B.break.25,10.208,0,None,None,ms3B_pw25,10.148,10.208,you,False
29,sw2145B.break.26,10.308,4,H,L,ms3B_pw26,10.208,10.308,know,True
30,sw2145B.break.27,10.517999999999999,1,None,None,ms3B_pw27,10.308,10.517999999999999,gives,False
31,sw2145B.break.28,10.618,0,None,None,ms3B_pw28,10.517999999999999,10.618,me,False
32,sw2145B.break.29,10.658,1,None,None,ms3B_pw29,10.618,10.658,a,False
33,sw2145B.break.30,11.258,1,None,None,ms3B_pw30,10.658,11.258,perspective,False
34,sw2145B.break.31,11.418,1,None,None,ms3B_pw31,11.258,11.418,on,False
35,sw2145B.break.32,11.638,4,None,None,ms3B_pw32,11.418,11.638,that,True
36,sw2145A.break.7,12.328625,X,None,None,ms4A_pw5,12.05825,12.328625,yeah,False
37,sw2145B.break.33,12.990125,X,None,None,ms4B_pw33,12.550125,12.990125,um,False
