,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw4868A-ms98-a-0001-4,sw4868A-ms98-a-0001,sw4868.A.acc1.aw3,ms1A_pw1,0.131125,0.53,budgeting,Not Found: accent@type,full,statement,,,,,True
1,sw4868A-ms98-a-0001-7,sw4868A-ms98-a-0001,sw4868.A.acc2.aw6,ms1A_pw4,1.34,1.59,our,Not Found: accent@type,full,statement,,,,,True
2,sw4868A-ms98-a-0002-16,sw4868A-ms98-a-0002,sw4868.A.acc3.aw15,ms2A_pw11,4.428625,4.638,kind,Not Found: accent@type,full,statement,,,,,True
3,sw4868A-ms98-a-0002-19,sw4868A-ms98-a-0002,sw4868.A.acc4.aw18,ms2A_pw14,4.944875,5.7695,informal,Not Found: accent@type,full,statement,,,,,True
4,sw4868A-ms98-a-0002-23,sw4868A-ms98-a-0002,sw4868.A.acc5.aw22,ms2A_pw17,6.218,6.9479999999999995,situation,Not Found: accent@type,full,statement,,,,,True
5,sw4868A-ms98-a-0002-27,sw4868A-ms98-a-0002,sw4868.A.acc6.aw26,ms2A_pw20,7.6065,7.728,you,Not Found: accent@type,full,statement,,,,,True
6,sw4868A-ms98-a-0002-30,sw4868A-ms98-a-0002,sw4868.A.acc7.aw29,ms2A_pw22,8.17825,8.475,put,Not Found: accent@type,full,statement,,,,,True
7,sw4868A-ms98-a-0002-31,sw4868A-ms98-a-0002,sw4868.A.acc8.aw30,ms2A_pw23,8.475,8.978,actually,Not Found: accent@type,full,statement,,,,,True
8,sw4868A-ms98-a-0002-33,sw4868A-ms98-a-0002,sw4868.A.acc9.aw32,ms2A_pw25,9.158,9.597999999999999,happens,Not Found: accent@type,full,statement,,,,,True
9,sw4868A-ms98-a-0002-39,sw4868A-ms98-a-0002,sw4868.A.acc10.aw38,ms2A_pw30,10.607999999999999,10.878,check,Not Found: accent@type,full,statement,,,,,True
10,sw4868A-ms98-a-0002-42,sw4868A-ms98-a-0002,sw4868.A.acc11.aw41,ms2A_pw33,11.698,12.34025,deposited,Not Found: accent@type,full,statement,,,,,True
11,sw4868A-ms98-a-0002-44,sw4868A-ms98-a-0002,sw4868.A.acc12.aw43,ms2A_pw34,12.728125,12.813375,i,Not Found: accent@type,full,statement,,,,,True
