,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw2604A-ms98-a-0002-5,sw2604A-ms98-a-0002,sw2604.A.acc1.aw5,ms2A_pw1,1.199375,1.564125,okay,nuclear,full,other,,,,,True
1,sw2604A-ms98-a-0002-7,sw2604A-ms98-a-0002,sw2604.A.acc2.aw7,ms2A_pw2,2.102375,2.5195,um,nuclear,full,other,,,,,True
2,sw2604A-ms98-a-0002-10,sw2604A-ms98-a-0002,sw2604.A.acc3.aw10,ms2A_pw4,3.352,3.552,one,plain,full,statement,,,,,True
3,sw2604A-ms98-a-0002-13,sw2604A-ms98-a-0002,sw2604.A.acc4.aw13,ms2A_pw7,4.112,4.952,service,nuclear,full,statement,,,,,True
4,sw2604A-ms98-a-0002-15,sw2604A-ms98-a-0002,sw2604.A.acc5.aw15,ms2A_pw9,5.132000000000001,5.67175,everybody,nuclear,full,statement,,,,,True
5,sw2604A-ms98-a-0004-22,sw2604A-ms98-a-0004,sw2604.A.acc6.aw22,ms4A_pw12,8.563875,8.673875,that,nuclear,full,yn_q,,,,,True
6,sw2604A-ms98-a-0004-25,sw2604A-ms98-a-0004,sw2604.A.acc7.aw25,ms4A_pw15,9.013875,9.163875,right,nuclear,full,yn_q,,,,,True
7,sw2604A-ms98-a-0007-33,sw2604A-ms98-a-0007,sw2604.A.acc8.aw33,ms7A_pw16,13.22325,13.270625,i,plain,full,answer,,,,,True
8,sw2604A-ms98-a-0007-40,sw2604A-ms98-a-0007,sw2604.A.acc9.aw40,ms7A_pw23,13.920625,14.090625,sitting,plain,full,statement,,,,,True
9,sw2604A-ms98-a-0007-42,sw2604A-ms98-a-0007,sw2604.A.acc10.aw42,ms7A_pw25,14.240625,14.500625,thinking,nuclear,full,statement,,,,,True
10,sw2604A-ms98-a-0007-52,sw2604A-ms98-a-0007,sw2604.A.acc11.aw52,ms7A_pw34,15.910625,16.200625,couple,nuclear,full,statement,,,,,True
11,sw2604A-ms98-a-0007-54,sw2604A-ms98-a-0007,sw2604.A.acc12.aw54,ms7A_pw35,16.690625,16.990625,tries,plain,full,statement,,,,,True
12,sw2604A-ms98-a-0007-57,sw2604A-ms98-a-0007,sw2604.A.acc13.aw57,ms7A_pw38,17.260625,17.470625,found,nuclear,full,statement,,,,,True
13,sw2604A-ms98-a-0007-65,sw2604A-ms98-a-0007,sw2604.A.acc14.aw65,ms7A_pw46,18.190625,18.340625,not,plain,full,statement,,,,,True
14,sw2604A-ms98-a-0007-67,sw2604A-ms98-a-0007,sw2604.A.acc15.aw67,ms7A_pw48,18.520625,18.780625,sure,nuclear,full,statement,,,,,True
15,sw2604A-ms98-a-0007-68,sw2604A-ms98-a-0007,sw2604.A.acc16.aw68,ms7A_pw49,18.780625,18.970625,what,nuclear,full,statement,,,,,True
16,sw2604A-ms98-a-0008-80,sw2604A-ms98-a-0008,sw2604.A.acc17.aw80,ms8A_pw59,22.43625,22.67625,first,nuclear,full,opinion,,,,,True
17,sw2604A-ms98-a-0008-83,sw2604A-ms98-a-0008,sw2604.A.acc18.aw83,ms8A_pw62,23.03625,23.24625,the,nuclear,full,opinion,,,,,True
18,sw2604A-ms98-a-0008-87,sw2604A-ms98-a-0008,sw2604.A.acc19.aw87,ms8A_pw66,23.50625,23.62625,going,plain,full,opinion,,,,,True
19,sw2604A-ms98-a-0008-90,sw2604A-ms98-a-0008,sw2604.A.acc20.aw90,ms8A_pw69,23.74625,24.12625,mandatory,nuclear,full,opinion,,,,,True
20,sw2604A-ms98-a-0008-92,sw2604A-ms98-a-0008,sw2604.A.acc21.aw92,ms8A_pw71,24.21625,24.30625,got,plain,weak,opinion,,,,,True
21,sw2604A-ms98-a-0008-95,sw2604A-ms98-a-0008,sw2604.A.acc22.aw95,ms8A_pw74,24.44625,24.92625,mandatory,nuclear,full,opinion,,,,,True
22,sw2604A-ms98-a-0008-98,sw2604A-ms98-a-0008,sw2604.A.acc23.aw98,ms8A_pw77,25.12625,25.54625,everybody,nuclear,full,opinion,,,,,True
23,sw2604A-ms98-a-0008-99,sw2604A-ms98-a-0008,sw2604.A.acc24.aw99,ms8A_pw78,25.54625,25.73625,not,nuclear,full,opinion,,,,,True
24,sw2604A-ms98-a-0008-104,sw2604A-ms98-a-0008,sw2604.A.acc25.aw104,ms8A_pw83,26.33625,26.52625,poor,nuclear,full,opinion,,,,,True
25,sw2604A-ms98-a-0009-116,sw2604A-ms98-a-0009,sw2604.A.acc26.aw116,ms9A_pw93,28.498375,28.918375,senators',plain,full,opinion,,,,,True
27,sw2604A-ms98-a-0009-117,sw2604A-ms98-a-0009,sw2604.A.acc27.aw117,ms9A_pw94,28.918375,29.248375,sons,nuclear,full,opinion,,,,,True
28,sw2604A-ms98-a-0009-120,sw2604A-ms98-a-0009,sw2604.A.acc28.aw120,ms9A_pw97,29.568375,29.739625,that,nuclear,full,opinion,,,,,True
