,break_id,btime,index,phraseTone,boundaryTone,phonword_id,start,end,phonword,binary_break
0,sw2305B.break.1,4.84375,4,None,None,ms1B_pw6,4.29,4.84375,thing,True
1,sw2305B.break.2,5.67725,X,None,None,ms1B_pw7,5.30325,5.67725,uh,False
2,sw2305B.break.3,7.557875,4,None,None,ms1B_pw14,7.05,7.557875,offer,True
3,sw2305B.break.4,8.73125,3,None,None,ms1B_pw17,8.31,8.73125,as,True
4,sw2305B.break.5,9.254,X,None,None,ms1B_pw18,8.866875,9.254,uh,False
5,sw2305B.break.6,12.018875,4,None,None,ms2B_pw23,11.54,12.018875,school,True
6,sw2305A.break.1,12.577125,X,None,None,ms2A_pw1,12.301875,12.577125,well,False
7,sw2305A.break.2,13.247125,3,None,None,ms2A_pw4,13.047125,13.247125,think,True
8,sw2305A.break.3,13.787125,3,None,None,ms2A_pw8,13.617125,13.787125,have,True
9,sw2305A.break.4,14.737125,3,None,None,ms2A_pw12,14.387125,14.737125,idea,True
10,sw2305A.break.5,15.696875,2p,None,None,ms2A_pw17,15.47625,15.696875,to,False
11,sw2305A.break.6,17.354125,4,None,None,ms2A_pw22,16.817125,17.354125,do,True
12,sw2305A.break.7,18.217125,X,None,None,ms2A_pw23,17.877625,18.217125,uh,False
13,sw2305A.break.8,19.347125,4,None,None,ms2A_pw27,18.947125,19.347125,that,True
14,sw2305A.break.9,20.18825,4,None,None,ms2A_pw31,19.787125,20.18825,start,True
15,sw2305A.break.10,21.24925,2p,None,None,ms2A_pw33,20.907125,21.24925,in,False
16,sw2305A.break.11,22.674875,2p,None,None,ms3A_pw35,22.34225,22.674875,the,False
17,sw2305A.break.12,24.60225,4,None,None,ms3A_pw37,23.64225,24.60225,publications,True
18,sw2305A.break.13,24.751625,2p,None,None,ms3A_pw38,24.60225,24.751625,that,False
19,sw2305A.break.14,27.43225,4,None,None,ms3A_pw45,26.76225,27.43225,schools,True
20,sw2305A.break.15,27.915625,4,None,None,ms3A_pw46,27.43225,27.915625,and,True
21,sw2305A.break.16,29.693625,4,None,None,ms3A_pw51,28.90225,29.693625,themselves,True
22,sw2305A.break.17,33.02575,4,None,None,ms4A_pw59,32.37575,33.02575,requirements,True
23,sw2305A.break.18,33.93575,4,None,None,ms4A_pw62,33.19575,33.93575,programs,True
24,sw2305A.break.19,34.24625,2p,None,None,ms4A_pw63,33.93575,34.24625,and,False
25,sw2305A.break.20,35.466125,2p,None,None,ms4A_pw67,34.997625,35.466125,uh,False
26,sw2305A.break.21,37.45575,4,None,None,ms4A_pw70,36.818875,37.45575,assistance,True
27,sw2305A.break.22,39.216,4,None,None,ms4A_pw79,38.71575,39.216,offer,True
28,sw2305B.break.7,46.511125,3,None,None,ms7B_pw43,46.101125,46.511125,field,True
29,sw2305B.break.8,47.825625,4,None,None,ms7B_pw50,47.531125,47.825625,which,True
30,sw2305B.break.9,49.781125,2p,None,None,ms7B_pw57,49.321125,49.781125,school,False
31,sw2305B.break.10,50.579375,4,None,None,ms7B_pw59,49.981125,50.579375,school,True
32,sw2305B.break.11,51.626000000000005,4,None,None,ms7B_pw62,51.15425,51.626000000000005,years,True
33,sw2305B.break.12,53.66075,3,None,None,ms8B_pw71,53.396,53.66075,it's,True
34,sw2305B.break.13,55.03025,4,None,None,ms8B_pw74,54.31025,55.03025,necessary,True
35,sw2305A.break.23,58.296625,4,None,None,ms6A_pw90,57.823875,58.296625,arts,True
36,sw2305A.break.24,58.943875,3,None,None,ms6A_pw91,58.394625,58.943875,degrees,True
37,sw2305A.break.25,59.521,4,None,None,ms6A_pw93,59.053875,59.521,stuff,True
38,sw2305A.break.26,60.83825,4,None,None,ms6A_pw95,60.363875,60.83825,really,True
39,sw2305A.break.27,61.533875,4,None,None,ms6A_pw96,60.83825,61.533875,concerned,True
40,sw2305A.break.28,63.023875,4,None,None,ms6A_pw102,62.633875,63.023875,anyway,True
41,sw2305A.break.29,63.603875,2p,None,None,ms6A_pw104,63.293875,63.603875,it's,False
42,sw2305A.break.30,65.003875,3,None,None,ms6A_pw107,64.213875,65.003875,education,True
43,sw2305A.break.31,65.4965,4,None,None,ms6A_pw109,65.133875,65.4965,general,True
44,sw2305A.break.32,66.0765,2p,None,None,ms6A_pw110,65.4965,66.0765,requi[rements]-,False
45,sw2305A.break.33,67.907875,4,None,None,ms6A_pw113,67.163875,67.907875,requirements,True
46,sw2305A.break.34,69.243875,X,None,None,ms6A_pw114,68.7595,69.243875,um,False
47,sw2305A.break.35,70.454125,3,None,None,ms7A_pw115,70.227875,70.454125,if,True
48,sw2305A.break.36,70.734125,X,None,None,ms7A_pw117,70.644125,70.734125,know,False
49,sw2305A.break.37,71.34325,4,None,None,ms7A_pw123,71.2545,71.34325,a,True
50,sw2305A.break.38,72.854125,4,None,None,ms7A_pw126,72.424125,72.854125,degree,True
51,sw2305A.break.39,73.181875,2p,None,None,ms7A_pw128,73.013375,73.181875,don't,False
52,sw2305A.break.40,75.404125,4,None,None,ms7A_pw136,75.314125,75.404125,them,True
53,sw2305A.break.41,76.893,4,None,None,ms7A_pw145,76.617375,76.893,to,True
