,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw2729A-ms98-a-0003-6,sw2729A-ms98-a-0003,sw2729.A.acc1.aw6,ms3A_pw1,2.878375,3.22925,well,nuclear,full,statement,,,,,True
1,sw2729A-ms98-a-0003-11,sw2729A-ms98-a-0003,sw2729.A.acc2.aw11,ms3A_pw4,4.36475,4.5975,think,plain,weak,statement,,,,,True
2,sw2729A-ms98-a-0003-13,sw2729A-ms98-a-0003,sw2729.A.acc3.aw13,ms3A_pw6,4.8475,5.3475,mostly,nuclear,full,statement,,,,,True
3,sw2729A-ms98-a-0003-15,sw2729A-ms98-a-0003,sw2729.A.acc4.aw15,ms3A_pw8,5.7175,6.2375,Shepherd,plain,full,statement,,,,,True
4,sw2729A-ms98-a-0003-18,sw2729A-ms98-a-0003,sw2729.A.acc5.aw18,ms3A_pw11,6.7375,7.0175,was,nuclear,full,abandon,,,,,True
5,sw2729A-ms98-a-0004-25,sw2729A-ms98-a-0004,sw2729.A.acc6.aw25,ms4A_pw15,9.528125,9.878125,person,nuclear,full,statement,,,,,True
6,sw2729A-ms98-a-0005-40,sw2729A-ms98-a-0005,sw2729.A.acc7.aw40,ms5A_pw27,14.058375,14.368375,work,nuclear,full,statement,,,,,True
7,sw2729A-ms98-a-0005-43,sw2729A-ms98-a-0005,sw2729.A.acc8.aw43,ms5A_pw30,14.798375,15.498375,coworker,nuclear,full,statement,,,,,True
8,sw2729A-ms98-a-0005-50,sw2729A-ms98-a-0005,sw2729.A.acc9.aw50,ms5A_pw36,17.098375,17.448375,dog,plain,full,statement,,,,,True
9,sw2729A-ms98-a-0005-55,sw2729A-ms98-a-0005,sw2729.A.acc10.aw55,ms5A_pw41,18.528375,19.168375,doorstep,nuclear,full,statement,,,,,True
10,sw2729A-ms98-a-0005-56,sw2729A-ms98-a-0005,sw2729.A.acc11.aw56,ms5A_pw42,19.168375,19.65275,somebody,nuclear,full,statement,,,,,True
11,sw2729A-ms98-a-0005-59,sw2729A-ms98-a-0005,sw2729.A.acc12.aw59,ms5A_pw44,20.458375,21.088375,abandoned,nuclear,full,statement,,,,,True
12,sw2729A-ms98-a-0005-62,sw2729A-ms98-a-0005,sw2729.A.acc13.aw62,ms5A_pw47,21.448375,21.852375,she's,nuclear,full,statement,,,,,True
14,sw2729A-ms98-a-0005-64,sw2729A-ms98-a-0005,sw2729.A.acc14.aw64,ms5A_pw48,22.074625,22.408375,only,nuclear,full,statement,,,,,True
15,sw2729A-ms98-a-0005-67,sw2729A-ms98-a-0005,sw2729.A.acc15.aw67,ms5A_pw50,23.307625,23.558375,oh,nuclear,full,statement,,,,,True
16,sw2729A-ms98-a-0005-71,sw2729A-ms98-a-0005,sw2729.A.acc16.aw71,ms5A_pw53,24.398375,24.708375,six,nuclear,full,statement,,,,,True
17,sw2729A-ms98-a-0005-74,sw2729A-ms98-a-0005,sw2729.A.acc17.aw74,ms5A_pw56,24.948375,25.208375,six,plain,full,statement,,,,,True
18,sw2729A-ms98-a-0005-78,sw2729A-ms98-a-0005,sw2729.A.acc18.aw78,ms5A_pw60,25.838375,26.14225,old,nuclear,full,statement,,,,,True
19,sw2729A-ms98-a-0006-81,sw2729A-ms98-a-0006,sw2729.A.acc19.aw81,ms6A_pw61,26.94275,27.418375,and,nuclear,full,statement,,,,,True
20,sw2729A-ms98-a-0006-89,sw2729A-ms98-a-0006,sw2729.A.acc20.aw89,ms6A_pw68,29.828375,30.188375,anyone,nuclear,full,statement,,,,,True
