,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw2628A-ms98-a-0002-5,sw2628A-ms98-a-0002,sw2628.A.acc1.aw5,ms2A_pw1,0.813875,1.234,okay,nuclear,full,other,,,,,True
1,sw2628A-ms98-a-0002-9,sw2628A-ms98-a-0002,sw2628.A.acc2.aw9,ms2A_pw4,2.13975,2.23975,you,plain,full,open_q,,,,,True
2,sw2628A-ms98-a-0002-11,sw2628A-ms98-a-0002,sw2628.A.acc3.aw11,ms2A_pw6,2.45975,2.79975,about,nuclear,full,open_q,,,,,True
3,sw2628A-ms98-a-0004-16,sw2628A-ms98-a-0004,sw2628.A.acc4.aw16,ms4A_pw8,6.289125,6.4865,oh,plain,full,agree,,,,,True
4,sw2628A-ms98-a-0004-17,sw2628A-ms98-a-0004,sw2628.A.acc5.aw17,ms4A_pw9,6.4865,6.891,yeah,nuclear,full,agree,,,,,True
5,sw2628A-ms98-a-0006-21,sw2628A-ms98-a-0006,sw2628.A.acc6.aw21,ms6A_pw10,14.410125,14.928875,uh-huh,nuclear,full,agree,,,,,True
6,sw2628A-ms98-a-0006-23,sw2628A-ms98-a-0006,sw2628.A.acc7.aw23,ms6A_pw11,15.294125,15.73775,yeah,nuclear,full,agree,,,,,True
7,sw2628A-ms98-a-0006-25,sw2628A-ms98-a-0006,sw2628.A.acc8.aw25,ms6A_pw12,16.04275,16.140125,i,plain,full,statement,,,,,True
8,sw2628A-ms98-a-0006-27,sw2628A-ms98-a-0006,sw2628.A.acc9.aw27,ms6A_pw14,16.260125,16.650125,too,nuclear,full,statement,,,,,True
9,sw2628A-ms98-a-0006-29,sw2628A-ms98-a-0006,sw2628.A.acc10.aw29,ms6A_pw15,16.750125,16.860125,i,nuclear,full,opinion,,,,,True
10,sw2628A-ms98-a-0006-35,sw2628A-ms98-a-0006,sw2628.A.acc11.aw35,ms6A_pw20,18.268875,18.520125,in,nuclear,full,opinion,,,,,True
11,sw2628A-ms98-a-0006-39,sw2628A-ms98-a-0006,sw2628.A.acc12.aw39,ms6A_pw24,18.930125,19.360125,future,nuclear,full,opinion,,,,,True
12,sw2628A-ms98-a-0006-43,sw2628A-ms98-a-0006,sw2628.A.acc13.aw43,ms6A_pw27,20.020125,20.200125,all,plain,full,opinion,,,,,True
13,sw2628A-ms98-a-0006-48,sw2628A-ms98-a-0006,sw2628.A.acc14.aw48,ms6A_pw32,20.640125,21.018625,work,nuclear,full,opinion,,,,,True
14,sw2628A-ms98-a-0006-50,sw2628A-ms98-a-0006,sw2628.A.acc15.aw50,ms6A_pw33,21.4555,21.520125,i,nuclear,full,opinion,,,,,True
15,sw2628A-ms98-a-0006-53,sw2628A-ms98-a-0006,sw2628.A.acc16.aw53,ms6A_pw36,21.860125,22.050125,may,plain,full,opinion,,,,,True
16,sw2628A-ms98-a-0006-56,sw2628A-ms98-a-0006,sw2628.A.acc17.aw56,ms6A_pw39,22.400125,22.580125,off,plain,weak,opinion,,,,,True
17,sw2628A-ms98-a-0006-59,sw2628A-ms98-a-0006,sw2628.A.acc18.aw59,ms6A_pw42,22.850125,23.050125,day,nuclear,full,opinion,,,,,True
18,sw2628A-ms98-a-0006-65,sw2628A-ms98-a-0006,sw2628.A.acc19.aw65,ms6A_pw48,23.660125,23.972375,baby,nuclear,full,opinion,,,,,True
19,sw2628A-ms98-a-0007-72,sw2628A-ms98-a-0007,sw2628.A.acc20.aw72,ms7A_pw53,25.219375,25.38075,it,nuclear,full,opinion,,,,,True
20,sw2628A-ms98-a-0007-77,sw2628A-ms98-a-0007,sw2628.A.acc21.aw77,ms7A_pw57,26.629375,26.819375,have,plain,weak,opinion,,,,,True
21,sw2628A-ms98-a-0007-79,sw2628A-ms98-a-0007,sw2628.A.acc22.aw79,ms7A_pw59,26.899375,27.349375,computer,plain,full,opinion,,,,,True
22,sw2628A-ms98-a-0007-81,sw2628A-ms98-a-0007,sw2628.A.acc23.aw81,ms7A_pw61,27.439375,27.784125,home,nuclear,full,opinion,,,,,True
23,sw2628A-ms98-a-0007-83,sw2628A-ms98-a-0007,sw2628.A.acc24.aw83,ms7A_pw62,28.351875,28.4235,and,plain,weak,opinion,,,,,True
24,sw2628A-ms98-a-0007-86,sw2628A-ms98-a-0007,sw2628.A.acc25.aw86,ms7A_pw65,28.599375,29.119375,hospital,nuclear,full,opinion,,,,,True
25,sw2628A-ms98-a-0007-87,sw2628A-ms98-a-0007,sw2628.A.acc26.aw87,ms7A_pw66,29.119375,29.229375,where,nuclear,full,opinion,,,,,True
26,sw2628A-ms98-a-0007-91,sw2628A-ms98-a-0007,sw2628.A.acc27.aw91,ms7A_pw70,30.029375,30.159375,you,nuclear,full,opinion,,,,,True
27,sw2628A-ms98-a-0007-94,sw2628A-ms98-a-0007,sw2628.A.acc28.aw94,ms7A_pw73,30.529375,30.989375,continue,plain,full,opinion,,,,,True
28,sw2628A-ms98-a-0007-96,sw2628A-ms98-a-0007,sw2628.A.acc29.aw96,ms7A_pw75,31.219375,31.409375,on,nuclear,full,opinion,,,,,True
29,sw2628A-ms98-a-0007-99,sw2628A-ms98-a-0007,sw2628.A.acc30.aw99,ms7A_pw78,31.659375,32.009375,work,nuclear,full,opinion,,,,,True
