,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw2018A-ms98-a-0001-2,sw2018A-ms98-a-0001,sw2018.A.acc1.aw2,ms1A_pw1,1.17125,1.73725,hello,nuclear,full,open,,,,,True
1,sw2018A-ms98-a-0001-4,sw2018A-ms98-a-0001,sw2018.A.acc2.aw4,ms1A_pw2,2.57825,2.78,this,plain,full,open,,,,,True
2,sw2018A-ms98-a-0001-6,sw2018A-ms98-a-0001,sw2018.A.acc3.aw6,ms1A_pw4,2.91,3.567625,Lois,nuclear,full,open,,,,,True
3,sw2018A-ms98-a-0003-10,sw2018A-ms98-a-0003,sw2018.A.acc4.aw10,ms3A_pw5,5.608125,5.917625,and,nuclear,full,statement,,,,,True
4,sw2018A-ms98-a-0003-13,sw2018A-ms98-a-0003,sw2018.A.acc5.aw13,ms3A_pw7,6.776125,6.984125,i,plain,weak,statement,,,,,True
5,sw2018A-ms98-a-0003-14,sw2018A-ms98-a-0003,sw2018.A.acc6.aw14,ms3A_pw8,6.984125,7.62575,called,nuclear,full,statement,,,,,True
6,sw2018A-ms98-a-0003-16,sw2018A-ms98-a-0003,sw2018.A.acc7.aw16,ms3A_pw10,7.75575,7.89575,know,nuclear,full,statement,,,,,True
7,sw2018A-ms98-a-0003-19,sw2018A-ms98-a-0003,sw2018.A.acc8.aw19,ms3A_pw13,8.26525,8.409875,the,nuclear,full,statement,,,,,True
8,sw2018A-ms98-a-0003-21,sw2018A-ms98-a-0003,sw2018.A.acc9.aw21,ms3A_pw15,8.576,9.3105,TI,nuclear,full,statement,,,,,True
10,sw2018A-ms98-a-0003-22,sw2018A-ms98-a-0003,sw2018.A.acc10.aw22,ms3A_pw16,9.3105,10.05575,Database,plain,full,statement,,,,,True
12,sw2018A-ms98-a-0003-23,sw2018A-ms98-a-0003,sw2018.A.acc11.aw23,ms3A_pw17,10.05575,10.540375,Calling,plain,full,statement,,,,,True
13,sw2018A-ms98-a-0003-24,sw2018A-ms98-a-0003,sw2018.A.acc12.aw24,ms3A_pw18,10.540375,11.1385,Instructions,nuclear,full,statement,,,,,True
14,sw2018A-ms98-a-0005-29,sw2018A-ms98-a-0005,sw2018.A.acc13.aw29,ms5A_pw20,14.59175,14.7935,this,plain,full,statement,,,,,True
15,sw2018A-ms98-a-0005-31,sw2018A-ms98-a-0005,sw2018.A.acc14.aw31,ms5A_pw22,14.929375,15.427875,about,nuclear,full,statement,,,,,True
16,sw2018A-ms98-a-0005-32,sw2018A-ms98-a-0005,sw2018.A.acc15.aw32,ms5A_pw23,15.427875,15.967875,changes,nuclear,full,statement,,,,,True
17,sw2018A-ms98-a-0005-35,sw2018A-ms98-a-0005,sw2018.A.acc16.aw35,ms5A_pw25,16.39625,16.837875,women,nuclear,full,statement,,,,,True
18,sw2018A-ms98-a-0006-42,sw2018A-ms98-a-0006,sw2018.A.acc17.aw42,ms6A_pw30,18.75875,19.089125,really,plain,full,yn_q,,,,,True
19,sw2018A-ms98-a-0006-44,sw2018A-ms98-a-0006,sw2018.A.acc18.aw44,ms6A_pw32,19.149125,19.589125,lot,nuclear,full,yn_q,,,,,True
20,sw2018A-ms98-a-0006-45,sw2018A-ms98-a-0006,sw2018.A.acc19.aw45,ms6A_pw33,19.589125,20.009125,isn't,nuclear,full,yn_q,,,,,True
22,sw2018A-ms98-a-0006-46,sw2018A-ms98-a-0006,sw2018.A.acc20.aw46,ms6A_pw34,20.009125,21.066625,[laughter-there],nuclear,full,yn_q,,,,,True
23,sw2018A-ms98-a-0006-47,sw2018A-ms98-a-0006,sw2018.A.acc21.aw47,ms6A_pw35,21.066625,21.254375,[laughter-i],nuclear,full,opinion,,,,,True
24,sw2018A-ms98-a-0006-50,sw2018A-ms98-a-0006,sw2018.A.acc22.aw50,ms6A_pw38,21.7175,22.2825,really,plain,full,opinion,,,,,True
25,sw2018A-ms98-a-0006-51,sw2018A-ms98-a-0006,sw2018.A.acc23.aw51,ms6A_pw39,22.2825,23.00825,is,nuclear,full,opinion,,,,,True
