,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw2451A-ms98-a-0002-5,sw2451A-ms98-a-0002,sw2451.A.acc1.aw5,ms2A_pw1,1.598375,2.28225,okay,nuclear,full,other,,,,,True
1,sw2451A-ms98-a-0002-7,sw2451A-ms98-a-0002,sw2451.A.acc2.aw7,ms2A_pw3,2.52025,2.89675,topic,plain,full,statement,,,,,True
2,sw2451A-ms98-a-0002-8,sw2451A-ms98-a-0002,sw2451.A.acc3.aw8,ms2A_pw4,2.89675,3.456375,is,nuclear,full,statement,,,,,True
3,sw2451A-ms98-a-0002-10,sw2451A-ms98-a-0002,sw2451.A.acc4.aw10,ms2A_pw6,3.696375,4.135375,Russia,plain,full,statement,,,,,True
4,sw2451A-ms98-a-0002-12,sw2451A-ms98-a-0002,sw2451.A.acc5.aw12,ms2A_pw8,4.34625,5.228,threat,nuclear,full,statement,,,,,True
5,sw2451A-ms98-a-0002-15,sw2451A-ms98-a-0002,sw2451.A.acc6.aw15,ms2A_pw10,5.826375,6.016375,our,plain,weak,statement,,,,,True
6,sw2451A-ms98-a-0002-16,sw2451A-ms98-a-0002,sw2451.A.acc7.aw16,ms2A_pw11,6.016375,6.666375,security,nuclear,full,statement,,,,,True
7,sw2451A-ms98-a-0002-20,sw2451A-ms98-a-0002,sw2451.A.acc8.aw20,ms2A_pw15,8.436375,8.706375,more,plain,weak,opinion,,,,,True
8,sw2451A-ms98-a-0002-23,sw2451A-ms98-a-0002,sw2451.A.acc9.aw23,ms2A_pw18,8.906375,9.882875,threat,nuclear,full,opinion,,,,,True
9,sw2451A-ms98-a-0002-26,sw2451A-ms98-a-0002,sw2451.A.acc10.aw26,ms2A_pw21,10.256375,10.46875,own,nuclear,full,opinion,,,,,True
10,sw2451A-ms98-a-0002-27,sw2451A-ms98-a-0002,sw2451.A.acc11.aw27,ms2A_pw22,10.46875,10.968625,people,nuclear,full,opinion,,,,,True
11,sw2451A-ms98-a-0003-31,sw2451A-ms98-a-0003,sw2451.A.acc12.aw31,ms3A_pw24,12.28325,12.515625,this,plain,weak,opinion,,,,,True
12,sw2451A-ms98-a-0003-34,sw2451A-ms98-a-0003,sw2451.A.acc13.aw34,ms3A_pw27,12.85325,13.4125,time,nuclear,full,opinion,,,,,True
13,sw2451A-ms98-a-0003-38,sw2451A-ms98-a-0003,sw2451.A.acc14.aw38,ms3A_pw30,15.12325,15.19325,you,plain,weak,open_q,,,,,True
14,sw2451A-ms98-a-0003-40,sw2451A-ms98-a-0003,sw2451.A.acc15.aw40,ms3A_pw32,15.41325,15.65325,about,nuclear,full,open_q,,,,,True
15,sw2451A-ms98-a-0005-46,sw2451A-ms98-a-0005,sw2451.A.acc16.aw46,ms5A_pw35,45.722375,46.141999999999996,believe,nuclear,full,opinion,,,,,True
16,sw2451A-ms98-a-0005-47,sw2451A-ms98-a-0005,sw2451.A.acc17.aw47,ms5A_pw36,46.141999999999996,46.955125,Communism,nuclear,full,opinion,,,,,True
17,sw2451A-ms98-a-0005-50,sw2451A-ms98-a-0005,sw2451.A.acc18.aw50,ms5A_pw38,47.32975,47.615125,very,nuclear,full,opinion,,,,,True
18,sw2451A-ms98-a-0005-52,sw2451A-ms98-a-0005,sw2451.A.acc19.aw52,ms5A_pw40,47.94825,48.57075,waning,nuclear,full,opinion,,,,,True
19,sw2451A-ms98-a-0005-54,sw2451A-ms98-a-0005,sw2451.A.acc20.aw54,ms5A_pw41,49.13575,49.505125,it's,nuclear,full,opinion,,,,,True
