,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw2548A-ms98-a-0003-11,sw2548A-ms98-a-0003,sw2548.A.acc1.aw11,ms3A_pw4,2.891875,3.111875,Honda,pre-nuclear,full,statement,,,,,True
1,sw2548A-ms98-a-0003-12,sw2548A-ms98-a-0003,sw2548.A.acc2.aw12,ms3A_pw5,3.111875,3.711875,Prelude,nuclear,full,statement,,,,,True
2,sw2548A-ms98-a-0004-16,sw2548A-ms98-a-0004,sw2548.A.acc4.aw16,ms4A_pw7,5.013125,5.173125,oh,nuclear,full,backchannel,,,,,True
3,sw2548A-ms98-a-0005-20,sw2548A-ms98-a-0005,sw2548.A.acc5.aw20,ms5A_pw9,5.9855,6.0955,i,plain,full,statement,,,,,True
4,sw2548A-ms98-a-0005-22,sw2548A-ms98-a-0005,sw2548.A.acc6.aw22,ms5A_pw11,6.2955,6.4855,mine,plain,full,statement,,,,,True
5,sw2548A-ms98-a-0005-24,sw2548A-ms98-a-0005,sw2548.A.acc7.aw24,ms5A_pw13,6.5155,6.7055,year,nuclear,full,statement,,,,,True
6,sw2548A-ms98-a-0005-25,sw2548A-ms98-a-0005,sw2548.A.acc8.aw25,ms5A_pw14,6.7055,6.9755,ago,plain,full,statement,,,,,True
7,sw2548A-ms98-a-0005-27,sw2548A-ms98-a-0005,sw2548.A.acc9.aw27,ms5A_pw16,7.1355,7.2155,i'm,plain,full,statement,,,,,True
9,sw2548A-ms98-a-0005-31,sw2548A-ms98-a-0005,sw2548.A.acc10.aw31,ms5A_pw20,7.6755,7.8955,car,plain,full,statement,,,,,True
10,sw2548A-ms98-a-0005-33,sw2548A-ms98-a-0005,sw2548.A.acc11.aw33,ms5A_pw22,8.0655,8.2855,time,nuclear,full,statement,,,,,True
11,sw2548A-ms98-a-0005-34,sw2548A-ms98-a-0005,sw2548.A.acc12.aw34,ms5A_pw23,8.2855,9.131875,[laughter-soon],nuclear,full,statement,,,,,True
12,sw2548A-ms98-a-0007-38,sw2548A-ms98-a-0007,sw2548.A.acc13.aw38,ms7A_pw24,11.827875,12.257875,yeah,nuclear,full,backchannel,,,,,True
13,sw2548A-ms98-a-0009-42,sw2548A-ms98-a-0009,sw2548.A.acc14.aw42,ms9A_pw25,14.519875,14.986875,yeah,nuclear,full,backchannel,,,,,True
14,sw2548A-ms98-a-0009-43,sw2548A-ms98-a-0009,sw2548.A.acc15.aw43,ms9A_pw26,14.986875,15.127625,it,nuclear,full,abandon,,,,,True
15,sw2548A-ms98-a-0010-47,sw2548A-ms98-a-0010,sw2548.A.acc16.aw47,ms10A_pw27,16.68225,17.04125,well,nuclear,full,statement,,,,,True
16,sw2548A-ms98-a-0010-48,sw2548A-ms98-a-0010,sw2548.A.acc17.aw48,ms10A_pw28,17.04125,17.283375,i-,nuclear,full,statement,,,,,True
17,sw2548A-ms98-a-0010-49,sw2548A-ms98-a-0010,sw2548.A.acc18.aw49,ms10A_pw29,17.283375,17.613375,i,plain,full,statement,,,,,True
18,sw2548A-ms98-a-0010-50,sw2548A-ms98-a-0010,sw2548.A.acc19.aw50,ms10A_pw30,17.613375,17.983375,like,plain,full,statement,,,,,True
19,sw2548A-ms98-a-0010-52,sw2548A-ms98-a-0010,sw2548.A.acc20.aw52,ms10A_pw32,18.303375,18.563375,all,nuclear,full,statement,,,,,True
20,sw2548A-ms98-a-0010-53,sw2548A-ms98-a-0010,sw2548.A.acc21.aw53,ms10A_pw33,18.563375,18.902,the,nuclear,full,statement,,,,,True
21,sw2548A-ms98-a-0010-55,sw2548A-ms98-a-0010,sw2548.A.acc22.aw55,ms10A_pw34,19.29,19.863375,controls,nuclear,full,statement,,,,,True
22,sw2548A-ms98-a-0010-56,sw2548A-ms98-a-0010,sw2548.A.acc23.aw56,ms10A_pw35,19.863375,20.133375,are,plain,full,statement,,,,,True
23,sw2548A-ms98-a-0011-59,sw2548A-ms98-a-0011,sw2548.A.acc24.aw59,ms11A_pw36,20.68775,20.90775,they're,nuclear,full,statement,,,,,True
25,sw2548A-ms98-a-0011-60,sw2548A-ms98-a-0011,sw2548.A.acc25.aw60,ms11A_pw37,20.90775,21.10775,they're,plain,full,statement,,,,,True
27,sw2548A-ms98-a-0011-62,sw2548A-ms98-a-0011,sw2548.A.acc26.aw62,ms11A_pw39,21.23775,21.41775,good,plain,full,statement,,,,,True
28,sw2548A-ms98-a-0011-63,sw2548A-ms98-a-0011,sw2548.A.acc27.aw63,ms11A_pw40,21.41775,21.99775,spots,nuclear,full,statement,,,,,True
29,sw2548A-ms98-a-0011-65,sw2548A-ms98-a-0011,sw2548.A.acc28.aw65,ms11A_pw42,22.17775,22.35925,i-,nuclear,full,excluded,,,,,True
30,sw2548A-ms98-a-0011-68,sw2548A-ms98-a-0011,sw2548.A.acc29.aw68,ms11A_pw44,22.68775,22.84775,have,plain,weak,excluded,,,,,True
31,sw2548A-ms98-a-0011-70,sw2548A-ms98-a-0011,sw2548.A.acc30.aw70,ms11A_pw46,22.91775,23.49775,automatic,nuclear,full,excluded,,,,,True
32,sw2548A-ms98-a-0011-71,sw2548A-ms98-a-0011,sw2548.A.acc31.aw71,ms11A_pw47,23.49775,23.56775,i,plain,weak,excluded,,,,,True
33,sw2548A-ms98-a-0011-73,sw2548A-ms98-a-0011,sw2548.A.acc32.aw73,ms11A_pw49,23.85775,24.11775,drive,plain,full,excluded,,,,,True
34,sw2548A-ms98-a-0011-75,sw2548A-ms98-a-0011,sw2548.A.acc33.aw75,ms11A_pw51,24.16775,24.700125,standard,nuclear,full,excluded,,,,,True
35,sw2548A-ms98-a-0012-78,sw2548A-ms98-a-0012,sw2548.A.acc34.aw78,ms12A_pw52,25.354625,25.81075,yeah,nuclear,full,yes,,,,,True
36,sw2548A-ms98-a-0013-81,sw2548A-ms98-a-0013,sw2548.A.acc35.aw81,ms13A_pw53,26.924875,27.174875,but,nuclear,full,abandon,,,,,True
37,sw2548A-ms98-a-0013-84,sw2548A-ms98-a-0013,sw2548.A.acc36.aw84,ms13A_pw55,28.03425,28.270625,i,nuclear,full,abandon,,,,,True
38,sw2548A-ms98-a-0013-86,sw2548A-ms98-a-0013,sw2548.A.acc37.aw86,ms13A_pw56,28.549375,28.92375,it's,nuclear,full,statement,,,,,True
40,sw2548A-ms98-a-0013-88,sw2548A-ms98-a-0013,sw2548.A.acc38.aw88,ms13A_pw57,29.05925,29.264875,and,nuclear,full,statement,,,,,True
41,sw2548A-ms98-a-0014-92,sw2548A-ms98-a-0014,sw2548.A.acc39.aw92,ms14A_pw59,30.49225,31.14225,supposedly,nuclear,full,statement,,,,,True
42,sw2548A-ms98-a-0014-93,sw2548A-ms98-a-0014,sw2548.A.acc40.aw93,ms14A_pw60,31.14225,31.418875,real,plain,full,statement,,,,,True
43,sw2548A-ms98-a-0014-94,sw2548A-ms98-a-0014,sw2548.A.acc41.aw94,ms14A_pw61,31.418875,32.047875,reliable,nuclear,full,statement,,,,,True
44,sw2548A-ms98-a-0014-96,sw2548A-ms98-a-0014,sw2548.A.acc42.aw96,ms14A_pw63,32.17225,32.36225,only,nuclear,full,statement,,,,,True
