,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw4175A-ms98-a-0002-6,sw4175A-ms98-a-0002,sw4175.A.acc1.aw6,ms2A_pw1,0.685,0.828125,i,Not Found: accent@type,full,other,,,,,True
1,sw4175A-ms98-a-0002-8,sw4175A-ms98-a-0002,sw4175.A.acc2.aw8,ms2A_pw3,0.988125,1.338125,believe,Not Found: accent@type,full,other,,,,,True
2,sw4175A-ms98-a-0004-16,sw4175A-ms98-a-0004,sw4175.A.acc3.aw16,ms4A_pw7,5.169,5.709,recycling,Not Found: accent@type,full,statement,,,,,True
3,sw4175A-ms98-a-0004-18,sw4175A-ms98-a-0004,sw4175.A.acc4.aw18,ms4A_pw9,6.138999999999999,6.359,here,Not Found: accent@type,full,statement,,,,,True
4,sw4175A-ms98-a-0004-21,sw4175A-ms98-a-0004,sw4175.A.acc5.aw21,ms4A_pw12,6.7989999999999995,7.2589999999999995,terrible,Not Found: accent@type,full,statement,,,,,True
5,sw4175A-ms98-a-0004-23,sw4175A-ms98-a-0004,sw4175.A.acc6.aw23,ms4A_pw14,7.289,7.519,mean,Not Found: accent@type,full,statement,,,,,True
6,sw4175A-ms98-a-0004-26,sw4175A-ms98-a-0004,sw4175.A.acc7.aw26,ms4A_pw16,7.9925,8.289,hard,Not Found: accent@type,full,statement,,,,,True
7,sw4175A-ms98-a-0004-29,sw4175A-ms98-a-0004,sw4175.A.acc8.aw29,ms4A_pw19,8.619,8.988999999999999,places,Not Found: accent@type,full,statement,,,,,True
8,sw4175A-ms98-a-0004-31,sw4175A-ms98-a-0004,sw4175.A.acc9.aw31,ms4A_pw21,9.119,9.429,go,Not Found: accent@type,full,statement,,,,,True
9,sw4175A-ms98-a-0004-33,sw4175A-ms98-a-0004,sw4175.A.acc10.aw33,ms4A_pw23,9.459,9.669,mean,Not Found: accent@type,weak,statement,,,,,True
10,sw4175A-ms98-a-0004-34,sw4175A-ms98-a-0004,sw4175.A.acc11.aw34,ms4A_pw24,9.669,10.029,Kroger,Not Found: accent@type,full,statement,,,,,True
11,sw4175A-ms98-a-0004-37,sw4175A-ms98-a-0004,sw4175.A.acc12.aw37,ms4A_pw27,10.309000000000001,10.649000000000001,couple,Not Found: accent@type,full,statement,,,,,True
12,sw4175A-ms98-a-0004-41,sw4175A-ms98-a-0004,sw4175.A.acc13.aw41,ms4A_pw31,11.279000000000002,11.489,don't,Not Found: accent@type,full,yn_q,,,,,True
14,sw4175A-ms98-a-0004-46,sw4175A-ms98-a-0004,sw4175.A.acc14.aw46,ms4A_pw35,12.209000000000001,12.339,they,Not Found: accent@type,full,yn_q,,,,,True
15,sw4175A-ms98-a-0004-48,sw4175A-ms98-a-0004,sw4175.A.acc15.aw48,ms4A_pw37,12.509,13.3405,newspapers,Not Found: accent@type,full,yn_q,,,,,True
16,sw4175A-ms98-a-0006-52,sw4175A-ms98-a-0006,sw4175.A.acc16.aw52,ms6A_pw38,28.966375,29.54425,yeah,Not Found: accent@type,full,backchannel,,,,,True
17,sw4175A-ms98-a-0007-56,sw4175A-ms98-a-0007,sw4175.A.acc17.aw56,ms7A_pw40,31.00425,31.220125,one,Not Found: accent@type,full,statement,,,,,True
18,sw4175A-ms98-a-0007-58,sw4175A-ms98-a-0007,sw4175.A.acc18.aw58,ms7A_pw42,31.280125,31.670125,Florida,Not Found: accent@type,full,statement,,,,,True
19,sw4175A-ms98-a-0007-61,sw4175A-ms98-a-0007,sw4175.A.acc19.aw61,ms7A_pw45,31.970125,32.290125,cool,Not Found: accent@type,full,statement,,,,,True
20,sw4175A-ms98-a-0007-66,sw4175A-ms98-a-0007,sw4175.A.acc20.aw66,ms7A_pw50,32.9545,33.380125,everything,Not Found: accent@type,full,statement,,,,,True
21,sw4175A-ms98-a-0007-70,sw4175A-ms98-a-0007,sw4175.A.acc21.aw70,ms7A_pw54,33.90675,34.740875,newspapers,Not Found: accent@type,full,statement,,,,,True
22,sw4175A-ms98-a-0007-75,sw4175A-ms98-a-0007,sw4175.A.acc22.aw75,ms7A_pw57,36.254875,36.410125,you,Not Found: accent@type,full,statement,,,,,True
