,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw3682A-ms98-a-0004-11,sw3682A-ms98-a-0004,sw3682.A.acc1.aw10,ms4A_pw3,4.7685,5.08675,well,Not Found: accent@type,full,statement,,,,,True
1,sw3682A-ms98-a-0004-13,sw3682A-ms98-a-0004,sw3682.A.acc2.aw12,ms4A_pw5,5.1975,5.461125,like,Not Found: accent@type,full,statement,,,,,True
2,sw3682A-ms98-a-0004-15,sw3682A-ms98-a-0004,sw3682.A.acc3.aw14,ms4A_pw7,5.57675,6.194,cook,Not Found: accent@type,full,statement,,,,,True
3,sw3682A-ms98-a-0004-20,sw3682A-ms98-a-0004,sw3682.A.acc4.aw19,ms4A_pw11,7.646,7.88675,don't,Not Found: accent@type,full,statement,,,,,True
5,sw3682A-ms98-a-0004-22,sw3682A-ms98-a-0004,sw3682.A.acc5.aw21,ms4A_pw13,8.13675,8.491,getting,Not Found: accent@type,full,statement,,,,,True
6,sw3682A-ms98-a-0004-24,sw3682A-ms98-a-0004,sw3682.A.acc6.aw23,ms4A_pw14,8.649125,9.16675,too,Not Found: accent@type,full,statement,,,,,True
7,sw3682A-ms98-a-0004-26,sw3682A-ms98-a-0004,sw3682.A.acc7.aw25,ms4A_pw16,9.49675,9.96675,fancy,Not Found: accent@type,full,statement,,,,,True
8,sw3682A-ms98-a-0004-29,sw3682A-ms98-a-0004,sw3682.A.acc8.aw28,ms4A_pw19,10.402375,10.63675,just,Not Found: accent@type,full,statement,,,,,True
9,sw3682A-ms98-a-0005-37,sw3682A-ms98-a-0005,sw3682.A.acc9.aw36,ms5A_pw24,12.63175,12.76175,too,Not Found: accent@type,full,statement,,,,,True
10,sw3682A-ms98-a-0005-39,sw3682A-ms98-a-0005,sw3682.A.acc10.aw38,ms5A_pw26,12.99175,13.408375,pressure,Not Found: accent@type,weak,statement,,,,,True
11,sw3682A-ms98-a-0005-41,sw3682A-ms98-a-0005,sw3682.A.acc11.aw40,ms5A_pw27,14.142875,14.19175,you,Not Found: accent@type,weak,statement,,,,,True
12,sw3682A-ms98-a-0005-45,sw3682A-ms98-a-0005,sw3682.A.acc12.aw44,ms5A_pw31,14.43175,14.58175,have,Not Found: accent@type,full,statement,,,,,True
13,sw3682A-ms98-a-0005-49,sw3682A-ms98-a-0005,sw3682.A.acc13.aw48,ms5A_pw35,15.25175,15.61175,dinner,Not Found: accent@type,full,statement,,,,,True
14,sw3682A-ms98-a-0005-51,sw3682A-ms98-a-0005,sw3682.A.acc14.aw50,ms5A_pw37,15.69175,15.91175,like,Not Found: accent@type,full,statement,,,,,True
15,sw3682A-ms98-a-0005-56,sw3682A-ms98-a-0005,sw3682.A.acc15.aw55,ms5A_pw41,16.96925,17.412375,nice,Not Found: accent@type,full,statement,,,,,True
16,sw3682A-ms98-a-0005-58,sw3682A-ms98-a-0005,sw3682.A.acc16.aw57,ms5A_pw43,17.606875,18.459375,relaxed,Not Found: accent@type,full,statement,,,,,True
17,sw3682A-ms98-a-0005-60,sw3682A-ms98-a-0005,sw3682.A.acc17.aw59,ms5A_pw44,18.573875,18.846875,yeah,Not Found: accent@type,full,backchannel,,,,,True
18,sw3682A-ms98-a-0006-66,sw3682A-ms98-a-0006,sw3682.A.acc18.aw65,ms6A_pw48,19.433125,19.583125,don't,Not Found: accent@type,full,statement,,,,,True
20,sw3682A-ms98-a-0006-69,sw3682A-ms98-a-0006,sw3682.A.acc19.aw68,ms6A_pw51,19.863125,20.32575,arrive,Not Found: accent@type,full,statement,,,,,True
21,sw3682A-ms98-a-0006-75,sw3682A-ms98-a-0006,sw3682.A.acc20.aw74,ms6A_pw55,21.743125,21.883125,they,Not Found: accent@type,full,statement,,,,,True
22,sw3682A-ms98-a-0006-78,sw3682A-ms98-a-0006,sw3682.A.acc21.aw77,ms6A_pw58,22.573125,22.733125,me,Not Found: accent@type,full,statement,,,,,True
