,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw4877A-ms98-a-0002-5,sw4877A-ms98-a-0002,sw4877.A.acc1.aw4,ms2A_pw1,0.7105,1.290875,okay,Not Found: accent@type,full,other,,,,,True
1,sw4877A-ms98-a-0003-9,sw4877A-ms98-a-0003,sw4877.A.acc2.aw8,ms3A_pw3,2.750875,3.02375,so,Not Found: accent@type,full,opinion,,,,,True
2,sw4877A-ms98-a-0003-10,sw4877A-ms98-a-0003,sw4877.A.acc3.aw9,ms3A_pw4,3.02375,3.35575,your,Not Found: accent@type,full,opinion,,,,,True
3,sw4877A-ms98-a-0003-14,sw4877A-ms98-a-0003,sw4877.A.acc4.aw13,ms3A_pw8,3.789625,4.151125,guess,Not Found: accent@type,full,opinion,,,,,True
4,sw4877A-ms98-a-0003-16,sw4877A-ms98-a-0003,sw4877.A.acc5.aw15,ms3A_pw10,4.395875,4.569625,you're,Not Found: accent@type,full,opinion,,,,,True
6,sw4877A-ms98-a-0003-24,sw4877A-ms98-a-0003,sw4877.A.acc6.aw23,ms3A_pw17,6.679625,7.429625,situation,Not Found: accent@type,full,opinion,,,,,True
7,sw4877A-ms98-a-0003-27,sw4877A-ms98-a-0003,sw4877.A.acc7.aw26,ms3A_pw19,8.114875,8.369625,we're,Not Found: accent@type,full,opinion,,,,,True
9,sw4877A-ms98-a-0003-32,sw4877A-ms98-a-0003,sw4877.A.acc8.aw31,ms3A_pw24,8.939125,9.48725,past,Not Found: accent@type,full,statement,,,,,True
10,sw4877A-ms98-a-0003-37,sw4877A-ms98-a-0003,sw4877.A.acc9.aw36,ms3A_pw28,10.739625,11.029625,child,Not Found: accent@type,full,statement,,,,,True
11,sw4877A-ms98-a-0003-38,sw4877A-ms98-a-0003,sw4877.A.acc10.aw37,ms3A_pw29,11.029625,11.259625,care,Not Found: accent@type,full,statement,,,,,True
12,sw4877A-ms98-a-0003-41,sw4877A-ms98-a-0003,sw4877.A.acc11.aw40,ms3A_pw32,11.735,11.95825,kids,Not Found: accent@type,full,statement,,,,,True
13,sw4877A-ms98-a-0003-45,sw4877A-ms98-a-0003,sw4877.A.acc12.aw44,ms3A_pw36,12.399625,12.459625,we,Not Found: accent@type,full,statement,,,,,True
14,sw4877A-ms98-a-0003-49,sw4877A-ms98-a-0003,sw4877.A.acc13.aw48,ms3A_pw40,12.819625,13.489625,grandchildren,Not Found: accent@type,full,statement,,,,,True
15,sw4877A-ms98-a-0004-61...62,sw4877A-ms98-a-0004,sw4877.A.acc14.aw61,ms4A_pw49,18.107,18.587,six,Not Found: accent@type,full,statement,,,,,True
16,sw4877A-ms98-a-0004-68,sw4877A-ms98-a-0004,sw4877.A.acc15.aw67,ms4A_pw55,20.2485,20.688375,twenty,Not Found: accent@type,full,statement,,,,,True
17,sw4877A-ms98-a-0004-70...71,sw4877A-ms98-a-0004,sw4877.A.acc16.aw70,ms4A_pw57,21.136999999999997,21.430625,one,Not Found: accent@type,full,statement,,,,,True
18,sw4877A-ms98-a-0005-75,sw4877A-ms98-a-0005,sw4877.A.acc17.aw74,ms5A_pw59,22.9075,23.227625,they're,Not Found: accent@type,full,statement,,,,,True
