,break_id,btime,index,phraseTone,boundaryTone,phonword_id,start,end,phonword,binary_break
0,sw3925A.break.1,0.31,X,None,None,ms1A_pw1,0.04,0.31,-[o]kay,False
1,sw3925A.break.2,1.897375,1,None,None,ms2A_pw2,1.747375,1.897375,i,False
2,sw3925A.break.3,2.087375,3-,!H,None,ms2A_pw3,1.897375,2.087375,think,True
3,sw3925A.break.4,2.147375,1,None,None,ms2A_pw4,2.087375,2.147375,the,False
4,sw3925A.break.5,2.387375,1,None,None,ms2A_pw5,2.147375,2.387375,first,False
5,sw3925A.break.6,2.507375,1,None,None,ms2A_pw6,2.387375,2.507375,thing,False
6,sw3925A.break.7,2.637375,1,None,None,ms2A_pw7,2.507375,2.637375,they,False
7,sw3925A.break.8,2.817375,4,L,L,ms2A_pw8,2.637375,2.817375,said,True
8,sw3925A.break.9,3.087375,1,None,None,ms2A_pw9,2.817375,3.087375,i've,False
9,sw3925A.break.10,3.267375,1,None,None,ms2A_pw10,3.087375,3.267375,written,False
10,sw3925A.break.11,3.557375,3,L,None,ms2A_pw11,3.267375,3.557375,this,True
11,sw3925A.break.12,3.967375,4,L,H,ms2A_pw12,3.557375,3.967375,down,True
12,sw3925A.break.13,4.116375,1,None,None,ms2A_pw13,3.967375,4.116375,so,False
13,sw3925A.break.14,4.297125,1,None,None,ms2A_pw14,4.116375,4.297125,it,False
14,sw3925A.break.15,4.457375,2p,None,None,ms2A_pw15,4.297125,4.457375,would,False
15,sw3925A.break.16,4.717375,1,None,None,ms2A_pw16,4.577375,4.717375,is,False
16,sw3925A.break.17,4.887375,1,None,None,ms2A_pw17,4.717375,4.887375,it,False
17,sw3925A.break.18,5.087375,1p,None,None,ms2A_pw18,4.887375,5.087375,p[ossible]-,False
18,sw3925A.break.19,5.087375,0,None,None,ms2A_pw18,4.887375,5.087375,p[ossible]-,False
19,sw3925A.break.20,5.207375,0,None,None,ms2A_pw20,5.147375,5.207375,you,False
20,sw3925A.break.21,5.357375,1,None,None,ms2A_pw21,5.207375,5.357375,think,False
21,sw3925A.break.22,5.495375,1,None,None,ms2A_pw22,5.357375,5.495375,it's,False
22,sw3925A.break.23,6.087375,1,None,None,ms2A_pw23,5.5745,6.087375,possible,False
23,sw3925A.break.24,6.217375,1,None,None,ms2A_pw24,6.087375,6.217375,to,False
24,sw3925A.break.25,6.5215,4,None,None,ms2A_pw25,6.217375,6.5215,have,True
25,sw3925A.break.26,7.067375,1,None,None,ms2A_pw26,6.6345,7.067375,honesty,False
26,sw3925A.break.27,7.167375,1,None,None,ms2A_pw27,7.067375,7.167375,in,False
27,sw3925A.break.28,7.709625,4,None,None,ms2A_pw28,7.167375,7.709625,government,True
28,sw3925A.break.29,9.114125,0,None,None,ms3A_pw29,8.924125,9.114125,or,False
29,sw3925A.break.30,9.194125,1,None,None,ms3A_pw30,9.114125,9.194125,an,False
30,sw3925A.break.31,9.624125,1,None,None,ms3A_pw31,9.194125,9.624125,honest,False
31,sw3925A.break.32,10.144125,4,None,None,ms3A_pw32,9.624125,10.144125,government,True
32,sw3925B.break.2,12.230125,4,L,L,ms2B_pw1,11.750125,12.230125,okay,True
33,sw3925B.break.3,12.490125,1,None,None,ms2B_pw2,12.230125,12.490125,you're,False
34,sw3925B.break.4,12.990125,4,H,L,ms2B_pw3,12.490125,12.990125,asking,True
35,sw3925B.break.5,13.160125,1,None,None,ms2B_pw4,12.990125,13.160125,what,False
36,sw3925B.break.6,13.370125,1,None,None,ms2B_pw5,13.160125,13.370125,my,False
37,sw3925B.break.7,13.760125,1,None,None,ms2B_pw6,13.370125,13.760125,opinion,False
38,sw3925B.break.8,14.130125,4,L,H,ms2B_pw7,13.760125,14.130125,about,True
39,sw3925B.break.9,14.320125,1,None,None,ms2B_pw8,14.130125,14.320125,whether,False
40,sw3925B.break.10,14.450125,1,None,None,ms2B_pw9,14.320125,14.450125,[laughter-it's],False
