,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw2611A-ms98-a-0003-6,sw2611A-ms98-a-0003,sw2611.A.acc1.aw6,ms3A_pw1,2.253875,2.760625,okay,nuclear,full,other,,,,,True
1,sw2611A-ms98-a-0004-12,sw2611A-ms98-a-0004,sw2611.A.acc2.aw12,ms4A_pw3,5.537125,5.63875,i,nuclear,full,statement,,,,,True
2,sw2611A-ms98-a-0004-16,sw2611A-ms98-a-0004,sw2611.A.acc3.aw16,ms4A_pw6,6.146875,6.48875,trying,plain,full,statement,,,,,True
3,sw2611A-ms98-a-0004-18,sw2611A-ms98-a-0004,sw2611.A.acc4.aw18,ms4A_pw8,6.58875,6.81875,think,nuclear,full,statement,,,,,True
4,sw2611A-ms98-a-0004-20,sw2611A-ms98-a-0004,sw2611.A.acc5.aw20,ms4A_pw10,7.08875,7.27875,how,nuclear,full,statement,,,,,True
5,sw2611A-ms98-a-0004-23,sw2611A-ms98-a-0004,sw2611.A.acc6.aw23,ms4A_pw13,7.67875,7.856375,i,plain,full,statement,,,,,True
6,sw2611A-ms98-a-0004-26,sw2611A-ms98-a-0004,sw2611.A.acc7.aw26,ms4A_pw16,8.21875,8.50875,work,nuclear,full,statement,,,,,True
7,sw2611A-ms98-a-0004-29,sw2611A-ms98-a-0004,sw2611.A.acc8.aw29,ms4A_pw19,8.72875,9.10875,TI,plain,weak,statement,,,,,True
9,sw2611A-ms98-a-0004-33,sw2611A-ms98-a-0004,sw2611.A.acc9.aw33,ms4A_pw23,9.61875,10.29875,casual,nuclear,full,statement,,,,,True
10,sw2611A-ms98-a-0004-34,sw2611A-ms98-a-0004,sw2611.A.acc10.aw34,ms4A_pw24,10.29875,11.143375,atmosphere,nuclear,full,statement,,,,,True
11,sw2611A-ms98-a-0005-37,sw2611A-ms98-a-0005,sw2611.A.acc11.aw37,ms5A_pw25,12.380875,12.773625,and,nuclear,full,statement,,,,,True
12,sw2611A-ms98-a-0005-41,sw2611A-ms98-a-0005,sw2611.A.acc12.aw41,ms5A_pw29,13.073625,13.533625,usually,plain,full,statement,,,,,True
13,sw2611A-ms98-a-0005-45,sw2611A-ms98-a-0005,sw2611.A.acc13.aw45,ms5A_pw33,13.973625,14.493625,weekend,nuclear,full,statement,,,,,True
14,sw2611A-ms98-a-0005-51,sw2611A-ms98-a-0005,sw2611.A.acc14.aw51,ms5A_pw38,15.443625,15.823625,five,plain,full,statement,,,,,True
15,sw2611A-ms98-a-0005-52,sw2611A-ms98-a-0005,sw2611.A.acc15.aw52,ms5A_pw39,15.823625,16.653625,outfits,nuclear,full,statement,,,,,True
16,sw2611A-ms98-a-0006-59,sw2611A-ms98-a-0006,sw2611.A.acc16.aw59,ms6A_pw43,18.6025,18.9625,Monday,nuclear,full,statement,,,,,True
17,sw2611A-ms98-a-0006-62,sw2611A-ms98-a-0006,sw2611.A.acc17.aw62,ms6A_pw46,19.444125,19.6325,wear,nuclear,full,statement,,,,,True
18,sw2611A-ms98-a-0006-66,sw2611A-ms98-a-0006,sw2611.A.acc18.aw66,ms6A_pw49,20.0925,20.5025,worst,nuclear,full,statement,,,,,True
19,sw2611A-ms98-a-0006-70,sw2611A-ms98-a-0006,sw2611.A.acc19.aw70,ms6A_pw52,22.565875,23.175,because,nuclear,full,statement,,,,,True
20,sw2611A-ms98-a-0006-75,sw2611A-ms98-a-0006,sw2611.A.acc20.aw75,ms6A_pw56,24.7425,24.9325,seem,nuclear,full,statement,,,,,True
21,sw2611A-ms98-a-0006-79,sw2611A-ms98-a-0006,sw2611.A.acc21.aw79,ms6A_pw60,25.4525,25.99375,really,nuclear,full,statement,,,,,True
22,sw2611A-ms98-a-0006-86,sw2611A-ms98-a-0006,sw2611.A.acc22.aw86,ms6A_pw66,27.2825,27.7425,alive,nuclear,full,statement,,,,,True
23,sw2611A-ms98-a-0006-88,sw2611A-ms98-a-0006,sw2611.A.acc23.aw88,ms6A_pw68,27.9025,28.4625,Monday,nuclear,full,statement,,,,,True
24,sw2611A-ms98-a-0007-95,sw2611A-ms98-a-0007,sw2611.A.acc24.aw95,ms7A_pw73,30.125625,30.438875,then,nuclear,full,statement,,,,,True
25,sw2611A-ms98-a-0007-97,sw2611A-ms98-a-0007,sw2611.A.acc25.aw97,ms7A_pw74,30.64025,31.375625,progressively,nuclear,full,statement,,,,,True
26,sw2611A-ms98-a-0007-100,sw2611A-ms98-a-0007,sw2611.A.acc26.aw100,ms7A_pw77,31.695625,31.995625,week,nuclear,full,statement,,,,,True
27,sw2611A-ms98-a-0007-105,sw2611A-ms98-a-0007,sw2611.A.acc27.aw105,ms7A_pw81,33.165625,33.535625,nicer,nuclear,full,statement,,,,,True
28,sw2611A-ms98-a-0007-108,sw2611A-ms98-a-0007,sw2611.A.acc28.aw108,ms7A_pw83,34.265625,34.665625,things,nuclear,full,statement,,,,,True
29,sw2611A-ms98-a-0007-112,sw2611A-ms98-a-0007,sw2611.A.acc29.aw112,ms7A_pw87,35.075625,35.415625,Friday,nuclear,full,statement,,,,,True
30,sw2611A-ms98-a-0007-114,sw2611A-ms98-a-0007,sw2611.A.acc30.aw114,ms7A_pw89,35.685625,36.105625,everybody,nuclear,full,statement,,,,,True
31,sw2611A-ms98-a-0007-117,sw2611A-ms98-a-0007,sw2611.A.acc31.aw117,ms7A_pw91,36.479,37.033375,jeans,nuclear,full,statement,,,,,True
32,sw2611A-ms98-a-0007-121,sw2611A-ms98-a-0007,sw2611.A.acc32.aw121,ms7A_pw94,37.665625,38.459125,sweatshirts,nuclear,full,statement,,,,,True
33,sw2611A-ms98-a-0008-124,sw2611A-ms98-a-0008,sw2611.A.acc33.aw124,ms8A_pw95,39.949875,40.265,or,nuclear,full,statement,,,,,True
34,sw2611A-ms98-a-0008-128,sw2611A-ms98-a-0008,sw2611.A.acc34.aw128,ms8A_pw98,40.675,40.955,jeans,plain,weak,statement,,,,,True
35,sw2611A-ms98-a-0008-130,sw2611A-ms98-a-0008,sw2611.A.acc35.aw130,ms8A_pw100,41.105,41.695,blouses,nuclear,full,statement,,,,,True
36,sw2611A-ms98-a-0008-135,sw2611A-ms98-a-0008,sw2611.A.acc36.aw135,ms8A_pw104,42.464125,42.806875,that,nuclear,full,statement,,,,,True
37,sw2611A-ms98-a-0009-142,sw2611A-ms98-a-0009,sw2611.A.acc37.aw142,ms9A_pw107,44.715875,45.135875,mostly,pre-nuclear,full,statement,,,,,True
38,sw2611A-ms98-a-0009-144,sw2611A-ms98-a-0009,sw2611.A.acc38.aw144,ms9A_pw109,45.355875,45.485875,i,nuclear,full,statement,,,,,True
39,sw2611A-ms98-a-0009-148,sw2611A-ms98-a-0009,sw2611.A.acc39.aw148,ms9A_pw112,46.445875,46.885875,skirts,plain,full,statement,,,,,True
40,sw2611A-ms98-a-0009-150,sw2611A-ms98-a-0009,sw2611.A.acc40.aw150,ms9A_pw114,47.045875,47.695875,blouses,nuclear,full,statement,,,,,True
