,break_id,btime,index,phraseTone,boundaryTone,phonword_id,start,end,phonword,binary_break
0,sw3023A.break.1,3.769875,2p,None,None,ms4A_pw6,3.569875,3.769875,had,False
1,sw3023A.break.2,5.756,2p,None,None,ms4A_pw15,5.449625,5.756,wa[s]-,False
2,sw3023A.break.3,7.421125,3,None,None,ms4A_pw22,6.939875,7.421125,crime,True
3,sw3023A.break.4,8.7755,4,None,None,ms4A_pw24,7.959875,8.7755,America,True
4,sw3023A.break.5,9.779875,3,None,None,ms4A_pw28,9.399875,9.779875,anyway,True
5,sw3023A.break.6,10.569875,3,None,None,ms4A_pw31,10.049875,10.569875,was,True
6,sw3023A.break.7,11.7475,4,None,None,ms4A_pw34,11.109875,11.7475,centuries,True
7,sw3023A.break.8,13.264125,3,None,None,ms5A_pw36,12.696,13.264125,before,True
8,sw3023A.break.9,13.917875,X,None,None,ms5A_pw37,13.264125,13.917875,uh,False
9,sw3023A.break.10,17.484,4,None,None,ms5A_pw51,17.207875,17.484,that,True
10,sw3023A.break.11,19.351875,4,None,None,ms6A_pw55,19.0245,19.351875,had,True
11,sw3023A.break.12,20.4745,3,None,None,ms6A_pw56,19.6495,20.4745,advanced,True
12,sw3023A.break.13,21.0045,X,None,None,ms6A_pw57,20.4745,21.0045,uh,False
13,sw3023A.break.14,22.3745,3,None,None,ms6A_pw59,21.6145,22.3745,methods,True
14,sw3023A.break.15,24.31375,4,None,None,ms6A_pw64,23.6345,24.31375,devices,True
15,sw3023A.break.16,27.561875,4,None,None,ms7A_pw69,26.72625,27.561875,statistics,True
16,sw3023A.break.17,29.88575,4,None,None,ms7A_pw75,29.31625,29.88575,budgets,True
17,sw3023A.break.18,32.771375,3,None,None,ms8A_pw83,32.421375,32.771375,guess,True
18,sw3023A.break.19,34.274875,3,None,None,ms8A_pw86,33.80625,34.274875,the,True
19,sw3023A.break.20,34.642125,X,None,None,ms8A_pw87,34.274875,34.642125,uh,False
20,sw3023A.break.21,37.001375,3,None,None,ms8A_pw94,36.581375,37.001375,available,True
21,sw3023A.break.22,39.0605,4,None,None,ms8A_pw103,38.724375,39.0605,crime,True
22,sw3023A.break.23,43.409625,2p,None,None,ms11A_pw109,43.249625,43.409625,in,False
23,sw3023A.break.24,44.69575,4,None,None,ms11A_pw115,44.329625,44.69575,C,True
24,sw3023A.break.25,46.947875,X,None,None,ms12A_pw119,46.727875,46.947875,know,False
25,sw3023A.break.26,47.967875,3,None,None,ms12A_pw126,47.807875,47.967875,here,True
26,sw3023A.break.27,49.177875,4,None,None,ms12A_pw132,48.867875,49.177875,often,True
27,sw3023A.break.28,49.827875,2p,None,None,ms12A_pw134,49.377875,49.827875,and,False
28,sw3023A.break.29,50.847875,3,None,None,ms12A_pw138,50.567875,50.847875,a,True
29,sw3023A.break.30,52.377875,4,None,None,ms12A_pw144,51.807875,52.377875,perception,True
30,sw3023A.break.31,52.823875,4,None,None,ms12A_pw146,52.517875,52.823875,some,True
31,sw3023A.break.32,54.117875,3,None,None,ms12A_pw148,53.807875,54.117875,lovely,True
32,sw3023A.break.33,54.767875,3,None,None,ms12A_pw150,54.227875,54.767875,marvelous,True
33,sw3023A.break.34,56.567875,4,None,None,ms12A_pw155,55.947875,56.567875,Washington,True
34,sw3023A.break.35,59.3465,3,None,None,ms13A_pw160,58.700375,59.3465,makeup,True
35,sw3023A.break.36,64.170375,3,None,None,ms13A_pw174,63.660375,64.170375,violent,True
36,sw3023A.break.37,64.70675,3,None,None,ms13A_pw176,64.420375,64.70675,they,True
37,sw3023A.break.38,65.04775,X,None,None,ms13A_pw177,64.70675,65.04775,uh,False
38,sw3023B.break.1,66.631875,4,None,None,ms12B_pw31,66.111875,66.631875,attention,True
39,sw3023B.break.2,68.265125,4,None,None,ms12B_pw40,68.051875,68.265125,that,True
40,sw3023A.break.39,70.77825,3,None,None,ms15A_pw187,70.53825,70.77825,minute,True
41,sw3023A.break.40,74.248625,X,None,None,ms16A_pw193,73.95175,74.248625,um,False
42,sw3023A.break.41,76.93025,3,None,None,ms16A_pw196,76.77175,76.93025,of,True
43,sw3023A.break.42,77.316125,X,None,None,ms16A_pw197,76.93025,77.316125,uh,False
44,sw3023A.break.43,78.4785,2p,None,None,ms17A_pw198,78.091375,78.4785,educate,False
45,sw3023A.break.44,79.830875,4,None,None,ms17A_pw204,79.4985,79.830875,was,True
46,sw3023A.break.45,81.6885,4,None,None,ms17A_pw208,81.1785,81.6885,czar,True
47,sw3023A.break.46,82.0585,X,None,None,ms17A_pw209,81.6885,82.0585,uh,False
48,sw3023A.break.47,82.6595,X,None,None,ms17A_pw211,82.49175,82.6595,uh,False
49,sw3023A.break.48,83.942875,4,None,None,ms17A_pw214,83.5085,83.942875,Bush,True
50,sw3023A.break.49,85.84875,3,None,None,ms17A_pw221,85.6385,85.84875,it,True
51,sw3023A.break.51,87.14525,3,None,None,ms18A_pw224,86.81525,87.14525,area,True
52,sw3023A.break.52,88.29525,4,None,None,ms18A_pw229,88.16525,88.29525,it,True
53,sw3023A.break.53,89.09275,3,None,None,ms18A_pw233,88.88525,89.09275,that,True
54,sw3023A.break.54,90.76525,2p,None,None,ms18A_pw238,90.25525,90.76525,without,False
55,sw3023A.break.55,91.555375,2p,None,None,ms18A_pw240,91.22525,91.555375,with,False
56,sw3023A.break.56,91.555375,3,None,None,ms18A_pw240,91.22525,91.555375,with,True
57,sw3023A.break.57,92.69775,4,None,None,ms18A_pw242,92.03525,92.69775,success,True
58,sw3023A.break.58,94.26275,4,None,None,ms18A_pw246,93.794,94.26275,entire,True
59,sw3023A.break.59,96.39575,2p,None,None,ms19A_pw250,96.08175,96.39575,a,False
60,sw3023A.break.60,97.256125,4,None,None,ms19A_pw255,96.907875,97.256125,money,True
61,sw3023A.break.61,97.790375,2p,None,None,ms19A_pw257,97.47675,97.790375,and,False
62,sw3023A.break.62,98.746125,X,None,None,ms19A_pw259,98.2075,98.746125,uh,False
63,sw3023A.break.63,100.328625,4,None,None,ms19A_pw264,100.107875,100.328625,that,True
64,sw3023B.break.3,101.086,2p,None,None,ms16B_pw44,100.946,101.086,you,False
65,sw3023B.break.4,101.646,3,None,None,ms16B_pw48,101.406,101.646,think,True
66,sw3023B.break.5,102.056,2p,None,None,ms16B_pw50,101.916,102.056,is,False
67,sw3023B.break.6,102.766,3,None,None,ms16B_pw53,102.646,102.766,this,True
68,sw3023B.break.7,105.286,3,None,None,ms16B_pw62,104.90475,105.286,crime,True
69,sw3023B.break.8,105.7155,2p,None,None,ms16B_pw64,105.61,105.7155,though,False
70,sw3023B.break.9,107.42075,4,None,None,ms16B_pw71,106.976,107.42075,number,True
71,sw3023B.break.10,110.096,3,None,None,ms16B_pw80,109.456,110.096,intensity,True
72,sw3023B.break.11,111.056,4,None,None,ms16B_pw83,110.806,111.056,too,True
73,sw3023A.break.64,111.3655,2p,None,None,ms24A_pw268,111.17399999999999,111.3655,i,False
74,sw3023A.break.65,111.696875,X,None,None,ms24A_pw269,111.50325,111.696875,uh,False
75,sw3023A.break.66,113.287125,3,None,None,ms24A_pw275,112.991875,113.287125,it,True
76,sw3023A.break.67,113.867,4,None,None,ms24A_pw279,113.72325,113.867,things,True
77,sw3023A.break.68,116.914,4,None,None,ms24A_pw288,116.64399999999999,116.914,things,True
78,sw3023A.break.69,117.53399999999999,2p,None,None,ms24A_pw291,117.384,117.53399999999999,i,False
79,sw3023A.break.70,119.6285,X,None,None,ms24A_pw299,119.36399999999999,119.6285,uh,False
80,sw3023A.break.71,121.102875,3,None,None,ms24A_pw302,120.844,121.102875,that,True
81,sw3023A.break.72,123.214,3,None,None,ms24A_pw307,122.694,123.214,television,True
82,sw3023A.break.73,124.17625,4,None,None,ms24A_pw311,123.634,124.17625,movies,True
83,sw3023A.break.74,126.419875,4,None,None,ms25A_pw318,126.141875,126.419875,about,True
84,sw3023A.break.75,127.55625,X,None,None,ms25A_pw321,126.951875,127.55625,uh,False
85,sw3023A.break.76,129.50225,4,None,None,ms26A_pw324,129.248,129.50225,of,True
86,sw3023A.break.77,129.896875,X,None,None,ms26A_pw325,129.62175,129.896875,uh,False
87,sw3023A.break.78,131.158,3,None,None,ms26A_pw328,130.628,131.158,guys,True
88,sw3023A.break.79,132.548625,4,None,None,ms26A_pw334,132.398,132.548625,that,True
89,sw3023A.break.80,132.971375,2p,None,None,ms26A_pw336,132.749125,132.971375,i'm,False
90,sw3023A.break.81,133.418,2p,None,None,ms26A_pw338,133.138,133.418,even,False
91,sw3023A.break.82,135.063375,3,None,None,ms27A_pw341,134.50975,135.063375,even,True
92,sw3023A.break.83,137.119625,3,None,None,ms28A_pw346,136.912,137.119625,like,True
93,sw3023A.break.84,137.45475,X,None,None,ms28A_pw347,137.237875,137.45475,uh,False
94,sw3023A.break.85,137.982,3,None,None,ms28A_pw348,137.45475,137.982,football,True
95,sw3023A.break.86,138.43200000000002,3,None,None,ms28A_pw349,137.982,138.43200000000002,hockey,True
96,sw3023A.break.87,138.982,2p,None,None,ms28A_pw352,138.752,138.982,the,False
97,sw3023A.break.88,139.46200000000002,2p,None,None,ms28A_pw354,139.142,139.46200000000002,and,False
98,sw3023A.break.89,139.46200000000002,2p,None,None,ms28A_pw354,139.142,139.46200000000002,and,False
99,sw3023A.break.90,139.693625,X,None,None,ms28A_pw356,139.532,139.693625,know,False
100,sw3023A.break.91,140.272375,2p,None,None,ms28A_pw358,139.82925,140.272375,the,False
101,sw3023A.break.92,140.272375,2p,None,None,ms28A_pw358,139.82925,140.272375,the,False
102,sw3023A.break.93,141.75,3,None,None,ms28A_pw363,141.578125,141.75,now,True
103,sw3023A.break.94,142.093875,2p,None,None,ms28A_pw365,141.90200000000002,142.093875,the,False
104,sw3023A.break.95,143.4315,4,None,None,ms28A_pw371,143.05200000000002,143.4315,fight,True
105,sw3023A.break.96,145.702625,3,None,None,ms28A_pw378,145.40200000000002,145.702625,to,True
106,sw3023A.break.97,147.592,3,None,None,ms28A_pw383,147.102,147.592,violence,True
107,sw3023A.break.98,148.19975,4,None,None,ms28A_pw385,147.74200000000002,148.19975,settle,True
108,sw3023A.break.99,149.03,2p,None,None,ms28A_pw387,148.647625,149.03,uh,False
109,sw3023A.break.100,149.482,4,None,None,ms28A_pw389,149.209125,149.482,argument,True
110,sw3023A.break.101,149.8015,3,None,None,ms28A_pw390,149.482,149.8015,and,True
