,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw3917A-ms98-a-0002-5,sw3917A-ms98-a-0002,sw3917.A.acc1.aw4,ms2A_pw1,0.31575,0.779875,okay,Not Found: accent@type,full,other,,,,,True
1,sw3917A-ms98-a-0003-11,sw3917A-ms98-a-0003,sw3917.A.acc2.aw10,ms3A_pw5,2.98525,3.16525,wanna,Not Found: accent@type,weak,yn_q,,,,,True
3,sw3917A-ms98-a-0003-13,sw3917A-ms98-a-0003,sw3917.A.acc3.aw12,ms3A_pw7,3.31525,3.72525,ahead,Not Found: accent@type,full,yn_q,,,,,True
4,sw3917A-ms98-a-0010-29,sw3917A-ms98-a-0010,sw3917.A.acc4.aw28,ms10A_pw12,37.961375,38.48225,right,Not Found: accent@type,full,backchannel,,,,,True
5,sw3917A-ms98-a-0012-33,sw3917A-ms98-a-0012,sw3917.A.acc5.aw32,ms12A_pw13,47.436375,47.546375,i,Not Found: accent@type,full,statement,,,,,True
6,sw3917A-ms98-a-0012-35,sw3917A-ms98-a-0012,sw3917.A.acc6.aw34,ms12A_pw15,47.686375,48.066375,too,Not Found: accent@type,full,statement,,,,,True
7,sw3917A-ms98-a-0012-37,sw3917A-ms98-a-0012,sw3917.A.acc7.aw36,ms12A_pw17,48.206375,48.476375,like,Not Found: accent@type,full,statement,,,,,True
8,sw3917A-ms98-a-0012-39,sw3917A-ms98-a-0012,sw3917.A.acc8.aw38,ms12A_pw19,48.566375,49.036375,idea,Not Found: accent@type,full,statement,,,,,True
9,sw3917A-ms98-a-0012-41,sw3917A-ms98-a-0012,sw3917.A.acc9.aw40,ms12A_pw21,49.126375,49.386375,see,Not Found: accent@type,full,statement,,,,,True
10,sw3917A-ms98-a-0012-44,sw3917A-ms98-a-0012,sw3917.A.acc10.aw43,ms12A_pw24,49.676375,49.946375,more,Not Found: accent@type,full,statement,,,,,True
11,sw3917A-ms98-a-0012-48,sw3917A-ms98-a-0012,sw3917.A.acc11.aw47,ms12A_pw27,50.886375,51.38075,children,Not Found: accent@type,full,statement,,,,,True
12,sw3917A-ms98-a-0012-51,sw3917A-ms98-a-0012,sw3917.A.acc12.aw50,ms12A_pw30,51.616375,52.096375,five,Not Found: accent@type,full,statement,,,,,True
13,sw3917A-ms98-a-0012-54,sw3917A-ms98-a-0012,sw3917.A.acc13.aw53,ms12A_pw33,52.566375,52.716375,they're,Not Found: accent@type,full,statement,,,,,True
