,msstateID,msstate,accent_id,phonword_id,start,end,phonword,atype,strength,da,phrase_id,phrase_start,phrase_end,type,binary_accent
0,sw2316A-ms98-a-0002-5,sw2316A-ms98-a-0002,sw2316.A.acc1.aw5,ms2A_pw3,1.6575,2.020875,hard,nuclear,full,opinion,,,,,True
1,sw2316A-ms98-a-0002-7,sw2316A-ms98-a-0002,sw2316.A.acc2.aw7,ms2A_pw5,2.288375,2.6775,topic,plain,full,opinion,,,,,True
2,sw2316A-ms98-a-0002-9,sw2316A-ms98-a-0002,sw2316.A.acc3.aw9,ms2A_pw7,2.9575,3.1575,is,nuclear,full,rhet_q,,,,,True
3,sw2316A-ms98-a-0002-14,sw2316A-ms98-a-0002,sw2316.A.acc4.aw14,ms2A_pw11,3.7775,3.9375,is,plain,weak,rhet_q,,,,,True
4,sw2316A-ms98-a-0002-19,sw2316A-ms98-a-0002,sw2316.A.acc5.aw19,ms2A_pw16,4.6575,4.9575,job,nuclear,full,rhet_q,,,,,True
5,sw2316A-ms98-a-0002-22,sw2316A-ms98-a-0002,sw2316.A.acc6.aw22,ms2A_pw19,5.1075,5.4875,bad,nuclear,full,rhet_q,,,,,True
6,sw2316A-ms98-a-0002-23,sw2316A-ms98-a-0002,sw2316.A.acc7.aw23,ms2A_pw20,5.4875,5.8375,job,plain,full,rhet_q,,,,,True
7,sw2316A-ms98-a-0002-29,sw2316A-ms98-a-0002,sw2316.A.acc8.aw29,ms2A_pw25,6.7575,7.2075,divide,nuclear,full,opinion,,,,,True
8,sw2316A-ms98-a-0002-33,sw2316A-ms98-a-0002,sw2316.A.acc9.aw33,ms2A_pw29,7.8975,8.5775,categories,nuclear,full,opinion,,,,,True
9,sw2316A-ms98-a-0002-39,sw2316A-ms98-a-0002,sw2316.A.acc10.aw39,ms2A_pw35,9.3675,9.937875,city,nuclear,full,opinion,,,,,True
10,sw2316A-ms98-a-0002-44,sw2316A-ms98-a-0002,sw2316.A.acc11.aw44,ms2A_pw39,10.8175,11.263875,live,nuclear,full,opinion,,,,,True
11,sw2316A-ms98-a-0002-46,sw2316A-ms98-a-0002,sw2316.A.acc12.aw46,ms2A_pw40,11.6895,11.8175,in,nuclear,full,opinion,,,,,True
12,sw2316A-ms98-a-0002-50,sw2316A-ms98-a-0002,sw2316.A.acc13.aw50,ms2A_pw43,12.3675,12.7475,rural,nuclear,full,opinion,,,,,True
13,sw2316A-ms98-a-0002-53,sw2316A-ms98-a-0002,sw2316.A.acc14.aw53,ms2A_pw46,13.2875,13.486625,i,nuclear,full,opinion,,,,,True
14,sw2316A-ms98-a-0007-108,sw2316A-ms98-a-0007,sw2316.A.acc15.aw108,ms7A_pw90,37.24525,37.77525,problem,nuclear,full,opinion,,,,,True
15,sw2316A-ms98-a-0007-109,sw2316A-ms98-a-0007,sw2316.A.acc16.aw109,ms7A_pw91,37.77525,38.117875,there,plain,full,opinion,,,,,True
16,sw2316A-ms98-a-0007-112,sw2316A-ms98-a-0007,sw2316.A.acc17.aw112,ms7A_pw93,38.614625,38.79525,pretty,plain,weak,statement,,,,,True
17,sw2316A-ms98-a-0007-114,sw2316A-ms98-a-0007,sw2316.A.acc18.aw114,ms7A_pw95,39.09525,39.73525,funded,nuclear,full,statement,,,,,True
18,sw2316A-ms98-a-0007-117,sw2316A-ms98-a-0007,sw2316.A.acc19.aw117,ms7A_pw98,40.20525,40.47525,are,nuclear,full,opinion,,,,,True
19,sw2316A-ms98-a-0007-124,sw2316A-ms98-a-0007,sw2316.A.acc20.aw124,ms7A_pw105,42.01525,42.858375,struggling,nuclear,full,opinion,,,,,True
20,sw2316A-ms98-a-0008-127,sw2316A-ms98-a-0008,sw2316.A.acc21.aw127,ms8A_pw106,43.59225,43.96225,but,nuclear,full,abandon,,,,,True
