,break_time,x,break,wrd_id
0,0.87,76,1,0
1,1.15,76,1,1
2,1.63,76,3,2
3,1.72,76,1,3
4,1.79,76,1,4
5,2.04,76,1,5
6,2.31,76,2,6
7,2.79,76,4,7
8,3.09,76,3,8
9,3.18,76,1,9
10,3.7,76,3,10
11,4.43,76,1,11
12,4.57,76,1,12
13,4.64,76,1,13
14,4.88,76,1,14
15,5.31,76,4,15
16,5.82,76,1-,16
17,5.95,76,1,17
18,6.14,76,1,18
19,6.82,76,3,19
20,6.93,76,1,20
21,7.38,76,2,21
22,8.16,76,4,22
23,8.82,76,1,23
24,9.47,76,3,24
25,9.57,76,1,25
26,9.6,76,1,26
27,10.16,76,1,27
28,10.58,76,4,28
29,10.72,76,1,29
30,11.44,76,1,30
31,11.57,76,1,31
32,11.89,76,1,32
33,12.82,76,1,33
34,13.13,76,4,34
