,break_time,x,break,wrd_id
0,1.85,76,1,0
1,2.11,76,3,1
2,2.23,76,1-,2
3,2.35,76,1,3
4,2.61,76,1,4
5,3.2,76,3,5
6,3.44,76,1,6
7,3.8,76,1,7
8,4.13,76,1,8
9,4.55,76,4,9
10,4.68,76,1-,10
11,5.22,76,1,11
12,5.46,76,1,12
13,5.72,76,3,13
14,5.89,76,1,14
15,6.31,76,4,15
16,6.99,76,2,16
17,7.15,76,1,17
18,7.23,76,1,18
19,7.59,76,4-,19
20,7.68,76,1-,20
21,8.38,76,3,21
22,8.95,76,1,22
23,9.38,76,4,23
24,10.04,76,1-,24
25,10.18,76,1,25
26,10.5,76,2,26
27,10.63,76,1-,27
28,11.14,76,3,28
29,11.72,76,1,29
30,11.84,76,1,30
31,12.17,76,1,31
32,12.26,76,1-,32
33,12.66,76,3,33
34,12.83,76,0,34
35,12.91,76,1,35
36,13.11,76,1,36
37,13.82,76,4-,37
38,13.96,76,1-,38
39,14.26,76,4,39
40,14.98,76,1,40
41,15.23,76,3,41
42,15.48,76,2,42
43,16.09,76,4,43
44,16.27,76,1,44
45,16.540001,76,1,45
46,17.09,76,4,46
47,17.18,76,1,47
48,17.4,76,1,48
49,17.690001,76,1,49
50,17.84,76,1,50
51,17.9,76,1,51
52,18.190001,76,4,52
53,19.17,76,1-,53
54,19.629999,76,1,54
55,19.969999,76,3,55
56,20.09,76,1-,56
57,20.370001,76,1,57
58,21.01,76,4,58
59,21.059999,76,1-,59
60,21.459999,76,2-,60
61,21.91,76,1,61
62,22.42,76,4,62
63,22.91,76,0,63
64,23.209999,76,2,64
65,23.290001,76,1-,65
66,23.700001,76,4-,66
67,23.780001,76,1,67
68,24.129999,76,2,68
69,24.360001,76,1,69
70,24.73,76,1,70
71,25.110001,76,4,71
72,25.860001,76,1,72
73,26.040001,76,1,73
74,26.25,76,1,74
75,26.719999,76,1,75
76,27.309999,76,3,76
77,27.370001,76,1,77
78,27.559999,76,0,78
79,27.700001,76,1,79
80,27.77,76,1,80
81,28.01,76,3,81
82,28.17,76,1,82
83,28.58,76,1,83
84,28.889999,76,1,84
85,29.27,76,4,85
86,29.85,76,1-,86
87,30.110001,76,1,87
88,30.540001,76,2,88
89,30.790001,76,3,89
90,30.940001,76,1-,90
91,31.450001,76,3,91
92,32.150002,76,3,92
93,32.540001,76,2,93
94,32.639999,76,1-,94
95,32.849998,76,1,95
96,32.98,76,1,96
97,33.68,76,4-,97
98,33.970001,76,1,98
99,34.040001,76,1,99
100,34.509998,76,1,100
101,34.84,76,4,101
102,35.43,76,1,102
103,35.98,76,3,103
104,36.509998,76,3,104
105,36.610001,76,1,105
106,36.93,76,2,106
107,37.009998,76,1,107
108,37.330002,76,3-,108
109,37.860001,76,3,109
110,37.98,76,1-,110
111,38.23,76,1,111
112,38.290001,76,1,112
113,38.630001,76,1,113
114,39.0,76,1,114
115,39.279999,76,4,115
116,40.02,76,1,116
117,41.040001,76,4,117
118,41.330002,76,1-,118
119,41.630001,76,1,119
120,42.240002,76,4,120
