,peak_time,x,ton,syl_id,wrd_id,prominent_syll
0,0.426706,115,HiF0,0,0,False
1,0.755374,115,!H*,1,0,True
2,0.984431,115,L-L%,2,0,False
3,1.262302,115,L*+H,3,1,True
4,1.81429,115,H*,4,4,True
5,1.837347,115,HiF0,5,4,False
6,2.253627,115,!H*,6,5,True
7,2.689209,115,!H*,7,6,True
8,3.094751,115,L-L%,8,7,False
9,3.474008,115,H*,9,10,True
10,3.504011,115,HiF0,10,10,False
11,3.684289,115,L-L%,11,10,False
12,4.814432,115,H*,12,15,True
13,4.834258,115,HiF0,13,15,False
14,5.171112,115,L-L%,14,16,False
15,5.907374,115,H*,15,19,True
16,5.908463,115,HiF0,16,19,False
17,5.992715,115,!H-,17,19,False
18,6.340189,115,HiF0,18,21,False
19,6.3642,115,H*,19,21,True
20,6.459582,115,L-L%,20,21,False
21,7.183305,115,H*,21,23,True
22,7.20557,115,HiF0,22,23,False
23,8.106999,115,H*,23,25,True
24,8.16724,115,H-,24,25,False
25,8.493544,115,H*,25,28,True
26,8.520829,115,HiF0,26,28,False
27,9.075873,115,!H*,27,31,True
28,9.316836,115,L-L%,28,31,False
29,10.273495,115,L+H*,29,36,True
30,10.60984,115,*?,30,37,False
31,10.727575,115,HiF0,31,38,False
32,10.762617,115,H*,32,38,True
33,10.96844,115,L-L%,33,38,False
34,11.144241,115,HiF0,34,39,False
35,11.146988,115,H*,35,39,True
36,11.674096,115,!H*,36,41,True
37,11.819678,115,L-L%,37,41,False
38,12.256424,115,H*,38,43,True
39,12.67309,115,H*,39,44,True
40,12.720543,115,HiF0,40,44,False
41,12.934134,115,!H-,41,44,False
42,13.330719,115,HiF0,42,46,False
43,13.335739,115,H*,43,46,True
44,13.531522,115,L-L%,44,46,False
