,peak_time,x,ton,syl_id,wrd_id,prominent_syll
0,0.676276,115,L+H*,0,1,True
1,0.676276,115,HiF0,1,1,False
2,0.759425,115,H-,2,1,False
3,1.003327,115,H*,3,2,True
4,1.031044,115,HiF0,4,2,False
5,1.380268,115,!H*,5,3,True
6,1.701776,115,!H*,6,4,True
7,1.812641,115,H-,7,4,False
8,2.08426,115,L+H*,8,6,True
9,2.821512,115,L+H*,9,10,True
10,2.821512,115,HiF0,10,10,False
11,3.037698,115,L-L%,11,10,False
12,3.575393,115,L+H*,12,13,True
13,3.74169,115,H*,13,13,True
14,4.100596,115,L*+H,14,14,True
15,4.566228,115,H*,15,16,True
16,4.566228,115,HiF0,16,16,False
17,5.042947,115,L-L%,17,16,False
18,5.575095,115,H*,18,18,True
19,6.051814,115,L+H*,19,20,True
20,6.0629,115,HiF0,20,20,False
21,6.212568,115,L-L%,21,21,False
22,6.783522,115,L+H*,22,22,True
23,7.149376,115,L+!H*,23,23,False
24,7.470884,115,L+H*,24,24,True
25,7.72033,115,L+H*,25,25,True
26,8.097271,115,L+H*,26,27,True
27,8.452039,115,L+H*,27,29,True
28,8.98419,115,L+H*,28,30,True
29,9.083964,115,HiF0,29,30,False
30,9.53851,115,L-,30,32,False
31,9.732523,115,H*,31,33,True
32,10.175983,115,L+H*,32,36,True
33,10.508578,115,X%?,33,37,False
34,10.830086,115,L+H*,34,39,True
35,10.84717,115,HiF0,35,39,False
36,11.029643,115,!H*,36,40,True
37,11.184853,115,H-,37,40,False
38,11.474948,115,HiF0,38,42,False
39,11.49717,115,H*,39,42,True
40,11.630503,115,H-,40,42,False
41,11.991614,115,H*,41,44,True
42,11.991614,115,HiF0,42,44,False
43,12.069392,115,H-,43,44,False
44,12.613836,115,HiF0,44,47,False
45,12.641613,115,L+H*,45,47,True
46,13.019391,115,L-L%,46,48,False
47,13.641615,115,H*,47,49,True
48,13.641615,115,HiF0,48,49,False
49,13.808282,115,!H*,49,50,True
50,14.24717,115,L-L%,50,50,False
51,14.374948,115,H*,51,51,True
52,14.374948,115,HiF0,52,51,False
53,14.691615,115,!H*,53,52,True
54,14.886059,115,L-L%,54,52,False
55,15.186059,115,L+H*,55,54,True
56,15.186059,115,HiF0,56,54,False
57,15.486059,115,L+!H*,57,56,False
58,15.608281,115,!H-,58,56,False
59,16.05828,115,H*,59,57,True
60,16.05828,115,HiF0,60,57,False
