,break_time,x,break,wrd_id
0,0.264608,123,2-,0
1,0.678059,123,1,1
2,1.00882,123,2,2
3,1.584159,123,3,3
4,1.951487,123,1,4
5,2.094817,123,1,5
6,2.194045,123,1,6
7,2.877617,123,1,7
8,3.531355,123,3,8
9,4.073868,123,1,9
10,4.586547,123,1,10
11,5.14884,123,3-,11
12,5.242556,123,1,12
13,5.573316,123,1,13
14,6.133453,123,4,14
15,6.615215,123,1-,15
16,6.747519,123,1,16
17,6.998943,123,4,17
18,7.221609,123,1,18
19,7.513781,123,1,19
20,8.046353,123,4-,20
21,8.21389,123,1,21
22,8.484012,123,1,22
23,8.886437,123,1,23
24,9.468624,123,3,24
25,10.0882,123,1,25
26,10.53257,123,4,26
27,10.738698,123,1-,27
28,11.108047,123,1,28
29,11.646133,123,4,29
30,12.144431,123,1-,30
31,12.254684,123,1,31
32,12.908535,123,3,32
33,13.059535,123,1,33
34,13.676954,123,1,34
35,13.941563,123,1,35
36,14.143375,123,4,36
37,14.688731,123,1-,37
38,14.74937,123,1-,38
39,14.97539,123,1,39
40,15.537683,123,4,40
41,15.940108,123,3,41
42,16.122026,123,1,42
43,16.265356,123,1,43
44,16.463812,123,0,44
45,16.557528,123,1-,45
46,17.026105,123,4,46
