,break_time,x,break,wrd_id
0,0.55,76,1,0
1,0.83,76,1,1
2,1.36,76,4,2
3,1.46,76,1,3
4,1.52,76,1,4
5,1.69,76,1,5
6,1.99,76,1,6
7,2.46,76,4,7
8,2.79,76,1,8
9,2.85,76,1,9
10,3.26,76,2,10
11,3.98,76,3,11
12,4.17,76,1,12
13,4.21,76,1,13
14,4.55,76,1,14
15,5.01,76,4,15
16,5.5,76,1-,16
17,5.6,76,1,17
18,5.77,76,1,18
19,6.53,76,4-,19
20,6.71,76,1,20
21,7.21,76,2,21
22,8.07,76,4,22
23,8.87,76,1,23
24,9.53,76,4-,24
25,9.66,76,1,25
26,9.7,76,1,26
27,10.2,76,1,27
28,10.6,76,4-,28
29,10.74,76,1,29
30,11.47,76,3,30
31,11.62,76,1,31
32,12.01,76,1,32
33,12.37,76,2,33
34,13.06,76,4,34
