,break_time,x,break,wrd_id
0,0.97,76,2,0
1,1.1,76,1-,1
2,1.67,76,3,2
3,1.76,76,1,3
4,1.84,76,1,4
5,2.34,76,1,5
6,3.09,76,4,6
7,3.35,76,1,7
8,3.68,76,2,8
9,3.89,76,1,9
10,3.93,76,1,10
11,4.59,76,4,11
12,4.86,76,1,12
13,5.54,76,4,13
14,5.77,76,1,14
15,5.88,76,1-,15
16,6.48,76,3,16
17,7.06,76,1,17
18,7.62,76,4,18
19,8.23,76,1,19
20,8.29,76,1,20
21,9.1,76,1,21
22,9.42,76,2,22
23,9.59,76,1,23
24,9.93,76,4,24
25,10.08,76,1,25
26,10.15,76,1,26
27,10.54,76,1,27
28,11.21,76,2,28
29,11.49,76,1,29
30,11.97,76,4,30
31,12.44,76,1,31
32,12.84,76,1,32
33,13.31,76,4-,33
34,13.55,76,2,34
35,14.01,76,1,35
36,14.22,76,2,36
37,14.28,76,1,37
38,14.93,76,4,38
39,15.48,76,1,39
40,15.9,76,3,40
41,16.09,76,1,41
42,16.2,76,1,42
43,16.86,76,4,43
44,17.16,76,1,44
45,17.43,76,2,45
46,17.900001,76,1,46
47,18.049999,76,1,47
48,18.720001,76,4,48
49,18.99,76,0,49
50,19.159999,76,1,50
51,19.459999,76,1,51
52,19.799999,76,4,52
53,20.290001,76,1,53
54,20.739999,76,4-,54
55,20.99,76,1,55
56,21.77,76,3,56
57,22.290001,76,2,57
58,22.41,76,1-,58
59,22.879999,76,4,59
60,23.49,76,1,60
61,24.06,76,4-,61
62,24.540001,76,1,62
63,24.709999,76,2,63
64,25.25,76,4-,64
65,25.39,76,1,65
66,25.620001,76,1,66
67,26.030001,76,1,67
68,26.610001,76,4,68
69,27.02,76,1,69
70,27.360001,76,1,70
71,27.82,76,4,71
72,28.36,76,1,72
73,29.26,76,3-,73
74,29.46,76,1,74
75,29.549999,76,1,75
76,30.03,76,1,76
77,30.31,76,1,77
78,30.610001,76,1,78
79,30.75,76,1-,79
80,31.4,76,4,80
81,32.080002,76,2,81
82,32.189999,76,1-,82
83,32.759998,76,1,83
84,33.17,76,3,84
85,33.369999,76,1,85
86,33.640002,76,2,86
87,33.980002,76,1,87
88,34.650002,76,4,88
