,peak_time,x,ton,syl_id,wrd_id,prominent_syll
0,1.17,115,*,0,0,False
1,1.73,115,*,1,1,False
2,1.787146,115,!H-,2,1,False
3,2.275,115,*,3,4,False
4,2.755,115,*,4,6,False
5,3.155,115,*,5,7,False
6,3.475,115,*,6,8,False
7,3.705,115,L-H%,7,8,False
8,4.095,115,*,8,9,False
9,4.565,115,*,9,10,False
10,5.38,115,*,10,13,False
11,5.570311,115,L-H%,11,13,False
12,5.92,115,*,12,15,False
13,6.54,115,*,13,17,False
14,6.604446,115,!H-,14,17,False
15,6.755,115,*,15,18,False
16,7.44,115,*,16,20,False
17,7.744003,115,L-L%,17,20,False
18,8.525,115,*,18,23,False
19,8.925,115,*,19,24,False
20,8.95793,115,!H-,20,24,False
21,9.415,115,*,21,27,False
22,9.875,115,*,22,28,False
23,9.975,115,L-L%,23,28,False
24,10.34,115,*,24,31,False
25,10.645,115,*,25,31,False
26,11.08,115,*,26,32,False
27,11.335202,115,L-H%,27,32,False
28,11.515,115,*,28,33,False
29,12.14,115,*,29,35,False
30,12.645,115,*,30,36,False
31,12.91,115,*,31,37,False
32,13.24,115,H-,32,37,False
33,13.745,115,*,33,39,False
34,14.051061,115,L-H%,34,39,False
35,14.235,115,*,35,40,False
36,14.555,115,*,36,40,False
37,14.639089,115,H-,37,40,False
38,14.91,115,*,38,42,False
39,15.36,115,*,39,43,False
40,15.638084,115,L-L%,40,43,False
41,16.73,115,*,41,45,False
42,17.035,115,*,42,47,False
43,17.434999,115,*,43,48,False
44,17.689527,115,L-H%,44,48,False
45,18.17,115,*,45,51,False
46,18.754999,115,*,46,54,False
47,19.059999,115,H-,47,54,False
48,19.49,115,*,48,56,False
49,20.209999,115,*,49,58,False
50,20.485708,115,L-L%,50,58,False
51,21.35,115,*,51,60,False
52,21.639999,115,*,52,61,False
53,22.219999,115,*,53,62,False
54,22.65,115,*,54,63,False
55,23.1,115,*,55,64,False
56,23.825001,115,*,56,66,False
57,24.610001,115,*,57,69,False
58,24.846934,115,L-L%,58,69,False
59,25.275,115,*,59,70,False
60,25.905001,115,*,60,73,False
61,26.232474,115,L-,61,73,False
62,26.545,115,*,62,75,False
63,26.83,115,*,63,76,False
64,26.895,115,L-L%,64,76,False
65,27.475,115,*,65,77,False
66,27.955,115,*,66,77,False
67,28.395,115,H-,67,78,False
68,28.889999,115,*,68,80,False
69,29.389999,115,*,69,82,False
70,30.02,115,*,70,83,False
71,30.475,115,*,71,84,False
72,30.645987,115,L-L%,72,84,False
73,30.93,115,*,73,86,False
74,31.34,115,*,74,88,False
75,31.584999,115,*,75,89,False
76,32.0,115,*,76,90,False
77,32.435001,115,*,77,92,False
78,32.970001,115,*,78,93,False
79,33.217688,115,L-L%,79,93,False
80,33.669998,115,*,80,95,False
81,34.096201,115,L-L%,81,95,False
