,break_time,x,break,wrd_id
0,0.82,76,3,0
1,0.99,76,1,1
2,1.41,76,1,2
3,1.53,76,1,3
4,1.56,76,1,4
5,2.06,76,1,5
6,2.79,76,4,6
7,2.91,76,1-,7
8,3.13,76,1,8
9,3.27,76,1,9
10,3.34,76,1,10
11,3.77,76,4,11
12,4.1,76,1,12
13,4.62,76,3,13
14,4.81,76,1,14
15,4.87,76,1,15
16,5.46,76,1,16
17,5.98,76,1,17
18,6.49,76,4,18
19,7.18,76,1-,19
20,7.21,76,1,20
21,7.84,76,2,21
22,8.17,76,3,22
23,8.33,76,1,23
24,8.58,76,3,24
25,8.72,76,1,25
26,8.76,76,1,26
27,9.08,76,1,27
28,9.54,76,1,28
29,9.82,76,1,29
30,10.13,76,4,30
31,10.67,76,1,31
32,11.04,76,1,32
33,11.49,76,2,33
34,11.67,76,1,34
35,12.1,76,1,35
36,12.33,76,3,36
37,12.4,76,1,37
38,12.95,76,4,38
39,13.56,76,1,39
40,14.11,76,3,40
41,14.25,76,1,41
42,14.41,76,1,42
43,14.77,76,1,43
44,15.08,76,1,44
45,15.25,76,1,45
46,15.65,76,1,46
47,15.79,76,1,47
48,16.27,76,4,48
49,16.719999,76,1-,49
50,16.879999,76,1,50
51,17.16,76,1,51
52,17.389999,76,3,52
53,17.58,76,1,53
54,17.889999,76,1,54
55,18.040001,76,1,55
56,18.6,76,2,56
57,19.01,76,1,57
58,19.110001,76,1-,58
59,19.52,76,4,59
60,20.27,76,1-,60
61,20.809999,76,3,61
62,21.27,76,1,62
63,21.41,76,2,63
64,21.84,76,1,64
65,21.950001,76,1-,65
66,22.139999,76,1,66
67,22.5,76,2,67
68,22.93,76,4,68
69,23.459999,76,1-,69
70,23.709999,76,2,70
71,24.030001,76,4,71
72,24.459999,76,1,72
73,25.17,76,1-,73
74,25.26,76,1,74
75,25.35,76,1,75
76,25.709999,76,1,76
77,26.040001,76,1,77
78,26.35,76,3,78
79,26.43,76,1,79
80,27.02,76,4,80
81,27.719999,76,4-,81
82,27.82,76,1,82
83,28.379999,76,1,83
84,28.719999,76,2,84
85,28.860001,76,1,85
86,29.1,76,2,86
87,29.389999,76,2,87
88,29.969999,76,4,88
