,break_time,x,break,wrd_id,sylls,syll_times,prominent_unit,prominent_brk,unit
0,0.35,76,1,0,['HiF0'],[0.183233],False,False,['the']
1,0.55,76,1,1,['!H*'],[0.507027],True,False,['new']
2,0.82,76,4,2,['L-L%'],[0.768071],False,True,['law']
3,0.91,76,1,3,[],[],False,False,['the']
4,1.68,76,2,4,"['H*', 'HiF0']","[1.074296, 1.094376]",True,False,['consequences']
5,1.79,76,1,5,[],[],False,False,['of']
6,2.27,76,1,6,['!H*'],[1.982929],True,False,['driving']
7,2.67,76,4,7,"['!H*', 'L-L%']","[2.434735, 2.535137]",True,True,['drunk']
8,2.76,76,1,8,[],[],False,False,['will']
9,2.89,76,1,9,[],[],False,False,['be']
10,3.34,76,3,10,"['H*', 'HiF0', '-X?']","[3.132525, 3.157626, 3.268067]",True,True,['swift']
11,3.55,76,1,11,[],[],False,False,['and']
12,4.13,76,4,12,"['HiF0', 'H*', 'L-L%']","[3.890556, 3.908722, 4.039244]",True,True,['severe']
13,4.85,76,1,13,[],[],False,False,['Under']
14,5.05,76,1,14,[],[],False,False,['the']
15,5.42,76,3,15,"['H*', 'HiF0', '!H-']","[5.120391, 5.129152, 5.286053]",True,True,['old']
16,5.92,76,1,16,"['H*', 'HiF0']","[5.77802, 5.791802]",True,False,['already']
17,6.27,76,1,17,[],[],False,False,['tough']
18,6.55,76,4,18,"['*?', 'L-L%']","[6.375409, 6.490871]",False,True,['law']
19,7.13,76,1,19,"['H*', 'HiF0']","[7.028297, 7.05184]",True,False,['first']
20,7.33,76,1,20,[],[],False,False,['time']
21,7.81,76,4-,21,['L-H%'],[7.759626],False,True,['offenders']
22,8.04,76,1,22,['*?'],[7.88171],False,False,['{used']
23,8.11,76,1-,23,[],[],False,False,['to']
24,8.36,76,2,24,"['H*', 'HiF0']","[8.243155, 8.270171]",True,False,['lose']
25,8.5,76,1,25,[],[],False,False,['their']
26,8.96,76,4-,26,"['!H*', 'L-H%']","[8.61966, 8.885724]",True,True,['license']
27,9.13,76,1,27,[],[],False,False,['for']
28,9.43,76,1,28,"['HiF0', 'H*']","[9.279206, 9.28231]",True,False,['thirty']
29,9.93,76,4,29,"['H*', 'L-L%']","[9.578494, 9.885577]",True,True,['days']
