,break_time,x,break,wrd_id,sylls,syll_times,prominent_unit,prominent_brk,unit
0,0.41318,123,1,0,"['H*', 'HiF0']","[0.183054, 0.193515]",True,False,['problems']
1,0.894352,123,1,1,['!H*'],[0.585774],True,False,['associated']
2,1.019875,123,0,2,[],[],False,False,[]
3,1.077406,123,0,3,[],[],False,False,"['with', 'the']"
4,1.548118,123,3,4,"['H*', '!H-']","[1.338913, 1.542887]",True,True,['proposal']
5,1.63703,123,1,5,[],[],False,False,['to']
6,1.846235,123,0,6,"['HiF0', 'H*']","[1.778243, 1.820084]",True,False,['{set']
7,2.013599,123,1,7,[],[],False,False,['up']
8,2.238494,123,1,8,['!H*'],[2.107741],True,False,['health']
9,2.646444,123,1,9,[],[],False,False,['clinics']
10,2.745817,123,1,10,[],[],False,False,['in']
11,3.146422,123,3,11,"['H*', 'H-']","[2.944562, 3.075315]",True,True,['schools']
12,3.321131,123,1,12,[],[],False,False,['are']
13,3.603558,123,1,13,"['L+H*', 'HiF0']","[3.410043, 3.415273]",True,False,['also']
14,4.037658,123,0,14,[],[],False,False,[]
15,4.10565,123,1,15,[],[],False,False,"['{expected', '}to']"
16,4.714441,123,4,16,"['L*', 'L-H%']","[4.210252, 4.597282]",True,True,['multiply']
17,4.968619,123,1,17,[],[],False,False,['If']
18,5.622385,123,0,18,"['H*', '!H*']","[5.104603, 5.517783]",True,False,['superintendent']
19,5.695607,123,1,19,[],[],False,False,['of']
20,6.077406,123,1,20,['!H*'],[5.951883],True,False,['schools']
21,6.422595,123,1,21,['!H*'],[6.307532],True,False,['Laval']
22,6.853592,123,4,22,"['H*', 'HiF0', 'H-L%']","[6.584729, 6.589959, 6.814854]",True,True,['{Wilson']
23,7.060752,123,1,23,[],[],False,False,['goes']
24,7.358869,123,1,24,"['L+H*', 'HiF0']","[7.249037, 7.353639]",True,False,['along']
25,7.484392,123,1,25,[],[],False,False,['with']
26,7.588995,123,1,26,[],[],False,False,['the']
27,7.871422,123,1,27,[],[],False,False,['idea']
28,8.143388,123,1,28,[],[],False,False,['next']
29,8.525453,123,4,29,"['L+!H*', 'L-L%']","[8.263681, 8.504267]",False,True,['month']
30,9.058661,123,1,30,[],[],False,False,['the']
31,9.414309,123,1,31,['H*'],[9.147573],True,False,['Boston']
32,9.712426,123,1,32,"['L+H*', 'HiF0']","[9.639205, 9.681046]",True,False,['school']
33,10.114608,123,4,33,['L-H%'],[9.968703],False,True,['committee']
34,10.669539,123,2-,34,['H*'],[10.360961],True,False,['religious']
35,10.842133,123,1,35,[],[],False,False,['and']
36,11.255313,123,1,36,"['L+H*', '<', 'HiF0']","[11.051338, 11.12456, 11.12456]",True,False,['community']
37,11.609938,123,4,37,['L-H%'],[11.495899],False,True,['leaders']
38,11.746945,123,1,38,[],[],False,False,['have']
39,12.123514,123,1,39,"['L+H*', 'HiF0']","[12.013681, 12.045062]",True,False,['already']
40,12.332719,123,0,40,[],[],False,False,['come']
41,12.400711,123,1,41,[],[],False,False,['to']
42,13.105267,123,4,42,"['L+H*', 'L-L%']","[12.641296, 12.944644]",True,True,['loggerheads']
43,13.300292,123,1,43,['H*'],[13.18],True,False,['over']
44,13.488577,123,1,44,[],[],False,False,['the']
45,13.790626,123,4,45,"['H*', 'HiF0', 'L-L%']","[13.499037, 13.499037, 13.739623]",True,True,['issue']
46,14.430451,123,1,46,[],[],False,False,['for']
47,15.265187,123,4,47,"['H+!H*', '*?', '>', 'HiF0', 'H+!H*', 'L-H%']","[14.571665, 14.864552, 14.969155, 14.969155, 15.026686, 15.173129]",False,True,['WBUR']
48,15.549699,123,1,48,['*?'],[15.429406],False,False,"[""I'm""]"
49,15.837356,123,1,49,"['H+!H*', '>', 'HiF0']","[15.58631, 15.800745, 15.800745]",False,False,['Margo']
50,16.345146,123,4,50,"['H+!H*', 'L-L%']","[15.884427, 16.198234]",False,True,['Melnicove']
