,break_time,x,break,wrd_id
0,2.27,76,1,0
1,2.54,76,4,1
2,2.64,76,1-,2
3,2.8,76,1,3
4,3.11,76,1,4
5,3.48,76,1,5
6,3.92,76,3,6
7,4.14,76,1,7
8,4.9,76,4,8
9,5.57,76,1,9
10,6.05,76,3,10
11,6.16,76,1,11
12,6.33,76,1,12
13,6.92,76,4,13
14,7.12,76,1,14
15,7.5,76,2,15
16,7.63,76,1,16
17,8.16,76,3,17
18,8.41,76,1,18
19,8.84,76,1,19
20,9.41,76,4,20
21,9.81,76,1,21
22,9.98,76,2,22
23,10.3,76,1,23
24,10.81,76,4,24
25,10.98,76,1,25
26,11.19,76,1,26
27,11.52,76,2-,27
28,11.85,76,4,28
29,11.98,76,1-,29
30,12.05,76,1,30
31,12.9,76,1,31
32,13.49,76,4,32
33,14.09,76,2,33
34,14.23,76,1-,34
35,14.51,76,3,35
36,15.04,76,1,36
37,15.55,76,4,37
38,15.78,76,1,38
39,16.610001,76,4,39
40,17.360001,76,4,40
41,17.5,76,1,41
42,17.82,76,1,42
43,18.57,76,4,43
44,19.21,76,1,44
45,19.76,76,3,45
46,19.92,76,1,46
47,20.219999,76,1,47
48,20.780001,76,4,48
49,21.26,76,1,49
50,21.34,76,1,50
51,21.630001,76,2,51
52,21.719999,76,1-,52
53,21.93,76,1,53
54,22.530001,76,4,54
55,22.78,76,1,55
56,23.18,76,3,56
57,23.469999,76,1,57
58,24.28,76,4,58
59,24.799999,76,1,59
60,25.08,76,1,60
61,25.649999,76,4,61
62,26.190001,76,1,62
63,26.83,76,3,63
64,27.14,76,1,64
65,27.469999,76,1,65
66,27.959999,76,3,66
67,28.17,76,1-,67
68,28.209999,76,1,68
69,28.82,76,4,69
70,29.450001,76,1,70
71,29.610001,76,2,71
72,29.68,76,1,72
73,30.28,76,3,73
74,30.5,76,1,74
75,30.840001,76,1,75
76,31.29,76,4,76
77,32.34,76,1,77
78,32.800001,76,4,78
79,33.120001,76,1,79
80,33.710001,76,4-,80
81,33.870001,76,1-,81
82,34.52,76,2,82
83,35.049999,76,1,83
84,35.570002,76,4,84
85,35.860001,76,1,85
86,36.060001,76,1,86
87,36.269998,76,3-,87
88,36.589998,76,1,88
89,36.879999,76,2-,89
90,37.499998,76,4,90
91,37.720001,76,1,91
92,38.0,76,1,92
93,38.849998,76,4,93
94,39.149999,76,1,94
95,39.670002,76,4,95
