,break_time,x,break,wrd_id
0,0.783333,123,3-,0
1,0.938888,123,1,1
2,1.149999,123,1,2
3,1.316666,123,3,3
4,1.444444,123,1,4
5,1.916665,123,1,5
6,2.272221,123,1,6
7,2.666665,123,1,7
8,2.844443,123,3,8
9,3.044443,123,1-,9
10,3.111109,123,1-,10
11,3.666664,123,4,11
12,4.038888,123,1,12
13,4.127777,123,1-,13
14,4.299999,123,2-,14
15,4.738888,123,1,15
16,5.033332,123,1,16
17,5.377775,123,4,17
18,5.527776,123,1-,18
19,5.86111,123,1,19
20,6.166665,123,1,20
21,6.444443,123,1,21
22,6.805555,123,4,22
23,7.210731,123,1,23
24,7.838888,123,3,24
25,8.127397,123,3-,25
26,8.499619,123,1,26
27,8.666286,123,1-,27
28,8.716286,123,1,28
29,9.149998,123,3,29
30,9.266285,123,1-,30
31,9.36073,123,1-,31
32,9.855554,123,4,32
33,9.982952,123,1-,33
34,10.417721,123,3,34
35,10.923276,123,3,35
36,10.966034,123,1-,36
37,11.254922,123,1,37
38,11.421589,123,1-,38
39,11.643811,123,1,39
40,12.004922,123,1-,40
41,12.149366,123,1,41
42,12.539942,123,4-,42
43,12.721588,123,1,43
44,13.160477,123,1,44
45,13.595497,123,4,45
46,13.899365,123,1,46
47,14.521587,123,4,47
