,peak_time,x,ton,syl_id,wrd_id,prominent_syll
0,0.548781,115,H*,0,0,True
1,0.604214,115,<,1,0,False
2,0.620843,115,HiF0,2,0,False
3,0.875833,115,!H-,3,1,False
4,1.4357,115,H*,4,3,True
5,1.441244,115,HiF0,5,3,False
6,2.08426,115,L-,6,3,False
7,2.328163,115,L*,7,4,True
8,2.588695,115,L*,8,4,True
9,2.987809,115,L-L%,9,4,False
10,3.442355,115,H*,10,6,True
11,3.458985,115,HiF0,11,6,False
12,3.808209,115,L-L%,12,6,False
13,4.454158,115,H*,13,7,True
14,4.909713,115,L+H*,14,9,True
15,4.937491,115,HiF0,15,9,False
16,5.343046,115,L-,16,10,False
17,5.720824,115,HiF0,17,13,False
18,5.748602,115,H*,18,13,True
19,5.898601,115,-X?,19,14,False
20,6.248601,115,H*,20,14,True
21,6.254157,115,HiF0,21,14,False
22,6.326379,115,H-L%,22,14,False
23,6.909712,115,H*,23,16,True
24,7.309712,115,H*,24,18,True
25,7.743045,115,H*,25,19,True
26,7.743045,115,HiF0,26,19,False
27,7.843045,115,X%?,27,19,False
28,8.200484,115,H*,28,20,True
29,8.217151,115,HiF0,29,20,False
30,8.789373,115,!H*,30,23,True
31,8.939373,115,H-,31,23,False
32,9.544928,115,H*,32,26,True
33,9.56715,115,HiF0,33,26,False
34,9.700483,115,L-L%,34,26,False
