,break_time,x,break,wrd_id
0,1.09,76,4,0
1,1.57,76,2-,1
2,1.66,76,1,2
3,2.22,76,4,3
4,2.41,76,1,4
5,2.44,76,1,5
6,3.05,76,4,6
7,3.54,76,1,7
8,4.06,76,2,8
9,4.7,76,4,9
10,4.83,76,1,10
11,5.87,76,4,11
12,6.02,76,1,12
13,6.23,76,1,13
14,6.49,76,2,14
15,6.99,76,4-,15
16,7.3,76,1,16
17,8.14,76,4,17
18,8.84,76,1,18
19,9.2,76,1,19
20,10.01,76,4,20
21,10.31,76,2-,21
22,10.39,76,1-,22
23,10.48,76,1,23
24,10.88,76,2,24
25,10.96,76,1-,25
26,11.35,76,1,26
27,11.85,76,2,27
28,11.94,76,1,28
29,12.51,76,1,29
30,13.2,76,4,30
31,14.02,76,4,31
