,break_time,x,break,wrd_id
0,0.35,76,1,0
1,0.55,76,1,1
2,0.82,76,4,2
3,0.91,76,1,3
4,1.68,76,2,4
5,1.79,76,1,5
6,2.27,76,1,6
7,2.67,76,4,7
8,2.76,76,1,8
9,2.89,76,1,9
10,3.34,76,3,10
11,3.55,76,1,11
12,4.13,76,4,12
13,4.85,76,1,13
14,5.05,76,1,14
15,5.42,76,3,15
16,5.92,76,1,16
17,6.27,76,1,17
18,6.55,76,4,18
19,7.13,76,1,19
20,7.33,76,1,20
21,7.81,76,4-,21
22,8.04,76,1,22
23,8.11,76,1-,23
24,8.36,76,2,24
25,8.5,76,1,25
26,8.96,76,4-,26
27,9.13,76,1,27
28,9.43,76,1,28
29,9.93,76,4,29
30,10.38,76,1,30
31,10.7,76,4,31
32,10.84,76,1,32
33,11.02,76,1,33
34,11.21,76,1,34
35,11.28,76,3,35
36,11.43,76,1,36
37,11.56,76,1,37
38,11.8,76,2-,38
39,11.95,76,1,39
40,12.31,76,4,40
41,12.92,76,1,41
42,13.25,76,1,42
43,13.65,76,3,43
44,13.84,76,1-,44
45,13.92,76,1,45
46,14.26,76,1,46
47,14.48,76,1,47
48,14.93,76,3,48
49,15.13,76,1,49
50,15.31,76,2,50
51,15.78,76,4,51
52,16.12,76,1,52
53,16.360001,76,2,53
54,16.540001,76,1,54
55,16.879999,76,1,55
56,17.280001,76,4,56
57,17.620001,76,1,57
58,18.190001,76,2,58
59,18.870001,76,4,59
60,19.379999,76,1-,60
61,19.430001,76,1,61
62,19.729999,76,1,62
63,19.9,76,2,63
64,20.02,76,1,64
65,20.51,76,4,65
66,20.6,76,1,66
67,20.899999,76,2-,67
68,21.030001,76,1,68
69,21.440001,76,4,69
70,22.03,76,1,70
71,22.29,76,2,71
72,22.64,76,1,72
73,22.979999,76,2,73
74,23.320001,76,4,74
75,23.53,76,1,75
76,23.84,76,1,76
77,24.0,76,1,77
78,24.290001,76,4,78
79,24.4,76,1,79
80,24.65,76,2,80
81,25.120001,76,4,81
82,25.6,76,2,82
83,26.32,76,4,83
