,break_time,x,break,wrd_id
0,0.97,76,3,0
1,1.03,76,1,1
2,1.62,76,3,2
3,1.79,76,1,3
4,1.88,76,1,4
5,2.09,76,1,5
6,2.23,76,1,6
7,2.3,76,1,7
8,2.62,76,2,8
9,2.94,76,4,9
10,3.27,76,1,10
11,3.6,76,1,11
12,4.49,76,4,12
13,5.19,76,1,13
14,5.5,76,3,14
15,5.75,76,1,15
16,6.13,76,1-,16
17,6.33,76,1,17
18,6.62,76,2,18
19,7.1,76,1,19
20,7.74,76,4,20
21,8.08,76,1,21
22,8.37,76,2,22
23,8.8,76,1,23
24,8.89,76,1,24
25,9.08,76,1,25
26,9.14,76,1-,26
27,9.85,76,3,27
28,10.1,76,1,28
29,10.28,76,1,29
30,10.34,76,1,30
31,11.05,76,4,31
32,11.87,76,2,32
33,12.0,76,1,33
34,12.34,76,4,34
35,12.56,76,2,35
36,12.81,76,1,36
37,13.03,76,1,37
38,13.11,76,1,38
39,13.16,76,1,39
40,13.39,76,2,40
41,13.76,76,4,41
42,14.21,76,0,42
43,14.55,76,1,43
44,14.61,76,1,44
45,14.87,76,1,45
46,15.07,76,2,46
47,15.19,76,1,47
48,15.28,76,1,48
49,15.72,76,4,49
50,15.9,76,1,50
51,16.1,76,1,51
52,16.549999,76,1,52
53,17.02,76,1,53
54,17.629999,76,4,54
