,break_time,x,break,wrd_id,sylls,syll_times,prominent_unit,prominent_brk,unit
0,1.49,76,4,0,"['HiF0', 'L-L%']","[0.652609, 1.473264]",False,True,['supervision']
1,1.9,76,1,1,[],[],False,False,['according']
2,2.1,76,1-,2,[],[],False,False,['to']
3,2.55,76,4,3,"['L*', 'L-L%']","[2.185, 2.520076]",True,True,['Ash']
4,2.84,76,1,4,[],[],False,False,['is']
5,2.92,76,1,5,[],[],False,False,['a']
6,3.55,76,4,6,"['L+H*', 'HiF0', 'L-H%']","[3.075, 3.102405, 3.534131]",True,True,['sensible']
7,3.97,76,1,7,"['H*', 'HiF0']","[3.78, 3.790155]",True,False,['cost']
8,4.49,76,3-,8,"['!H*', 'L-']","[4.175, 4.426089]",True,True,['effective']
9,5.19,76,3,9,"['H*', 'HiF0', 'L-']","[4.83, 4.840838, 5.165]",True,True,['alternative']
10,5.38,76,1,10,[],[],False,False,['to']
11,6.28,76,4,11,"['L*', 'L-H%']","[5.995, 6.271795]",True,True,['incarceration']
12,6.74,76,1,12,[],[],False,False,['that']
13,6.99,76,1,13,[],[],False,False,['should']
14,7.23,76,2,14,"['HiF0', 'H*']","[7.124971, 7.145]",True,False,['not']
15,7.87,76,4,15,"['L+!H*', 'L-H%']","[7.57, 7.851191]",False,True,['alarm']
16,8.25,76,1,16,"['H*', 'HiF0']","[8.085, 8.094256]",True,False,['civil']
17,9.24,76,4,17,"['L+!H*', 'L-L%']","[8.715076, 9.231711]",False,True,['libertarians']
18,9.99,76,1,18,"['H*', 'HiF0']","[9.78, 9.79606]",True,False,['Doctor']
19,10.39,76,1,19,['L+!H*'],[10.105],False,False,['Norman']
20,11.06,76,4,20,"['L+!H*', 'L-L%']","[10.485, 11.045]",False,True,['Rosenblatt']
21,11.31,76,1,21,"['H*', 'HiF0']","[11.225, 11.254513]",True,False,['dean']
22,11.39,76,1-,22,[],[],False,False,['of']
23,11.48,76,1,23,[],[],False,False,['the']
24,11.88,76,2,24,['!H*'],[11.635],True,False,['college']
25,11.98,76,1-,25,[],[],False,False,['of']
26,12.36,76,1,26,[],[],False,False,['criminal']
27,12.94,76,3-,27,"['H*', 'L-']","[12.525, 12.896691]",True,True,['justice']
28,13.07,76,1,28,[],[],False,False,['at']
29,13.69,76,1,29,"['L+H*', 'HiF0']","[13.405, 13.442965]",True,False,['Northeastern']
30,14.44,76,4,30,"['L+H*', 'L-L%']","[14.005, 14.421879]",True,True,['University']
31,15.31,76,4,31,"['H*', 'HiF0', 'L-L%']","[14.88464, 14.888746, 15.295371]",True,True,['agrees']
