,break_time,x,break,wrd_id
0,0.46,76,2-,0
1,0.65,76,1,1
2,1.28,76,4-,2
3,1.42,76,2,3
4,1.48,76,1,4
5,1.83,76,1,5
6,2.08,76,1,6
7,2.35,76,3,7
8,2.44,76,1,8
9,2.86,76,3-,9
10,3.35,76,4,10
11,3.86,76,2-,11
12,4.1,76,1,12
13,4.2,76,2,13
14,4.68,76,4,14
15,6.09,76,3-,15
16,6.28,76,1,16
17,6.57,76,2-,17
18,6.73,76,1,18
19,7.08,76,1,19
20,7.5,76,2,20
21,7.74,76,1-,21
22,8.02,76,4,22
23,8.63,76,1,23
24,8.81,76,0,24
25,8.89,76,0,25
26,9.03,76,1,26
27,9.11,76,1,27
28,9.48845,76,3,28
29,9.72,76,1,29
30,9.96,76,1,30
31,10.36,76,4,31
32,11.32,76,1,32
33,11.79,76,4,33
34,12.17,76,1,34
35,12.53,76,3,35
36,12.65,76,1,36
37,12.72,76,1,37
38,13.16,76,2,38
39,13.25,76,2-,39
40,13.83,76,1,40
41,14.27,76,3-,41
42,14.77,76,4,42
43,14.94,76,1,43
44,14.99,76,1,44
45,15.4,76,1,45
46,15.93,76,2-,46
47,16.23,76,1-,47
48,16.290001,76,1,48
49,16.639999,76,1,49
50,17.129999,76,4,50
51,17.73,76,1,51
52,18.08,76,4,52
53,18.74,76,3,53
54,18.940001,76,1,54
55,19.219999,76,1,55
56,19.719999,76,1,56
57,19.799999,76,1,57
58,20.200001,76,1,58
59,20.65,76,4,59
60,20.950001,76,3-,60
61,21.1,76,2-,61
62,21.58,76,4,62
63,22.030001,76,1,63
64,22.110001,76,1,64
65,22.459999,76,1,65
66,22.59,76,1,66
67,22.969999,76,4,67
68,23.16,76,1,68
69,23.43,76,1,69
70,24.040001,76,4,70
71,24.530001,76,1,71
72,24.700001,76,1,72
73,24.82,76,2,73
74,25.389999,76,4,74
75,25.540001,76,1,75
76,25.780001,76,1,76
77,26.129999,76,3,77
78,26.24,76,1,78
79,26.48,76,1,79
80,26.690001,76,1,80
81,27.02,76,4-,81
82,27.190001,76,1,82
83,27.5,76,2,83
84,27.75,76,1-,84
85,27.83,76,1,85
86,28.129999,76,4,86
87,28.799999,76,1,87
88,28.91,76,1,88
89,29.219999,76,3-,89
90,29.34,76,1,90
91,29.82,76,4-,91
92,30.110001,76,2,92
93,30.25,76,1-,93
94,30.620001,76,4-,94
95,30.73,76,1,95
96,30.879999,76,1,96
97,31.110001,76,1,97
98,31.299999,76,1,98
99,31.43,76,4,99
100,31.959999,76,2-,100
101,32.470001,76,4,101
