,break_time,x,break,wrd_id
0,1.03087,123,3,0
1,1.499448,123,1,1
2,2.050715,123,1,2
3,2.613008,123,3,3
4,2.7398,123,1,4
5,3.164276,123,1,5
6,3.792721,123,4-,6
7,3.891951,123,1-,7
8,4.20066,123,2-,8
9,4.498345,123,1,9
10,4.796029,123,1,10
11,5.253582,123,4,11
12,5.391398,123,1,12
13,5.545753,123,1,13
14,5.832413,123,3,14
15,6.438808,123,4,15
16,6.957001,123,1-,16
17,7.149945,123,1-,17
18,7.359426,123,2-,18
19,7.601984,123,1-,19
20,7.679162,123,1-,20
21,7.86108,123,1,21
22,8.324145,123,4,22
23,9.377066,123,1,23
24,9.724364,123,1,24
25,10.137815,123,1-,25
26,10.727671,123,1,26
27,10.997793,123,4,27
28,11.400218,123,3,28
29,11.940461,123,3,29
30,12.056229,123,1-,30
31,12.210584,123,1-,31
32,12.508268,123,2-,32
33,12.761851,123,1,33
34,13.285556,123,1-,34
35,13.390296,123,1-,35
36,13.743108,123,4-,36
37,13.798234,123,1,37
38,14.013229,123,1,38
39,14.277837,123,3-,39
40,14.707826,123,1,40
41,14.873206,123,1,41
42,15.441012,123,1-,42
43,15.606392,123,1,43
44,15.727671,123,4,44
45,16.587651,123,2-,45
46,16.868798,123,1,46
47,17.056229,123,1,47
48,17.359425,123,4,48
49,17.563395,123,1,49
50,17.888643,123,1,50
51,18.351707,123,4-,51
52,18.484012,123,1,52
53,18.737595,123,1,53
54,18.991178,123,1,54
55,19.459754,123,4,55
56,20.099227,123,1,56
57,20.402424,123,1,57
58,20.727672,123,1,58
59,21.041895,123,4,59
60,21.185224,123,1,60
61,21.372655,123,1,61
62,21.67034,123,1,62
63,22.160968,123,1,63
64,22.712236,123,4,64
65,22.899668,123,1,65
66,22.993384,123,1,66
67,23.274531,123,4-,67
68,23.423373,123,1-,68
69,23.715544,123,1,69
70,23.980153,123,1-,70
71,24.134508,123,1,71
72,24.487319,123,1,72
73,24.950384,123,4,73
74,25.016536,123,1-,74
75,25.545753,123,4,75
76,26.335844,123,1,76
77,26.506737,123,1,77
78,26.793396,123,1,78
79,27.177508,123,3,79
80,27.361202,123,1,80
81,27.625811,123,1-,81
82,27.68645,123,1,82
83,27.835292,123,1,83
84,28.381047,123,1-,84
85,28.853361,123,4,85
86,29.398209,123,1,86
87,29.850248,123,1-,87
88,29.910887,123,1,88
89,30.402423,123,4,89
90,30.798428,123,1,90
91,30.974834,123,1,91
92,31.229326,123,4,92
93,31.70802,123,1,93
94,31.950578,123,1-,94
95,32.149943,123,2-,95
96,32.518383,123,1,96
97,32.590048,123,1,97
98,33.157853,123,1,98
99,33.282261,123,1-,99
100,33.32085,123,1-,100
101,33.880924,123,4,101
102,34.009936,123,1,102
103,34.235956,123,1,103
104,34.335184,123,1,104
105,34.550178,123,1,105
106,34.743122,123,1-,106
107,34.831325,123,1-,107
108,35.501653,123,2-,108
109,35.823606,123,1,109
110,36.212788,123,4,110
111,37.091522,123,1,111
112,37.19075,123,1-,112
113,37.560099,123,1,113
114,37.714454,123,1,114
115,38.030944,123,3,115
116,38.35944,123,1-,116
117,38.381491,123,1,117
118,38.89417,123,1-,118
119,38.960322,123,1-,119
120,39.376037,123,4,120
121,39.952604,123,1,121
122,40.201578,123,3,122
123,40.355029,123,1,123
124,40.757454,123,1,124
125,41.056043,123,4,125
126,41.200464,123,1,126
127,41.299474,123,1-,127
128,41.535997,123,1-,128
129,41.579747,123,3-,129
130,41.712015,123,1-,130
131,41.877032,123,0,131
132,42.180629,123,3-,132
133,42.687795,123,4,133
134,42.95514,123,0,134
135,43.043149,123,1-,135
136,43.406185,123,1,136
137,43.779305,123,4,137
138,44.244738,123,1,138
139,44.749538,123,1,139
140,45.234653,123,3,140
141,45.498864,123,1,141
142,45.719769,123,2-,142
143,45.971911,123,1,143
144,46.224937,123,2-,144
145,46.697984,123,1,145
146,47.031786,123,4,146
147,47.583572,123,1,147
148,47.924606,123,1,148
149,48.155629,123,1-,149
150,48.310087,123,2-,150
151,48.744188,123,1,151
152,49.285831,123,4,152
153,49.697397,123,1,153
154,50.666697,123,4,154
155,50.962524,123,1-,155
156,51.243052,123,1,156
157,51.940125,123,4,157
