,break_time,x,break,wrd_id,sylls,syll_times,prominent_unit,prominent_brk,unit
0,1.03087,123,3,0,"['H*', 'HiF0', '!H-']","[0.628445, 0.628445, 0.970231]",True,True,['Rosenblatt']
1,1.499448,123,1,1,['L+H*'],[1.361631],True,False,['expects']
2,2.050715,123,1,2,['L+H*'],[1.885335],True,False,['electronic']
3,2.613008,123,3,3,"['L+!H*', '!H-']","[2.403527, 2.519293]",False,True,['surveillance']
4,2.7398,123,1,4,[],[],False,False,['in']
5,3.164276,123,1,5,"['H*', 'HiF0']","[3.098124, 3.125687]",True,False,['parole']
6,3.792721,123,4-,6,['L-H%'],[3.588752],False,True,['situations']
7,3.891951,123,1-,7,[],[],False,False,['to']
8,4.20066,123,2-,8,[],[],False,False,['become']
9,4.498345,123,1,9,"['L+H*', 'HiF0']","[4.437706, 4.437706]",True,False,['more']
10,4.796029,123,1,10,[],[],False,False,['wide']
11,5.253582,123,4,11,['L-L%'],[5.033074],False,True,['spread']
12,5.391398,123,1,12,[],[],False,False,['and']
13,5.545753,123,1,13,"['H*', 'HiF0']","[5.485114, 5.485114]",True,False,['he']
14,5.832413,123,3,14,['!H-'],[5.733184],False,True,['thinks']
15,6.438808,123,4,15,"['L+H*', 'HiF0', 'L-H%']","[6.063945, 6.108046, 6.367142]",True,True,['eventually']
16,6.957001,123,1-,16,['H*'],[6.797134],True,False,['people']
17,7.149945,123,1-,17,[],[],False,False,['will']
18,7.359426,123,2-,18,[],[],False,False,['get']
19,7.601984,123,1-,19,"['L+H*', 'HiF0']","[7.480705, 7.480705]",True,False,['used']
20,7.679162,123,1-,20,[],[],False,False,['to']
21,7.86108,123,1,21,[],[],False,False,['the']
22,8.324145,123,4,22,['L-L%'],[8.10915],False,True,['idea']
23,9.377066,123,1,23,"['H*', '*?']","[9.002204, 9.222711]",True,False,['Springfield']
24,9.724364,123,1,24,['*?'],[9.586547],False,False,['jail']
