,break_time,x,break,wrd_id
0,1.77,76,1,0
1,1.87,76,1-,1
2,2.05,76,1,2
3,2.22,76,1,3
4,2.37,76,1,4
5,2.75,76,3,5
6,3.04,76,1,6
7,3.39,76,1,7
8,3.6,76,1,8
9,4.16,76,4,9
10,4.71,76,1,10
11,4.87,76,1-,11
12,5.26,76,1,12
13,5.82,76,3,13
14,5.99,76,1-,14
15,6.19,76,1,15
16,6.48,76,1,16
17,7.09,76,3,17
18,7.33,76,2-,18
19,7.5,76,1,19
20,8.2,76,1,20
21,8.8,76,4,21
22,10.12,76,3,22
23,10.28,76,1,23
24,10.73,76,1,24
25,11.0,76,1,25
26,11.07,76,1-,26
27,11.16,76,1,27
28,11.5,76,3,28
29,11.62,76,1-,29
30,12.09,76,1,30
31,12.41,76,1,31
32,12.88,76,4,32
33,13.01,76,1-,33
34,13.38,76,1,34
35,13.45,76,1,35
36,13.87,76,1,36
37,14.2,76,4,37
38,14.77,76,3,38
39,14.89,76,1-,39
40,15.23,76,2,40
41,15.52,76,3,41
42,16.129999,76,1,42
43,16.559999,76,3,43
44,16.66,76,1-,44
45,16.92,76,1,45
46,17.24,76,2,46
47,17.389999,76,1,47
48,18.0,76,4,48
49,18.41,76,0,49
50,18.610001,76,1,50
51,18.93,76,1,51
52,19.27,76,1,52
53,19.709999,76,4,53
54,19.85,76,1,54
55,20.280001,76,2,55
56,20.73,76,1,56
57,20.959999,76,1,57
58,21.389999,76,4,58
59,22.42,76,2,59
60,22.530001,76,1,60
61,22.870001,76,1,61
62,23.280001,76,1,62
63,23.620001,76,1,63
64,24.059999,76,4,64
65,24.85,76,1,65
66,25.309999,76,1,66
67,25.57,76,2,67
68,26.059999,76,2,68
69,26.15,76,1,69
70,26.219999,76,1,70
71,26.450001,76,2,71
72,27.209999,76,4,72
73,27.48,76,2,73
74,27.559999,76,1-,74
75,27.98,76,3,75
76,28.18,76,1-,76
77,28.360001,76,1,77
78,28.620001,76,1,78
79,28.92,76,1,79
80,29.440001,76,4,80
