,break_time,x,break,wrd_id,sylls,syll_times,prominent_unit,prominent_brk,unit
0,0.7,76,1,0,['HiF0'],[0.547188],False,False,['but']
1,0.92,76,2,1,['L+!H*'],[0.845],False,False,['one']
2,1.02,76,1,2,[],[],False,False,['of']
3,1.09,76,1,3,[],[],False,False,['the']
4,1.36,76,1,4,['!H*'],[1.275],True,False,['Chief']
5,1.99,76,3,5,"['H*', 'L-']","[1.49, 1.96]",True,True,['Justices']
6,2.3,76,2,6,[],[],False,False,['since']
7,2.78,76,1,7,"['H*', 'HiF0']","[2.44, 2.464856]",True,False,['eighteen']
8,3.13,76,1,8,[],[],False,False,['ninety']
9,3.61,76,4,9,"['H*', 'L-L%']","[3.293168, 3.589352]",True,True,['nine']
10,3.79,76,1,10,[],[],False,False,['when']
11,4.18,76,1,11,[],[],False,False,['Oliver']
12,4.5,76,1,12,[],[],False,False,['Wendell']
13,4.89,76,3,13,"['H*', 'HiF0', 'H-']","[4.64, 4.728908, 4.83]",True,True,['Holmes']
14,5.03,76,1,14,[],[],False,False,['was']
15,5.53,76,4,15,"['X*?', 'L-H%']","[5.26, 5.503942]",False,True,['appointed']
16,6.03,76,1,16,"['H*', 'HiF0']","[5.94, 5.970754]",True,False,['came']
17,6.21,76,1,17,[],[],False,False,['from']
18,6.27,76,1,18,[],[],False,False,['the']
19,6.67,76,4-,19,"['L*', 'L-H%']","[6.44, 6.603337]",True,True,['ranks']
20,6.78,76,1,20,[],[],False,False,['of']
21,7.63,76,2,21,['H*'],[6.87],True,False,['S.J.C.']
22,8.27,76,1,22,"['H*', 'HiF0']","[7.955, 7.973763]",True,False,['associate']
23,9.0,76,4,23,['L-L%'],[8.973758],False,True,['Justices']
24,9.47,76,1,24,[],[],False,False,['If']
25,9.57,76,1,25,['H*'],[9.535739],True,False,['he']
26,9.9,76,2,26,['H*'],[9.77],True,False,['sticks']
27,10.06,76,1,27,[],[],False,False,['with']
28,10.63,76,4,28,"['L+H*', 'HiF0', 'L-L%']","[10.33, 10.342674, 10.610301]",True,True,['tradition']
29,11.38,76,2,29,"['H*', 'HiF0']","[11.13, 11.174217]",True,False,['Dukakis']
30,11.52,76,1,30,[],[],False,False,['is']
31,11.83,76,2,31,[],[],False,False,['likely']
32,11.95,76,1,32,[],[],False,False,['to']
33,12.4,76,4,33,"['*?', 'L-H%']","[12.01, 12.375]",False,True,['elevate']
34,12.57,76,1,34,[],[],False,False,['one']
35,12.66,76,1,35,[],[],False,False,['of']
36,12.86,76,1,36,"['H*', 'HiF0']","[12.775, 12.800721]",True,False,['his']
37,13.53,76,4,37,['L-H%'],[13.50925],False,True,['appointees']
38,13.65,76,1,38,[],[],False,False,['to']
39,14.17,76,4,39,"['H*', 'HiF0', 'L-L%']","[13.85294, 13.875016, 14.141779]",True,True,['Chief']
40,14.71,76,1,40,"['H*', 'HiF0']","[14.65, 14.668188]",True,False,['that']
41,15.01,76,3,41,['L-'],[14.985],False,True,['means']
42,15.28,76,1,42,"['HiF0', 'H*']","[15.142873, 15.18]",True,False,['Paul']
43,16.14,76,4,43,"['!H*', 'L-L%']","[15.56, 16.060302]",True,True,['Leocos']
44,16.440001,76,1,44,[],[],False,False,['or']
45,16.67,76,1,45,"['HiF0', 'H*']","[16.533433, 16.57]",True,False,['Ruth']
46,17.24,76,4,46,"['H*', 'L-L%']","[16.790001, 17.214919]",True,True,['Abrams']
47,17.389999,76,1,47,[],[],False,False,['the']
48,17.65,76,2,48,"['H*', 'HiF0']","[17.455, 17.497287]",True,False,['only']
49,17.940001,76,1,49,['!H*'],[17.785],True,False,['woman']
50,18.09,76,1,50,[],[],False,False,['on']
51,18.16,76,1,51,[],[],False,False,['the']
52,18.549999,76,4,52,"['!H*', 'L-L%']","[18.35, 18.520137]",True,True,['Court']
53,19.299999,76,1,53,"['H*', 'HiF0']","[19.16, 19.182458]",True,False,['another']
54,19.74,76,1,54,[],[],False,False,['possible']
55,20.14,76,3,55,"['L*', 'H-']","[19.905429, 20.121292]",True,True,['choice']
56,20.32,76,1,56,[],[],False,False,['is']
57,20.680001,76,1,57,['H*'],[20.440001],True,False,['Herbert']
58,21.23,76,4,58,"['H*', 'HiF0', 'L-H%']","[20.790001, 20.813981, 21.220688]",True,True,['Wilkins']
