,peak_time,x,ton,syl_id,wrd_id,prominent_syll
0,0.561056,115,H*,0,0,True
1,0.561056,115,HiF0,1,0,False
2,0.874588,115,!H*,2,1,True
3,1.408141,115,L+!H*,3,2,False
4,1.545655,115,!H-,4,2,False
5,1.886689,115,H*,5,3,True
6,2.436745,115,L+H*,6,5,True
7,2.447746,115,HiF0,7,5,False
8,2.827284,115,L+!H*,8,6,False
9,3.668868,115,L-L%,9,7,False
10,3.982399,115,H*,10,8,True
11,4.015402,115,HiF0,11,8,False
12,4.576459,115,!H*,12,9,True
13,5.132014,115,L+H*,13,11,True
14,5.423544,115,L-H%,14,11,False
15,5.781078,115,H*,15,12,True
16,6.413642,115,HiF0,16,14,False
17,6.430143,115,H*,17,14,True
18,6.617162,115,-?,18,15,False
19,7.062707,115,!H-,19,15,False
20,7.425744,115,L+!H*,20,17,False
21,7.700771,115,<,21,17,False
22,7.700771,115,HiF0,22,17,False
23,8.124314,115,H+!H*,23,20,False
24,8.371838,115,L-L%,24,20,False
25,9.059406,115,H*,25,21,True
26,9.081408,115,HiF0,26,21,False
27,9.350935,115,L-,27,21,False
28,9.746975,115,H*,28,23,True
29,10.456546,115,HiF0,29,24,False
30,10.467547,115,L+H*,30,24,True
31,10.583059,115,H-,31,24,False
32,10.858087,115,H*,32,25,True
33,10.863587,115,HiF0,33,25,False
34,11.760177,115,L+!H*,34,29,False
35,12.068208,115,L-L%,35,29,False
36,12.805282,115,H*,36,31,True
37,12.805282,115,HiF0,37,31,False
38,13.217823,115,L-H%,38,32,False
39,13.58636,115,H*,39,34,True
40,13.657868,115,<,40,34,False
41,13.910893,115,H*,41,35,True
42,14.202422,115,H*,42,36,True
43,14.202422,115,HiF0,43,36,False
44,14.9725,115,L-H%,44,37,False
45,15.709572,115,H*,45,39,True
46,15.764577,115,HiF0,46,39,False
47,15.89109,115,!H*,47,40,True
48,16.182619,115,!H*,48,42,True
49,16.380639,115,H-,49,42,False
50,16.545656,115,H*,50,43,True
51,16.771178,115,HiF0,51,43,False
52,16.793181,115,L+H*,52,43,True
53,17.497251,115,L-L%,53,44,False
54,18.074807,115,H*,54,45,True
55,18.074807,115,HiF0,55,45,False
56,18.514852,115,!H-,56,46,False
57,18.679868,115,H*,57,47,True
58,18.718372,115,HiF0,58,47,False
59,19.240574,115,L+!H*,59,49,False
60,20.049155,115,*?,60,51,False
61,20.18702,115,L-H%,61,51,False
62,20.786228,115,H*,62,53,True
63,21.000749,115,H*,63,54,True
64,21.000749,115,HiF0,64,54,False
65,21.418791,115,L+!H*,65,55,False
66,21.732323,115,L-H%,66,55,False
67,22.139364,115,L+H*,67,57,True
68,22.150365,115,HiF0,68,57,False
69,22.546405,115,L*,69,58,True
70,22.837934,115,H-,70,58,False
71,23.122184,115,H*,71,60,True
72,23.468719,115,L+H*,72,60,True
73,23.617233,115,!H-,73,60,False
74,23.815253,115,H*,74,61,True
75,23.838713,115,HiF0,75,61,False
76,24.612833,115,L-H%,76,63,False
77,24.97587,115,H*,77,65,True
78,24.97587,115,HiF0,78,65,False
79,25.360909,115,L-L%,79,65,False
