,break_time,x,break,wrd_id,sylls,syll_times,prominent_unit,prominent_brk,unit
0,1.019075,76,1,0,"['H*', 'HiF0', 'H-']","[0.590315, 0.69277, 0.721496]",True,False,"['Ford', 'and']"
1,1.33,76,1,1,"['H*', 'HiF0']","[1.140266, 1.149597]",True,False,['other']
2,1.83,76,4-,2,"['!H*', 'L-H%']","[1.533809, 1.705353]",True,True,['opponents']
3,1.91,76,1,3,[],[],False,False,['of']
4,2.03,76,1,4,[],[],False,False,['the']
5,2.17,76,1,5,[],[],False,False,['per']
6,2.47,76,1,6,"['HiF0', 'H*']","[2.344374, 2.361258]",True,False,['se']
7,2.91,76,4,7,"['!H*', 'L-H%']","[2.643802, 2.820392]",True,True,['clause']
8,3.23,76,2,8,['H*'],[3.185301],True,False,['say']
9,3.36,76,1,9,[],[],False,False,['it']
10,3.76,76,1,10,[],[],False,False,['relies']
11,4.56,76,3,11,"['L+H*', 'HiF0', '!H-']","[4.138886, 4.16164, 4.436566]",True,True,['exclusively']
12,4.75,76,1,12,[],[],False,False,['on']
13,4.81,76,1,13,[],[],False,False,['the']
14,5.14,76,1,14,"['H*', 'HiF0']","[4.991563, 5.008209]",True,False,['breath']
15,5.62,76,4,15,"['!H*', 'L-L%']","[5.264016, 5.31447]",True,True,['test']
16,5.83,76,1,16,[],[],False,False,['and']
17,5.94,76,1,17,[],[],False,False,['they']
18,6.11,76,2-,18,[],[],False,False,['say']
19,6.85,76,4,19,"['H*', 'HiF0', 'L-H%']","[6.263553, 6.293347, 6.76305]",True,True,['breathalizers']
20,6.97,76,1,20,[],[],False,False,['are']
21,7.48,76,3-,21,"['H*', 'HiF0', 'H-']","[7.18182, 7.19696, 7.378592]",True,True,['simply']
22,8.28,76,4,22,"['H*', 'HiF0', 'L-L%']","[7.973952, 7.98242, 8.180814]",True,True,['unreliable']
23,9.05,76,1,23,[],[],False,False,['John']
24,9.78,76,4,24,"['HiF0', 'L+H*', 'L-H%']","[9.518562, 9.534424, 9.731195]",True,True,['Tarantino']
25,9.93,76,1-,25,[],[],False,False,"['is', 'a']"
26,9.97,76,1,26,[],[],False,False,[]
27,10.54,76,1,27,"['H*', 'HiF0']","[10.21051, 10.224657]",True,False,['Providence']
28,11.0,76,4,28,"['L+H*', 'L-H%']","[10.770552, 10.947142]",True,True,['attorney']
29,11.101075,76,1,29,[],[],False,False,['who']
30,11.989627,76,4,30,"['H*', 'HiF0', 'L-H%']","[11.330595, 11.349154, 11.904359]",True,True,['specializes']
31,12.17035,76,1,31,['%H'],[12.106176],False,False,['in']
32,12.551876,76,1,32,"['HiF0', 'H*']","[12.282887, 12.313038]",True,False,['drunken']
33,12.993642,76,1,33,['!H*'],[12.671263],True,False,['driving']
34,13.64,76,4,34,"['!H*', 'L-L%']","[13.125351, 13.564303]",True,True,['cases']
