,peak_time,x,ton,syl_id,wrd_id,prominent_syll
0,0.167364,115,H*,0,0,True
1,0.167364,115,HiF0,1,0,False
2,0.549163,115,L+!H*,2,2,False
3,1.171548,115,!H*,3,6,True
4,1.495816,115,-?,4,6,False
5,1.537657,115,!H-,5,6,False
6,1.804394,115,-?,6,7,False
7,1.982218,115,H*,7,8,True
8,2.751047,115,L+H*,8,9,True
9,2.751047,115,HiF0,9,9,False
10,2.845189,115,L-L%,10,9,False
11,3.472804,115,H*,11,11,True
12,3.739541,115,*?,12,12,False
13,4.157951,115,L+H*,13,13,True
14,4.639123,115,L-H%,14,15,False
15,5.289658,115,H*,15,16,True
16,5.430872,115,>,16,17,False
17,5.430872,115,HiF0,17,17,False
18,5.697608,115,H+!H*,18,19,False
19,5.78129,115,H-,19,19,False
20,6.074177,115,H+!H*,20,21,False
21,6.59196,115,H+!H*,21,21,False
22,6.628571,115,-?,22,21,False
23,6.874387,115,H*,23,22,True
24,6.916228,115,HiF0,24,22,False
25,7.350328,115,L-L%,25,23,False
26,8.636939,115,H*,26,26,True
27,8.636939,115,HiF0,27,26,False
28,9.217484,115,L+!H*,28,28,False
29,9.337777,115,L-L%,29,28,False
30,9.777106,115,H*,30,29,True
31,10.258278,115,L+!H*,31,29,False
32,10.681918,115,L+!H*,32,29,False
33,10.870202,115,!H-,33,29,False
34,11.398445,115,H*,34,32,True
35,11.958069,115,L+H*,35,33,True
36,11.958069,115,HiF0,36,33,False
37,12.104512,115,%?,37,33,False
38,12.386939,115,X*?,38,35,False
39,12.392169,115,HiF0,39,35,False
40,12.40786,115,H*,40,35,True
41,12.533383,115,L-L%,41,35,False
42,13.166227,115,H*,42,36,True
43,13.166227,115,HiF0,43,36,False
44,13.412043,115,!H-,44,37,False
45,13.663089,115,*?,45,38,False
46,13.997817,115,H*,46,39,True
47,13.997817,115,HiF0,47,39,False
48,14.149491,115,L-L%,48,39,False
49,14.656813,115,*?,49,41,False
50,14.975851,115,H*,50,42,True
51,14.975851,115,HiF0,51,42,False
52,15.148445,115,L-L%,52,42,False
53,15.535473,115,H*,53,44,True
54,15.78652,115,L+H*,54,45,True
55,15.79698,115,HiF0,55,45,False
56,16.319993,115,L-L%,56,48,False
57,16.999909,115,HiF0,57,49,False
58,17.010369,115,H*,58,49,True
59,17.653675,115,!H*,59,51,True
60,18.072085,115,*?,60,53,False
61,18.453884,115,L+H*,61,54,True
62,18.68401,115,L-L%,62,54,False
63,19.018738,115,H*,63,56,True
64,19.243633,115,L-,64,56,False
65,19.463299,115,H*,65,57,True
66,19.635893,115,<,66,57,False
67,19.635893,115,HiF0,67,57,False
68,19.991542,115,L-H%,68,58,False
69,20.739449,115,H*,69,60,True
70,21.084637,115,H*,70,62,True
71,21.142169,115,<,71,62,False
72,21.142169,115,HiF0,72,62,False
73,21.424595,115,L-H%,73,62,False
74,21.639031,115,H+!H*,74,64,False
75,21.937148,115,!H*,75,65,True
76,22.256186,115,HiF0,76,66,False
77,22.266646,115,H*,77,66,True
78,22.679826,115,L+!H*,78,67,False
79,22.84196,115,L-L%,79,67,False
80,23.585908,115,HiF0,80,69,False
81,23.591138,115,H*,81,69,True
82,23.627749,115,-?,82,69,False
83,23.816033,115,*?,83,70,False
84,24.051389,115,!H*,84,71,True
85,24.454109,115,!H*,85,72,True
86,24.746996,115,L-H%,86,72,False
87,25.076493,115,HiF0,87,74,False
88,25.076493,115,H*,88,74,True
89,25.442602,115,L-,89,77,False
90,25.834861,115,H*,90,79,True
91,25.949924,115,>,91,79,False
92,26.18528,115,H+!H*,92,80,False
93,26.59323,115,H*,93,81,True
94,26.59323,115,HiF0,94,81,False
95,26.718753,115,L-L%,95,81,False
96,27.534652,115,L+H*,96,83,True
97,27.806619,115,L+H*,97,84,True
98,27.806619,115,HiF0,98,84,False
99,28.157037,115,*?,99,85,False
100,28.25118,115,!H-,100,85,False
101,28.816033,115,L+H*,101,87,True
102,28.972937,115,>,102,88,False
103,29.145531,115,H+!H*,103,88,False
104,29.710385,115,L+H*,104,89,True
105,29.888209,115,L-,105,89,False
106,30.170635,115,H*,106,91,True
107,30.599506,115,H*,107,93,True
108,31.300343,115,L+!H*,108,94,False
109,31.692602,115,L+!H*,109,96,False
110,32.194694,115,HiF0,110,97,False
111,32.199925,115,L+H*,111,97,True
112,32.283607,115,L-H%,112,97,False
113,33.136117,115,L+H*,113,99,True
114,33.387163,115,L+H*,114,99,True
115,33.486535,115,<,115,99,False
116,33.795113,115,H+!H*,116,100,False
117,33.962477,115,H-,117,100,False
118,34.302435,115,H*,118,102,True
119,34.438418,115,-?,119,102,False
120,34.846368,115,L+H*,120,104,True
121,34.846368,115,HiF0,121,104,False
122,35.31185,115,L-L%,122,105,False
123,35.74072,115,H*,123,107,True
124,35.913314,115,>,124,108,False
125,35.913314,115,HiF0,125,108,False
126,36.16436,115,H+!H*,126,109,False
127,36.258503,115,!H-,127,109,False
128,36.499088,115,H*,128,110,True
129,36.697833,115,-?,129,110,False
130,36.739674,115,%?,130,110,False
131,36.922729,115,L+!H*,131,111,False
132,37.100553,115,L-L%,132,111,False
133,37.692749,115,>,133,112,False
134,37.813042,115,H+!H*,134,113,False
135,38.273293,115,>,135,113,False
136,38.273293,115,HiF0,136,113,False
137,38.424967,115,H+!H*,137,113,False
138,38.54003,115,L-H%,138,113,False
139,38.791076,115,>,139,114,False
140,38.791076,115,HiF0,140,114,False
141,38.95844,115,H+!H*,141,115,False
142,39.277477,115,H+!H*,142,116,False
143,39.612206,115,L-L%,143,116,False
