,break_time,x,break,wrd_id
0,0.19141,123,1,0
1,0.56956,123,1,1
2,0.9197,123,1,2
3,1.29,123,4,3
4,1.900091,123,1,4
5,2.15,123,3-,5
6,2.44164,123,1,6
7,3.081229,123,4,7
8,3.562087,123,2,8
9,3.590099,123,1,9
10,4.229687,123,1,10
11,4.710545,123,4,11
12,4.829524,123,1,12
13,5.870606,123,3,13
14,6.351464,123,1,14
15,6.869671,123,4,15
16,7.419879,123,1,16
17,7.690654,123,2,17
18,8.36,123,4,18
19,8.839112,123,1,19
20,9.389998,123,4,20
21,9.539391,123,1,21
22,9.800829,123,2,22
23,9.870857,123,1-,23
24,10.141631,123,1,24
25,10.491771,123,1,25
26,10.93,123,1,26
27,11.31,123,4,27
28,12.03,123,1,28
29,12.64,123,4,29
30,12.69043,123,1,30
31,12.87,123,1,31
32,13.21,123,1,32
33,13.56,123,3,33
34,13.829539,123,1,34
35,13.8697,123,1,35
36,14.51,123,1,36
37,14.97,123,4,37
38,15.300137,123,1,38
39,15.74,123,2,39
40,15.84,123,1-,40
41,15.89,123,1,41
42,16.36,123,1,42
43,16.61,123,4,43
44,17.081699,123,1,44
45,17.249766,123,2,45
46,17.35,123,1-,46
47,17.43,123,1-,47
48,17.91,123,3,48
49,18.160129,123,1,49
50,18.790381,123,3-,50
51,19.18,123,1,51
52,19.420632,123,1,52
53,19.892153,123,4,53
54,20.001432,123,1-,54
55,20.370246,123,1,55
56,20.720386,123,1,56
57,21.14989,123,4,57
58,21.89,123,1,58
59,22.16,123,4,59
60,22.68,123,1,60
61,23.14,123,4,61
62,23.341332,123,1,62
63,23.88,123,3,63
64,23.98092,123,1-,64
65,24.041611,123,1,65
66,24.67,123,2,66
67,24.93,123,1,67
68,25.67,123,4,68
69,26.02148,123,1,69
70,26.53035,123,2,70
71,26.759108,123,1,71
72,27.230629,123,4,72
