,break_time,x,break,wrd_id
0,1.82,76,2,0
1,2.29,76,3-,1
2,2.39,76,1-,2
3,2.48,76,1,3
4,3.21,76,1,4
5,3.6,76,2,5
6,3.99,76,4,6
7,4.61,76,1,7
8,4.94,76,3,8
9,5.13,76,1,9
10,5.87,76,2,10
11,6.18,76,1,11
12,6.5,76,3-,12
13,6.78,76,1,13
14,7.21,76,3,14
15,7.57,76,1,15
16,7.7,76,1,16
17,8.29,76,1,17
18,8.88,76,1,18
19,9.14,76,3,19
20,9.26,76,1,20
21,9.71,76,4,21
22,10.22,76,1-,22
23,10.3,76,1,23
24,10.87,76,3,24
25,11.02,76,1,25
26,11.47,76,1,26
27,11.55,76,1-,27
28,11.67,76,1,28
29,12.0,76,2,29
30,12.12,76,1,30
31,12.49,76,4,31
32,13.19,76,1,32
33,13.4,76,1,33
34,13.55,76,1,34
35,13.65,76,1,35
36,13.92,76,1,36
37,14.33,76,1-,37
38,14.78,76,3-,38
39,15.13,76,1,39
40,15.43,76,1,40
41,16.02,76,1,41
42,16.370001,76,4,42
43,16.65,76,1,43
44,16.700001,76,1,44
45,17.209999,76,1,45
46,17.27,76,1-,46
47,17.450001,76,1,47
48,18.219999,76,4,48
49,18.790001,76,3,49
50,18.940001,76,1,50
51,19.1,76,1,51
52,19.17,76,1,52
53,19.719999,76,4,53
54,20.33,76,1-,54
55,21.27,76,3,55
56,21.549999,76,1,56
57,22.139999,76,2,57
58,22.530001,76,4,58
59,23.32,76,3,59
60,23.43,76,1,60
61,23.629999,76,1,61
62,23.66,76,1,62
63,23.959999,76,2,63
64,24.26,76,4,64
65,24.33,76,1-,65
66,24.809999,76,4,66
