,break_time,x,break,wrd_id
0,2.02,76,1,0
1,2.37,76,1,1
2,2.53,76,1,2
3,2.93,76,4,3
4,3.07,76,1,4
5,3.12,76,1,5
6,3.69,76,3,6
7,4.06,76,2,7
8,4.46,76,1,8
9,5.09,76,3,9
10,5.23,76,1,10
11,6.1,76,4,11
12,6.22,76,1-,12
13,6.44,76,1,13
14,6.61,76,1,14
15,7.0,76,4-,15
16,7.33,76,1,16
17,8.17,76,4,17
18,8.89,76,1,18
19,9.21,76,1,19
20,9.85,76,4,20
21,10.04,76,3,21
22,10.14,76,1,22
23,10.22,76,1,23
24,10.58,76,1,24
25,10.67,76,1,25
26,11.02,76,1,26
27,11.48,76,3,27
28,11.56,76,1,28
29,12.11,76,1,29
30,12.85,76,4,30
31,13.43,76,4,31
