,break_time,x,break,wrd_id
0,1.18,76,3-,0
1,1.34,76,1,1
2,2.0,76,4,2
3,2.23,76,1,3
4,2.33,76,2-,4
5,2.58,76,0,5
6,2.65,76,1-,6
7,2.75,76,1-,7
8,3.16,76,1,8
9,3.6,76,4,9
10,3.92,76,1,10
11,4.24,76,1,11
12,5.19,76,4,12
13,5.83,76,1,13
14,6.09,76,3-,14
15,6.33,76,1,15
16,6.82,76,3,16
17,7.17,76,1,17
18,7.39,76,1,18
19,7.96,76,1,19
20,8.63,76,4,20
21,9.11,76,1,21
22,9.44,76,1,22
23,9.95,76,3,23
24,10.09,76,1,24
25,10.44,76,2,25
26,10.55,76,1-,26
27,11.32,76,4,27
28,11.59,76,1,28
29,11.75,76,1-,29
30,11.8,76,1,30
31,12.6,76,4,31
32,13.44,76,1,32
33,13.59,76,1,33
34,14.04,76,4,34
35,14.34,76,1,35
36,14.6,76,1,36
37,14.82,76,2-,37
38,14.94,76,1,38
39,14.99,76,1,39
40,15.2,76,1,40
41,15.64,76,4,41
42,15.78,76,2-,42
43,16.16,76,1,43
44,16.24,76,1,44
45,16.469999,76,1,45
46,16.67,76,1,46
47,16.76,76,1-,47
48,16.82,76,1,48
49,17.379999,76,4,49
50,17.6,76,1,50
51,17.709999,76,2-,51
52,18.33,76,3-,52
53,18.889999,76,1,53
54,19.540001,76,4,54
