,break_time,x,break,wrd_id
0,1.57,76,1,0
1,1.98,76,2,1
2,2.66,76,4,2
3,2.96,76,1,3
4,3.11,76,1,4
5,3.2,76,1,5
6,3.94,76,4,6
7,4.69,76,3,7
8,5.35,76,1,8
9,5.89,76,2,9
10,6.68,76,4,10
11,6.83,76,1,11
12,7.28,76,2-,12
13,7.88,76,4,13
14,8.55,76,1,14
15,8.65,76,1,15
16,8.9,76,4,16
17,9.01,76,1,17
18,9.21,76,1,18
19,9.69,76,3,19
20,9.87,76,1,20
21,10.15,76,1,21
22,10.54,76,2-,22
23,11.1,76,3,23
24,11.68,76,1,24
25,12.14,76,4,25
26,12.37,76,1,26
27,12.83,76,2-,27
28,13.41,76,4,28
29,13.89,76,1,29
30,14.01,76,1,30
31,14.73,76,4,31
32,14.95,76,1,32
33,15.6,76,2,33
34,15.9,76,1,34
35,16.310001,76,4,35
36,16.84,76,0,36
37,16.92,76,2,37
38,17.130001,76,1,38
39,17.759999,76,4,39
40,18.050001,76,1-,40
41,18.209999,76,2,41
42,18.35,76,1,42
43,18.52,76,1-,43
44,18.639999,76,1,44
45,19.110001,76,4,45
